Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
NAC_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN,0.2741250684707306,0.7638069124736839,7/580
Pooled_OUD_vs_Control,BioCarta,BIOCARTA_CYTOKINE_PATHWAY,0.4747372657931448,0.7638831755385211,1/61
Pooled_OUD_vs_Control,BioCarta,BIOCARTA_STRESS_PATHWAY,0.6593517936227236,0.7638831755385211,1/61
Male_OUD_vs_Control,C7_Immunologic,GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN,0.5551625028082016,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN,0.5755504727122562,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP,0.5821385139146905,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN,0.595012120566052,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP,0.6747619225181691,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP,0.7219928817238501,0.76429335480708,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP,0.7347879178818342,0.7647097515855749,1/110
Male_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP,0.7389218741001987,0.7647097515855749,1/110
Pooled_OUD_vs_Control,WikiPathways,WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT,0.5164353160259361,0.7648464218515533,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_IRON_METABOLISM_IN_PLACENTA,0.5164353160259361,0.7648464218515533,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_PATHWAY,0.5164353160259361,0.7648464218515533,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_TLR4_SIGNALING_AND_TOLERANCE,0.5164353160259361,0.7648464218515533,1/254
Female_OUD_vs_Control,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_UP,0.43276364558836655,0.7652350049097174,4/319
NAC_OUD_vs_Control,GO_BP,stress-activated protein kinase signaling cascade,0.28064384851485763,0.7660730574889327,3/513
NAC_OUD_vs_Control,GO_BP,stress-activated MAPK cascade,0.28064384851485763,0.7660730574889327,3/513
Female_OUD_vs_Control,DO,nicotine dependence,0.7254115540444561,0.7670904668623318,1/160
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_CEREBRUM_EXCITATORY_NEURONS,0.4826672542475141,0.7681887285911141,1/286
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_MAIN_FETAL_INHIBITORY_INTERNEURONS,0.4826672542475141,0.7681887285911141,1/286
Female_OUD_vs_Control,GO_BP,somatic diversification of immune receptors via germline recombination within a single locus,0.6191000239408575,0.7685553838027268,1/287
OUD_Male_vs_Female,Reactome,Adaptive Immune System,0.7357386761557496,0.7694366307888374,1/18
OUD_Male_vs_Female,GO_BP,programmed cell death,0.6209260765499395,0.7713958926463972,4/33
Control_Male_vs_Female,GO_BP,regulation of axonogenesis,0.37198134764091373,0.7718688149526631,1/37
DLPFC_OUD_vs_Control,GO_BP,neuron maturation,0.6682880788177746,0.7718956699846035,1/253
Pooled_OUD_vs_Control,GO_BP,neuron apoptotic process,0.5489837662290467,0.7720084212595969,8/380
Female_OUD_vs_Control,Reactome,Cellular responses to stress,0.30254738857660146,0.772082773663353,14/206
Female_OUD_vs_Control,Reactome,Metabolism of porphyrins,0.32549103705439053,0.772082773663353,1/206
Female_OUD_vs_Control,Reactome,Glycogen metabolism,0.36242587128267256,0.772082773663353,1/206
Male_OUD_vs_Control,Reactome,Fatty acid metabolism,0.7034760665250134,0.7723624469265725,1/75
NAC_OUD_vs_Control,GO_BP,negative regulation of immune system process,0.28382813068962015,0.7726560875911153,23/513
Pooled_OUD_vs_Control,C8_CellType,ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON,0.4487107002185672,0.7727795392653102,1/435
NAC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_INTESTINE_ENS_NEURONS,0.36321487442602923,0.772995758393857,10/581
OUD_Male_vs_Female,GO_BP,cell death,0.6241233361468226,0.7741085960036124,4/33
OUD_Male_vs_Female,GO_BP,cellular response to cytokine stimulus,0.630071142187498,0.7741085960036124,2/33
OUD_Male_vs_Female,GO_BP,regulation of programmed cell death,0.630445382241877,0.7741085960036124,3/33
DLPFC_OUD_vs_Control,KEGG,Arachidonic acid metabolism,0.3641433840081343,0.774960094010951,2/142
DLPFC_OUD_vs_Control,KEGG,Nicotine addiction,0.3641433840081343,0.774960094010951,2/142
Control_DLPFC_vs_NAC,GO_CC,postsynapse,0.07910564662811455,0.7750060452261658,328/5212
OUD_Male_vs_Female,GO_BP,regulation of immune effector process,0.6369679675428297,0.7759880779640166,1/33
DLPFC_OUD_vs_Control,Reactome,Regulation of necroptotic cell death,0.4556789186366047,0.7762713937525457,1/172
DLPFC_OUD_vs_Control,Reactome,Pyruvate metabolism,0.4556789186366047,0.7762713937525457,1/172
Control_Male_vs_Female,GO_BP,neuron projection extension,0.39849898365308123,0.7762839112251855,1/37
Female_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN,0.4481158878529157,0.7766793902125948,3/319
Female_OUD_vs_Control,GO_BP,cellular response to oxidative stress,0.6353127735785484,0.7770583078196807,4/287
Female_OUD_vs_Control,GO_BP,regulation of synapse assembly,0.6353127735785484,0.7770583078196807,4/287
Female_OUD_vs_Control,GO_BP,neurotransmitter uptake,0.6370770496157421,0.7770583078196807,1/287
Female_OUD_vs_Control,GO_BP,somatic diversification of immune receptors,0.6370770496157421,0.7770583078196807,1/287
Female_OUD_vs_Control,GO_BP,regulation of neurotransmitter receptor activity,0.6370770496157421,0.7770583078196807,1/287
Female_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_CEREBRUM_EXCITATORY_NEURONS,0.5380182644287572,0.7777089718780957,1/334
Female_OUD_vs_Control,C8_CellType,DESCARTES_MAIN_FETAL_INHIBITORY_INTERNEURONS,0.5380182644287572,0.7777089718780957,1/334
DLPFC_OUD_vs_Control,KEGG,Platinum drug resistance,0.3819435636559243,0.7778615137554099,2/142
DLPFC_OUD_vs_Control,KEGG,GABAergic synapse,0.39041552701346083,0.7778615137554099,3/142
Pooled_OUD_vs_Control,GO_BP,presynapse organization,0.5658977495973734,0.7801414463005885,2/380
Pooled_OUD_vs_Control,GO_BP,behavioral response to pain,0.5669354086992764,0.7801414463005885,1/380
Pooled_OUD_vs_Control,GO_BP,regulation of T-helper 17 type immune response,0.5669354086992764,0.7801414463005885,1/380
Control_Male_vs_Female,DO,glucose metabolism disease,0.6220254326820198,0.7804613181734703,2/19
Pooled_OUD_vs_Control,GO_MF,chemokine receptor binding,0.2737245472268326,0.7805168108288729,2/376
Pooled_OUD_vs_Control,GO_MF,CCR chemokine receptor binding,0.3531791417270055,0.7805168108288729,1/376
OUD_DLPFC_vs_NAC,KEGG,Glycerolipid metabolism,0.1390277179590486,0.7806863931515056,24/2402
OUD_DLPFC_vs_NAC,KEGG,Pyruvate metabolism,0.14434493282257702,0.7806863931515056,10/2402
OUD_DLPFC_vs_NAC,KEGG,Amphetamine addiction,0.15900504963389758,0.7806863931515056,35/2402
NAC_OUD_vs_Control,WikiPathways,WP_LIPID_METABOLISM_PATHWAY,0.20325004058303794,0.7812423434910521,2/307
DLPFC_OUD_vs_Control,GO_BP,dopamine transport,0.6821025835188615,0.7815920068811473,1/253
DLPFC_OUD_vs_Control,GO_BP,excitatory synapse assembly,0.6821025835188615,0.7815920068811473,1/253
DLPFC_OUD_vs_Control,GO_BP,regulation of neuron differentiation,0.6826931739966442,0.7818250245599685,4/253
Pooled_OUD_vs_Control,Reactome,Inositol phosphate metabolism,0.20121417172148615,0.7824738814345849,3/267
Pooled_OUD_vs_Control,Reactome,Surfactant metabolism,0.2069515303542353,0.7824738814345849,2/267
Female_OUD_vs_Control,GO_BP,postsynapse assembly,0.6445829406543417,0.7837844386136934,2/287
Female_OUD_vs_Control,Reactome,Metabolism of folate and pterines,0.39734750662321205,0.783929440406879,1/206
Female_OUD_vs_Control,Reactome,Defective Intrinsic Pathway for Apoptosis,0.39734750662321205,0.783929440406879,1/206
Female_OUD_vs_Control,Reactome,Regulation of pyruvate metabolism,0.39734750662321205,0.783929440406879,1/206
OUD_DLPFC_vs_NAC,GO_BP,regulation of neurotransmitter secretion,0.007796887525259951,0.784467490041477,45/5050
NAC_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN,0.28690484655411197,0.7847394012076078,6/580
OUD_Male_vs_Female,GO_BP,innate immune response,0.6484092520715807,0.7850694980238869,2/33
Male_OUD_vs_Control,GO_MF,neurotransmitter receptor activity,0.6251624079222038,0.7853602749522686,1/99
Pooled_OUD_vs_Control,WikiPathways,WP_TRYPTOPHAN_METABOLISM,0.5539966095211691,0.7854003512437705,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_COMPLEMENT_ACTIVATION,0.5886508955969181,0.7854003512437705,1/254
Pooled_OUD_vs_Control,WikiPathways,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.5919934125006578,0.7854003512437705,3/254
NAC_OUD_vs_Control,GO_BP,behavioral response to pain,0.2997624298859999,0.7863165801140672,2/513
NAC_OUD_vs_Control,GO_BP,negative regulation of tumor necrosis factor superfamily cytokine production,0.29986441925633434,0.7863165801140672,4/513
Female_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP,0.4599119705557303,0.7865536562530349,3/319
Female_OUD_vs_Control,Reactome,Response of endothelial cells to shear stress,0.43506936958400944,0.7867396365370624,3/206
Male_OUD_vs_Control,GO_BP,neuron projection extension,0.7521701843484458,0.78685158347923,1/101
NAC_OUD_vs_Control,GO_MF,CCR chemokine receptor binding,0.11307384051418928,0.7869939299787574,2/528
DLPFC_OUD_vs_Control,Reactome,Apoptosis,0.47464174971196105,0.7874977264891142,3/172
Female_OUD_vs_Control,GO_BP,stress-activated protein kinase signaling cascade,0.6542084454644725,0.7892007603305481,1/287
Female_OUD_vs_Control,GO_BP,stress-activated MAPK cascade,0.6542084454644725,0.7892007603305481,1/287
DLPFC_OUD_vs_Control,WikiPathways,WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,0.7445988177423464,0.790335845859198,1/161
NAC_OUD_vs_Control,GO_BP,regulation of neuron migration,0.304388866822782,0.7905375316048632,3/513
DLPFC_OUD_vs_Control,GO_BP,regulation of neurotransmitter transport,0.691384840901204,0.7906576005548178,2/253
NAC_OUD_vs_Control,GO_BP,cellular response to osmotic stress,0.3282131356501382,0.7909763199320297,3/513
NAC_OUD_vs_Control,GO_BP,negative regulation of stress fiber assembly,0.33183565655909586,0.7909763199320297,2/513
NAC_OUD_vs_Control,GO_BP,GABAergic neuron differentiation,0.33183565655909586,0.7909763199320297,2/513
NAC_OUD_vs_Control,GO_BP,positive regulation of cytokine production involved in inflammatory response,0.33183565655909586,0.7909763199320297,2/513
NAC_OUD_vs_Control,GO_BP,regulation of cytokine-mediated signaling pathway,0.33229914006207384,0.7909763199320297,8/513
NAC_OUD_vs_Control,GO_BP,central nervous system neuron differentiation,0.3513102413736188,0.7909763199320297,11/513
NAC_OUD_vs_Control,GO_BP,response to pain,0.3520220792787627,0.7909763199320297,3/513
NAC_OUD_vs_Control,GO_BP,myeloid leukocyte cytokine production,0.3520220792787627,0.7909763199320297,3/513
NAC_OUD_vs_Control,GO_BP,noradrenergic neuron differentiation,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,forebrain neuron fate commitment,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,chemokine (C-C motif) ligand 5 production,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,regulation of chemokine (C-C motif) ligand 5 production,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,stress-induced premature senescence,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,granzyme-mediated programmed cell death signaling pathway,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,regulation of synapse pruning,0.3555169811758483,0.7909763199320297,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of T-helper 17 type immune response,0.3555169811758483,0.7909763199320297,1/513
Female_OUD_vs_Control,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.5585589858985114,0.791111805531634,1/334
Female_OUD_vs_Control,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP,0.4728736857903537,0.7911379447353314,5/319
NAC_OUD_vs_Control,C8_CellType,DESCARTES_MAIN_FETAL_INHIBITORY_INTERNEURONS,0.3818284124214212,0.7936116020526279,2/581
Pooled_OUD_vs_Control,WikiPathways,WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,0.6206223376160069,0.7940565251141787,1/254
Male_OUD_vs_Control,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,0.7905171045901951,0.7944325959841506,1/110
DLPFC_OUD_vs_Control,GO_MF,chemokine receptor binding,0.5060106624087282,0.7949911106374891,1/253
Female_OUD_vs_Control,Reactome,Activation of ATR in response to replication stress,0.46158218898251957,0.7951125448924692,1/206
Female_OUD_vs_Control,Reactome,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",0.46158218898251957,0.7951125448924692,1/206
DLPFC_OUD_vs_Control,GO_BP,immune system development,0.7005651634570469,0.795300008445194,2/253
DLPFC_OUD_vs_Control,GO_BP,multicellular organismal response to stress,0.7005651634570469,0.795300008445194,2/253
NAC_OUD_vs_Control,GO_BP,multicellular organismal response to stress,0.3611849108046261,0.7955013679361654,6/513
NAC_OUD_vs_Control,GO_BP,negative regulation of cytokine production involved in immune response,0.36347640881811605,0.7955013679361654,2/513
NAC_OUD_vs_Control,GO_BP,detection of temperature stimulus involved in sensory perception of pain,0.36347640881811605,0.7955013679361654,2/513
NAC_OUD_vs_Control,GO_BP,positive regulation of macrophage cytokine production,0.36347640881811605,0.7955013679361654,2/513
NAC_OUD_vs_Control,GO_BP,L-glutamate transmembrane transport,0.3945307948523471,0.7955013679361654,2/513
NAC_OUD_vs_Control,GO_BP,maintenance of synapse structure,0.3945307948523471,0.7955013679361654,2/513
NAC_OUD_vs_Control,GO_BP,negative regulation of type 2 immune response,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,G protein-coupled glutamate receptor signaling pathway,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,regulation of neuron maturation,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,pyramidal neuron differentiation,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,cerebral cortex GABAergic interneuron development,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,T-helper 2 cell cytokine production,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,axonogenesis involved in innervation,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,GO_BP,regulation of T-helper 2 cell cytokine production,0.4097525108111485,0.7955013679361654,1/513
NAC_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_ASTROCYTE_1,0.390873647549803,0.7955929556395174,4/581
NAC_OUD_vs_Control,C8_CellType,ZHONG_PFC_C3_MICROGLIA,0.3930857649282084,0.7957589875375927,20/581
Pooled_OUD_vs_Control,C8_CellType,HE_LIM_SUN_FETAL_LUNG_C7_MFNG_POS_DBH_POS_NEURON_CELL,0.48060468151992697,0.7958055230264138,1/435
Pooled_OUD_vs_Control,C8_CellType,ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON,0.48060468151992697,0.7958055230264138,1/435
Female_OUD_vs_Control,GO_BP,regulation of neuron projection development,0.6623788818080898,0.7962244224747762,9/287
Pooled_OUD_vs_Control,GO_BP,neuron projection organization,0.5825102823714894,0.7970712797967245,3/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of neuron apoptotic process,0.5839729441917557,0.797073765289873,2/380
Female_OUD_vs_Control,GO_BP,cellular response to chemical stress,0.6657485742161607,0.7975452393304914,5/287
Female_OUD_vs_Control,GO_BP,response to endoplasmic reticulum stress,0.66579789223261,0.7975452393304914,3/287
Female_OUD_vs_Control,GO_BP,neuron projection organization,0.6676401886102648,0.7975452393304914,2/287
Female_OUD_vs_Control,GO_BP,regulation of neuron migration,0.6705338569057782,0.7975452393304914,1/287
DLPFC_OUD_vs_Control,GO_BP,dendrite development,0.7028269932257896,0.7976434509965538,4/253
Pooled_OUD_vs_Control,GO_BP,regulation of glutamate secretion,0.5939663785899263,0.7984795942547053,1/380
OUD_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_MICROGLIA,0.709658598341196,0.7987499375268874,2/43
Control_DLPFC_vs_NAC,C2_Curated,SA_MMP_CYTOKINE_CONNECTION,0.25004251662572663,0.8001360532023253,11/128
DLPFC_OUD_vs_Control,KEGG,Cholesterol metabolism,0.41688699883645963,0.8011287671058187,2/142
DLPFC_OUD_vs_Control,KEGG,Linoleic acid metabolism,0.42334040889844105,0.8011287671058187,1/142
Pooled_OUD_vs_Control,KEGG,Chemokine signaling pathway,0.2971475263575183,0.8022983211652994,8/225
DLPFC_OUD_vs_Control,Reactome,SARS-CoV-1 activates/modulates innate immune responses,0.5043964153342038,0.8023147659117159,1/172
DLPFC_OUD_vs_Control,Reactome,Metabolism of nucleotides,0.5092123777549558,0.8024566507850969,2/172
DLPFC_OUD_vs_Control,Reactome,Peptide hormone metabolism,0.5236317957690118,0.8024566507850969,2/172
Pooled_OUD_vs_Control,DO,motor neuron disease,0.7641054113389116,0.802706591445411,3/199
Pooled_OUD_vs_Control,KEGG,Intestinal immune network for IgA production,0.30337265557542814,0.8030452647584863,3/225
DLPFC_OUD_vs_Control,GO_CC,glycinergic synapse,0.1862820733284194,0.8035966729762974,1/261
OUD_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA,0.7265197444065576,0.8039394629740835,1/43
OUD_Male_vs_Female,C8_CellType,HU_FETAL_RETINA_MICROGLIA,0.7297296663918604,0.8039394629740835,1/43
DLPFC_OUD_vs_Control,GO_BP,vesicle-mediated transport in synapse,0.7141795073536674,0.8048721324850989,5/253
Pooled_OUD_vs_Control,GO_MF,axon guidance receptor activity,0.4289396614809199,0.8049659960311625,1/376
NAC_OUD_vs_Control,GO_BP,central nervous system projection neuron axonogenesis,0.42487376241276165,0.8055825648325771,2/513
Female_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.6540660603706765,0.8058693580498306,1/198
DLPFC_OUD_vs_Control,GO_BP,cytokine production involved in inflammatory response,0.7202010322086254,0.8060343037855957,1/253
DLPFC_OUD_vs_Control,GO_BP,axonemal dynein complex assembly,0.7202010322086254,0.8060343037855957,1/253
DLPFC_OUD_vs_Control,GO_BP,regulation of cytokine production involved in inflammatory response,0.7202010322086254,0.8060343037855957,1/253
OUD_Male_vs_Female,Reactome,Metabolism of proteins,0.782596824580958,0.8061335711848966,2/18
Female_OUD_vs_Control,GO_BP,regulation of postsynapse organization,0.6839503232768083,0.8070842994703814,3/287
Female_OUD_vs_Control,GO_BP,humoral immune response mediated by circulating immunoglobulin,0.6860910768906486,0.8070842994703814,1/287
Female_OUD_vs_Control,GO_BP,positive regulation of stress fiber assembly,0.6860910768906486,0.8070842994703814,1/287
Female_OUD_vs_Control,GO_BP,"positive regulation of synaptic transmission, glutamatergic",0.6860910768906486,0.8070842994703814,1/287
Female_OUD_vs_Control,GO_BP,cellular response to osmotic stress,0.6860910768906486,0.8070842994703814,1/287
NAC_OUD_vs_Control,GO_BP,execution phase of apoptosis,0.4454917005960738,0.8073515156908139,3/513
NAC_OUD_vs_Control,GO_BP,central nervous system neuron development,0.44686176885156603,0.8073515156908139,5/513
NAC_OUD_vs_Control,GO_BP,sperm axoneme assembly,0.45440535233757706,0.8073515156908139,2/513
NAC_OUD_vs_Control,GO_BP,positive regulation of myeloid leukocyte cytokine production involved in immune response,0.45440535233757706,0.8073515156908139,2/513
NAC_OUD_vs_Control,GO_BP,neuron projection guidance,0.4572239450221447,0.8073515156908139,13/513
NAC_OUD_vs_Control,GO_BP,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,G protein-coupled opioid receptor signaling pathway,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,neurotransmitter loading into synaptic vesicle,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,L-glutamate import across plasma membrane,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,regulation of microglial cell activation,0.4594320779898001,0.8073515156908139,1/513
NAC_OUD_vs_Control,GO_BP,protein localization to presynapse,0.4594320779898001,0.8073515156908139,1/513
DLPFC_OUD_vs_Control,GO_CC,dendrite terminus,0.250720886366679,0.8075749844151583,1/261
DLPFC_OUD_vs_Control,GO_CC,dopaminergic synapse,0.250720886366679,0.8075749844151583,1/261
DLPFC_OUD_vs_Control,GO_BP,neurotransmitter transport,0.7220283826245908,0.8076317476559827,4/253
Pooled_OUD_vs_Control,Reactome,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,0.2176828721574064,0.8076644882849564,4/267
OUD_Male_vs_Female,C8_CellType,ZHONG_PFC_C3_MICROGLIA,0.7526588139369398,0.8119970606788561,1/43
Pooled_OUD_vs_Control,GO_BP,negative regulation of cytokine production involved in immune response,0.6193142964699703,0.8127379191540012,1/380
Pooled_OUD_vs_Control,GO_BP,axonal fasciculation,0.6193142964699703,0.8127379191540012,1/380
Pooled_OUD_vs_Control,GO_BP,positive regulation of macrophage cytokine production,0.6193142964699703,0.8127379191540012,1/380
Pooled_OUD_vs_Control,GO_BP,neuron projection fasciculation,0.6193142964699703,0.8127379191540012,1/380
Female_OUD_vs_Control,GO_CC,ribbon synapse,0.28715997617263667,0.8132545890080015,1/305
Pooled_OUD_vs_Control,WikiPathways,WP_OXIDATIVE_PHOSPHORYLATION,0.6501178767177929,0.8139545534241535,1/254
Male_OUD_vs_Control,DO,substance abuse,0.7934369786270922,0.8141128608062997,2/61
NAC_OUD_vs_Control,C8_CellType,ZHONG_PFC_C1_NEUROD1_POS_EXCITATORY_NEURON,0.4098740056661174,0.814297559129228,2/581
DLPFC_OUD_vs_Control,GO_BP,axon development,0.7331718018928672,0.8146801695221237,10/253
Pooled_OUD_vs_Control,C8_CellType,FAN_EMBRYONIC_CTX_MICROGLIA_3,0.5106574832675768,0.8163649900667763,1/435
Female_OUD_vs_Control,GO_BP,regulation of cellular response to stress,0.7036314731157751,0.8163890687505243,6/287
NAC_OUD_vs_Control,GO_BP,cytokine production involved in inflammatory response,0.4680818308823238,0.8167568024220303,3/513
NAC_OUD_vs_Control,GO_BP,regulation of cytokine production involved in inflammatory response,0.4680818308823238,0.8167568024220303,3/513
Control_Male_vs_Female,GO_CC,presynapse,0.5260262596127587,0.8173638803213635,2/33
OUD_DLPFC_vs_NAC,KEGG,Sphingolipid metabolism,0.17232220904242465,0.8177334472620432,16/2402
DLPFC_OUD_vs_Control,Reactome,Metabolism of proteins,0.543186768226313,0.8187546361593728,26/172
DLPFC_OUD_vs_Control,Reactome,Glycosphingolipid metabolism,0.5487767089672471,0.8187546361593728,1/172
DLPFC_OUD_vs_Control,Reactome,Drug ADME,0.5516113384457151,0.8187546361593728,2/172
DLPFC_OUD_vs_Control,Reactome,Bile acid and bile salt metabolism,0.5694617852086206,0.8187546361593728,1/172
DLPFC_OUD_vs_Control,Reactome,Glycosaminoglycan metabolism,0.5867108434105226,0.8187546361593728,3/172
DLPFC_OUD_vs_Control,Reactome,Regulation of Complement cascade,0.5892038734368575,0.8187546361593728,1/172
DLPFC_OUD_vs_Control,Reactome,Diseases associated with glycosaminoglycan metabolism,0.6080457224418871,0.8187546361593728,1/172
Control_DLPFC_vs_NAC,C8_CellType,HU_FETAL_RETINA_MICROGLIA,0.207762903221529,0.8190073866124041,187/6081
Female_OUD_vs_Control,WikiPathways,WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,0.6928047676811366,0.8207722120545776,2/198
DLPFC_OUD_vs_Control,C8_CellType,ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON,0.5718425450838558,0.8227043673156674,2/286
DLPFC_OUD_vs_Control,C8_CellType,DESCARTES_FETAL_CEREBRUM_LIMBIC_SYSTEM_NEURONS,0.5739515718883639,0.8227043673156674,1/286
NAC_OUD_vs_Control,GO_BP,positive regulation of synapse assembly,0.47550232965046546,0.822864514535695,4/513
NAC_OUD_vs_Control,GO_BP,myeloid cell activation involved in immune response,0.48044778842897684,0.822864514535695,5/513
NAC_OUD_vs_Control,GO_BP,cerebral cortex neuron differentiation,0.483047376330182,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,programmed necrotic cell death,0.483047376330182,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,regulation of postsynapse assembly,0.483047376330182,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,cellular response to dopamine,0.4902522866536434,0.822864514535695,3/513
NAC_OUD_vs_Control,GO_BP,dendritic cell cytokine production,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,regulation of dendritic cell cytokine production,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,positive regulation of glutamate secretion,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,neuron remodeling,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,peripheral nervous system neuron development,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,negative regulation of synapse assembly,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,positive regulation of neuron migration,0.5049377136956146,0.822864514535695,1/513
NAC_OUD_vs_Control,GO_BP,somatic diversification of immune receptors via germline recombination within a single locus,0.5107404743388164,0.822864514535695,2/513
NAC_OUD_vs_Control,GO_BP,forebrain neuron development,0.5107404743388164,0.822864514535695,2/513
