gene,coefficient,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pval,fdr,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
FAM189A2,0.004435324110986383,0.004435324110986383,0.4998272262489639,0.0022168957479094756,374.0,1627.0,257.0,0.9766860428776799,0.8983686480405025,0.9839989999374961,0.7301474556491526,0.46530005647673267,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ADAM23,-0.004070091041914135,0.004070091041914135,0.5439673610832503,0.0022139966834386084,457.0,1164.0,258.0,0.9714982186386649,0.9273079567472967,0.983936496031002,-0.6203094982060141,0.535054042799348,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
THSD4,0.005355225799127778,0.005355225799127778,0.4125585420223227,0.0022093441478884842,271.0,2978.0,259.0,0.9831239452465779,0.8139258703668979,0.9838739921245078,0.8762058912788359,0.38091811440572054,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ALDH1A1,0.00474144914786426,0.00474144914786426,0.46385915605050676,0.00219936460018471,337.0,2111.0,260.0,0.9789986874179636,0.8681167572973311,0.9838114882180137,0.7787528061663366,0.43612534300918204,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GNAI1,-0.005371585467079596,0.005371585467079596,0.4074793697595367,0.0021888102607350805,267.0,3065.0,261.0,0.9833739608725546,0.8084880305019064,0.9837489843115195,-0.8269557541820142,0.408262140291932,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
BAALC-AS1,0.00636975342309166,0.00636975342309166,0.34187148302265163,0.0021776370492409577,170.0,4456.0,262.0,0.9894368398024876,0.7215450965685355,0.9836864804050253,1.037288667372718,0.29960134568049135,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SKIL,-0.0031281388958177086,0.0031281388958177086,0.6938384077128241,0.002170422910578711,731.0,318.0,263.0,0.9543721482592662,0.9801862616413526,0.9836239764985312,-0.47074997606312174,0.6378192911535301,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ADARB2-AS1,-0.004386513192016517,0.004386513192016517,0.4946843051961974,0.0021699392306266446,391.0,1695.0,264.0,0.9756234764672792,0.8941183823989,0.983561472592037,-0.6705497845739103,0.5025073812260679,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KNOP1,0.007601553239515141,0.007601553239515141,0.28429512643094995,0.002161084539299554,124.0,5942.0,265.0,0.9923120195012188,0.6286642915182199,0.9834989686855429,1.2328690826660644,0.2176246120499803,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ADAM9,-0.0034023724286236672,0.0034023724286236672,0.6351471395656277,0.00216100711577728,620.0,568.0,266.0,0.9613100818801175,0.9645602850178137,0.9834364647790487,-0.514291716789532,0.6070480520407917,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NRXN3,-0.007796593322319861,0.007796593322319861,0.27700699329532785,0.0021597108741622556,118.0,6134.0,267.0,0.9926870429401837,0.616663541471342,0.9833739608725546,-1.211989131435307,0.225516541062035,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DDX3X,-0.004301944408277026,0.004301944408277026,0.5016476718070905,0.0021580603966557016,408.0,1615.0,268.0,0.9745609100568785,0.8991186949184324,0.9833114569660604,-0.6571222798575623,0.5111022940893228,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CNTN3,-0.004565833656367101,0.004565833656367101,0.47098420551366094,0.0021504355371515928,354.0,2025.0,269.0,0.977936121007563,0.8734920932558286,0.9832489530595663,-0.6990215950261257,0.48453853523872326,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TNC,-0.00839474267472552,0.00839474267472552,0.2561439322338803,0.002150262398795757,92.0,6733.0,270.0,0.9943121445090318,0.5792237014813426,0.9831864491530721,-1.3069609744175652,0.19122596585085772,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT-CYB,-0.008015825468438723,0.008015825468438723,0.26599517512779397,0.0021321708992711893,110.0,6451.0,271.0,0.993187074192137,0.5968498031126945,0.9831239452465779,-1.2467979645037135,0.21247158704822122,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC010974.2,0.004818027619177694,0.004818027619177694,0.4422620598650899,0.002130830819344422,328.0,2452.0,272.0,0.979561222576411,0.846802925182824,0.9830614413400838,0.7909116399494893,0.42899555545104473,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH20,-0.007341612049693053,0.007341612049693053,0.289354595630921,0.00212432918591803,133.0,5786.0,273.0,0.9917494843427714,0.6384149009313083,0.9829989374335896,-1.1397489629723705,0.25439090202813386,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01473,-0.0036289103092916842,0.0036289103092916842,0.5840347425774773,0.0021194096983239226,550.0,852.0,274.0,0.9656853553347085,0.9468091755734733,0.9829364335270955,-0.5502605261609838,0.5821406946884518,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FGFR1,-0.004434776484322245,0.004434776484322245,0.47547032265158373,0.0021086046058883543,377.0,1948.0,275.0,0.9764985311581974,0.8783048940558785,0.9828739296206013,-0.6782128436414019,0.49763675023798015,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SYTL2,-0.0039012002210469785,0.0039012002210469785,0.5397735408306651,0.0021057646568039008,491.0,1208.0,276.0,0.9693730858178636,0.9245577848615538,0.9828114257141072,-0.5934936662469381,0.5528508205181244,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
OSBPL11,-0.003931351063715871,0.003931351063715871,0.5356266463048664,0.0021057363857052013,481.0,1253.0,277.0,0.9699981248828051,0.9217451090693168,0.982748921807613,-0.5982809005458909,0.5496525184722456,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FBXL17,0.005931561435358755,0.005931561435358755,0.3532136542565599,0.0020951084900303514,202.0,4209.0,278.0,0.9874367147946747,0.736983561472592,0.9826864179011188,0.967714236693021,0.33318710599243584,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FBXO32,0.003944230771779086,0.003944230771779086,0.5293088264344585,0.0020877161609970667,475.0,1311.0,279.0,0.9703731483217701,0.9181198824926557,0.9826239139946247,0.6521735527881871,0.5142892190919828,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DTX4,0.0031535339540185556,0.0031535339540185556,0.6615458393424699,0.002086207266506183,721.0,446.0,280.0,0.9549971873242078,0.9721857616101006,0.9825614100881305,0.5266297672421381,0.5984507163601733,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPS15,-0.005405860643267953,0.005405860643267953,0.3853001144997733,0.0020828787248209604,260.0,3494.0,281.0,0.9838114882180137,0.7816738546159134,0.9824989061816364,-0.8323978342211517,0.4051844241200624,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CRIM1,0.005648419211324011,0.005648419211324011,0.36693009655879033,0.0020725750066156456,232.0,3889.0,282.0,0.98556159759985,0.756984811550722,0.9824364022751422,0.9227580083956474,0.356133328384703,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CA8,0.005672350386445116,0.005672350386445116,0.36194003369107497,0.002053050689977527,228.0,4006.0,283.0,0.9858116132258267,0.7496718544909057,0.9823738983686481,0.9265577079135716,0.3541562217662,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HPGDS,-0.0019238693769856273,0.0019238693769856273,1.0665933894543322,0.002051986359666495,1441.0,10.0,284.0,0.9099943746484155,0.9994374648415526,0.9823113944621539,-0.27954071504686273,0.7798298967301189,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ETS1,0.0027936203097031352,0.0027936203097031352,0.73199401308159,0.002044913341525832,874.0,222.0,285.0,0.9454340896306019,0.9861866366647916,0.9822488905556598,0.4694840694701295,0.6387236691462774,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ZNF98,0.008237024622189509,0.008237024622189509,0.24785251573988984,0.0020415672748210854,98.0,6975.0,286.0,0.9939371210700669,0.5640977561097569,0.9821863866491656,1.3337667734055816,0.1822803034545335,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS6,-0.006927536115344386,0.006927536115344386,0.2935200882046167,0.002033371011616552,148.0,5664.0,287.0,0.990811925745359,0.6460403775235952,0.9821238827426714,-1.0740035860668662,0.28282107430030345,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH1,0.005757562979895664,0.005757562979895664,0.35234126379433844,0.0020286270167119355,216.0,4222.0,288.0,0.9865616601037565,0.736171010688168,0.9820613788361773,0.9400874342482212,0.34717271377063774,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDK1,-0.004081012934080612,0.004081012934080612,0.49669418913411806,0.0020270154101390174,454.0,1672.0,289.0,0.9716857303581474,0.8955559722482656,0.9819988749296831,-0.6220436340430455,0.5339131768030119,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC4A4,0.005600716948045475,0.005600716948045475,0.36171105748181287,0.00202584124993384,237.0,4013.0,290.0,0.9852490780673792,0.7492343271454466,0.981936371023189,0.9151840273493299,0.3600950284274178,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EPB41L2,-0.006152689657196195,0.006152689657196195,0.3291075043900454,0.0020248963383662838,185.0,4756.0,291.0,0.9884992812050754,0.7027939246202888,0.9818738671166948,-0.9509764593757689,0.341616326055743,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RIMS1,0.006338180861668387,0.006338180861668387,0.31777597347961184,0.002014121593406517,175.0,5035.0,292.0,0.9891243202700168,0.6853553347084193,0.9818113632102007,1.0322756980633316,0.3019429822057258,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL37A,-0.007582859928847861,0.007582859928847861,0.2654799407528468,0.0020130972046476666,128.0,6460.0,293.0,0.9920620038752422,0.5962872679542471,0.9817488593037065,-1.1780533690655075,0.23877533050995603,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NCKAP5,0.006459024321804016,0.006459024321804016,0.3113147494951125,0.002010789538725256,166.0,5200.0,294.0,0.9896868554284642,0.6750421901368835,0.9816863553972123,1.0514627557359282,0.29304610634902506,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAT1,-0.0032897014123143315,0.0032897014123143315,0.6110889638695435,0.0020103002274913387,666.0,692.0,295.0,0.9584349021813864,0.9568098006125383,0.9816238514907182,-0.4964022481701217,0.6196106392284224,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ZC3HAV1,0.002846830834418739,0.002846830834418739,0.7049268385721377,0.0020068074600564823,849.0,285.0,296.0,0.9469966872929558,0.9822488905556598,0.981561347584224,0.4779326309840215,0.6326981554776379,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EPS8,-0.004442125400716439,0.004442125400716439,0.45155220263267837,0.0020058515090640773,372.0,2290.0,297.0,0.9768110506906682,0.8569285580348772,0.9814988436777299,-0.6793796761909519,0.4968973239717669,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GABARAP,-0.0039492899859897455,0.0039492899859897455,0.5074798717576989,0.002004185175624041,474.0,1540.0,298.0,0.9704356522282642,0.9038064879054941,0.9814363397712357,-0.6011291733102322,0.547753953869919,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CTBP2,-0.003936181150078484,0.003936181150078484,0.5086878228478611,0.0020022874195682137,478.0,1520.0,299.0,0.9701856366022876,0.9050565660353772,0.9813738358647416,-0.5990478029955483,0.5491410076527814,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NCKAP5-AS2,0.0035323089733022743,0.0035323089733022743,0.5664119354435444,0.0020007419621527406,583.0,972.0,300.0,0.9636227264204013,0.9393087067941747,0.9813113319582474,0.586770201253038,0.5573580525092245,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STXBP5L,-0.005991642426889602,0.005991642426889602,0.33379262800625,0.001999966071745226,196.0,4634.0,301.0,0.9878117382336395,0.7104194012125757,0.9812488280517533,-0.9254060024190046,0.3547547577239185,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01505,0.008238547809524505,0.008238547809524505,0.24113896415422537,0.0019866348849238015,97.0,7160.0,302.0,0.993999624976561,0.552534533408338,0.9811863241452591,1.3340086192051799,0.1822010317866316,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
IL10RB,0.0028363703239949046,0.0028363703239949046,0.7003756542952059,0.0019865247214914364,854.0,298.0,303.0,0.946684167760485,0.9814363397712357,0.9811238202387649,0.4762717515573513,0.6338807875749104,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL392023.2,0.00568105500019809,0.00568105500019809,0.3485398314530357,0.001980073952244468,226.0,4312.0,304.0,0.985936621038815,0.730545659103694,0.9810613163322708,0.9279397928514618,0.35343880138377526,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
XIST,0.0112328711932452,0.0112328711932452,0.1758635647719311,0.0019754527706680363,47.0,9412.0,305.0,0.9971248203012688,0.4117757359834989,0.9809988124257766,1.8094357162890606,0.07038333860516688,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MGAT5,-0.005654411966800594,0.005654411966800594,0.34926334520464075,0.0019748788386899276,229.0,4287.0,306.0,0.9857491093193325,0.732108256766048,0.9809363085192825,-0.8718618529927803,0.38328374649177155,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FLI1,0.0035846686038462335,0.0035846686038462335,0.5496978564626523,0.001970484647663243,570.0,1119.0,307.0,0.9644352772048252,0.9301206325395337,0.9808738046127883,0.5950836610781313,0.5517875496977889,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC109466.1,-0.004737811530693716,0.004737811530693716,0.41537272999268166,0.0019679577096950547,339.0,2922.0,308.0,0.9788736796049753,0.8174260891305707,0.9808113007062942,-0.7263275774054109,0.46763797723685396,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PIK3R3,0.0031736265262616225,0.0031736265262616225,0.6188660989574237,0.0019640498678553304,708.0,647.0,309.0,0.9558097381086318,0.9596224764047753,0.9807487967998,0.5298199882270871,0.5962367452852835,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CBLB,-0.004618393696284867,0.004618393696284867,0.42456031760916724,0.001960786694538879,350.0,2754.0,310.0,0.9781861366335396,0.8279267454215888,0.9806862928933058,-0.7073668750772288,0.47933851649559855,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC00461,-0.005759141379673194,0.005759141379673194,0.33962637680197855,0.0019559563202687547,215.0,4501.0,311.0,0.9866241640102507,0.7187324207762985,0.9806237889868117,-0.8884903845041128,0.3742770258430146,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH4,-0.006947794527155234,0.006947794527155234,0.2812851217847289,0.001954311229706133,146.0,6032.0,312.0,0.9909369335583474,0.6230389399337459,0.9805612850803175,-1.077220138417599,0.2813819304860383,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STARD4,-0.0035627347860068856,0.0035627347860068856,0.5477618492405683,0.0019515301947368318,576.0,1131.0,313.0,0.9640602537658604,0.9293705856616039,0.9804987811738234,-0.5397534322698073,0.5893670857343181,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYH11,0.0038025042589129796,0.0038025042589129796,0.5106118526139304,0.0019416037442159168,510.0,1497.0,314.0,0.9681855115944746,0.9064941558847428,0.9804362772673292,0.6296707646931925,0.5289100140208349,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SS18L1,-0.002976062801936926,0.002976062801936926,0.6522038808938374,0.0019409997092070508,793.0,485.0,315.0,0.9504969060566285,0.9697481092568285,0.9803737733608351,-0.4466039214844222,0.6551610636974623,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MEF2C-AS1,-0.003533825218674771,0.003533825218674771,0.5483568300425455,0.0019377971948369027,582.0,1127.0,316.0,0.9636852303268955,0.9296206012875805,0.9803112694543409,-0.5351632828726571,0.5925369534340903,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAR2,0.0038946946005386273,0.0038946946005386273,0.49750846092334,0.001937643516480415,494.0,1656.0,317.0,0.9691855740983811,0.896556034752172,0.9802487655478468,0.6443083909217232,0.5193754755551825,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C3orf70,0.0038867326622699645,0.0038867326622699645,0.4981978478547564,0.0019363618475296842,496.0,1645.0,318.0,0.9690605662853928,0.8972435777236077,0.9801862616413526,0.643044225127604,0.5201954037309862,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RNF149,-0.0037476541908646258,0.0037476541908646258,0.5161328024942744,0.0019342872603103716,522.0,1435.0,319.0,0.9674354647165447,0.9103693980873805,0.9801237577348584,-0.5691142208619705,0.5692786281880124,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNH1,-0.005504859988552166,0.005504859988552166,0.3512590391665517,0.0019336318303252288,248.0,4251.0,320.0,0.9845615350959435,0.7343583973998375,0.9800612538283643,-0.8481165677412412,0.3963730556624503,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
UBC,-0.0056382347828899,0.0056382347828899,0.34273535209596756,0.0019324223835135012,233.0,4440.0,321.0,0.9854990936933559,0.7225451590724421,0.9799987499218701,-0.8692933022385539,0.3846867253786752,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NAV1,0.004345847203648512,0.004345847203648512,0.44437681298847503,0.001931193730092202,400.0,2414.0,322.0,0.9750609413088318,0.8491780736296018,0.979936246015376,0.7159406580323807,0.4740279917767247,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
