gene,effect_size,abs_coefficient,consistency_score,combined_score,effect_rank,consistency_rank,combined_rank,effect_percentile,consistency_percentile,combined_percentile,z_score,pvalue,padj,significant_moderate_effect,significant_strong_effect,significant_high_consistency,significant_moderate_combined,significant_strong_combined,significant_fdr,significant,significant_lenient,contrast,biology,priority,biological_context,analysis_priority,contrast_description
BAALC-AS1,0.0063697534230916,0.0063697534230916,0.3418714830226516,0.0021776370492409,170.0,4456.0,262.0,0.9894368398024876,0.7215450965685355,0.9836864804050252,1.037288667372718,0.2996013456804913,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SKIL,-0.0031281388958177,0.0031281388958177,0.6938384077128241,0.0021704229105787,731.0,318.0,263.0,0.9543721482592662,0.9801862616413526,0.9836239764985312,-0.4707499760631217,0.6378192911535301,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ADARB2-AS1,-0.0043865131920165,0.0043865131920165,0.4946843051961974,0.0021699392306266,391.0,1695.0,264.0,0.9756234764672792,0.8941183823989,0.983561472592037,-0.6705497845739103,0.5025073812260679,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KNOP1,0.0076015532395151,0.0076015532395151,0.2842951264309499,0.0021610845392995,124.0,5942.0,265.0,0.9923120195012188,0.6286642915182199,0.9834989686855428,1.2328690826660644,0.2176246120499803,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ADAM9,-0.0034023724286236,0.0034023724286236,0.6351471395656277,0.0021610071157772,620.0,568.0,266.0,0.9613100818801176,0.9645602850178135,0.9834364647790488,-0.514291716789532,0.6070480520407917,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NRXN3,-0.0077965933223198,0.0077965933223198,0.2770069932953278,0.0021597108741622,118.0,6134.0,267.0,0.9926870429401836,0.616663541471342,0.9833739608725546,-1.211989131435307,0.225516541062035,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DDX3X,-0.004301944408277,0.004301944408277,0.5016476718070905,0.0021580603966557,408.0,1615.0,268.0,0.9745609100568784,0.8991186949184324,0.9833114569660604,-0.6571222798575623,0.5111022940893228,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CNTN3,-0.0045658336563671,0.0045658336563671,0.4709842055136609,0.0021504355371515,354.0,2025.0,269.0,0.977936121007563,0.8734920932558286,0.9832489530595664,-0.6990215950261257,0.4845385352387232,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
TNC,-0.0083947426747255,0.0083947426747255,0.2561439322338803,0.0021502623987957,92.0,6733.0,270.0,0.9943121445090318,0.5792237014813426,0.983186449153072,-1.3069609744175652,0.1912259658508577,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MT-CYB,-0.0080158254684387,0.0080158254684387,0.2659951751277939,0.0021321708992711,110.0,6451.0,271.0,0.993187074192137,0.5968498031126945,0.983123945246578,-1.2467979645037135,0.2124715870482212,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC010974.2,0.0048180276191776,0.0048180276191776,0.4422620598650899,0.0021308308193444,328.0,2452.0,272.0,0.979561222576411,0.846802925182824,0.9830614413400838,0.7909116399494893,0.4289955554510447,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH20,-0.007341612049693,0.007341612049693,0.289354595630921,0.002124329185918,133.0,5786.0,273.0,0.9917494843427714,0.6384149009313083,0.9829989374335896,-1.1397489629723705,0.2543909020281338,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01473,-0.0036289103092916,0.0036289103092916,0.5840347425774773,0.0021194096983239,550.0,852.0,274.0,0.9656853553347085,0.9468091755734732,0.9829364335270956,-0.5502605261609838,0.5821406946884518,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FGFR1,-0.0044347764843222,0.0044347764843222,0.4754703226515837,0.0021086046058883,377.0,1948.0,275.0,0.9764985311581974,0.8783048940558785,0.9828739296206012,-0.6782128436414019,0.4976367502379801,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SYTL2,-0.0039012002210469,0.0039012002210469,0.5397735408306651,0.0021057646568039,491.0,1208.0,276.0,0.9693730858178636,0.9245577848615538,0.9828114257141072,-0.5934936662469381,0.5528508205181244,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
OSBPL11,-0.0039313510637158,0.0039313510637158,0.5356266463048664,0.0021057363857052,481.0,1253.0,277.0,0.9699981248828052,0.9217451090693168,0.982748921807613,-0.5982809005458909,0.5496525184722456,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FBXL17,0.0059315614353587,0.0059315614353587,0.3532136542565599,0.0020951084900303,202.0,4209.0,278.0,0.9874367147946748,0.736983561472592,0.9826864179011188,0.967714236693021,0.3331871059924358,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FBXO32,0.003944230771779,0.003944230771779,0.5293088264344585,0.002087716160997,475.0,1311.0,279.0,0.97037314832177,0.9181198824926556,0.9826239139946248,0.6521735527881871,0.5142892190919828,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
DTX4,0.0031535339540185,0.0031535339540185,0.6615458393424699,0.0020862072665061,721.0,446.0,280.0,0.9549971873242078,0.9721857616101006,0.9825614100881304,0.5266297672421381,0.5984507163601733,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPS15,-0.0054058606432679,0.0054058606432679,0.3853001144997733,0.0020828787248209,260.0,3494.0,281.0,0.9838114882180136,0.7816738546159134,0.9824989061816364,-0.8323978342211517,0.4051844241200624,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CRIM1,0.005648419211324,0.005648419211324,0.3669300965587903,0.0020725750066156,232.0,3889.0,282.0,0.98556159759985,0.756984811550722,0.9824364022751422,0.9227580083956474,0.356133328384703,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CA8,0.0056723503864451,0.0056723503864451,0.3619400336910749,0.0020530506899775,228.0,4006.0,283.0,0.9858116132258268,0.7496718544909057,0.982373898368648,0.9265577079135716,0.3541562217662,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HPGDS,-0.0019238693769856,0.0019238693769856,1.0665933894543322,0.0020519863596664,1441.0,10.0,284.0,0.9099943746484156,0.9994374648415526,0.982311394462154,-0.2795407150468627,0.7798298967301189,0.9999999507392006,False,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ETS1,0.0027936203097031,0.0027936203097031,0.73199401308159,0.0020449133415258,874.0,222.0,285.0,0.945434089630602,0.9861866366647916,0.9822488905556598,0.4694840694701295,0.6387236691462774,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ZNF98,0.0082370246221895,0.0082370246221895,0.2478525157398898,0.002041567274821,98.0,6975.0,286.0,0.9939371210700668,0.5640977561097569,0.9821863866491656,1.3337667734055816,0.1822803034545335,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RGS6,-0.0069275361153443,0.0069275361153443,0.2935200882046167,0.0020333710116165,148.0,5664.0,287.0,0.990811925745359,0.6460403775235952,0.9821238827426714,-1.0740035860668662,0.2828210743003034,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH1,0.0057575629798956,0.0057575629798956,0.3523412637943384,0.0020286270167119,216.0,4222.0,288.0,0.9865616601037565,0.736171010688168,0.9820613788361772,0.9400874342482212,0.3471727137706377,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PDK1,-0.0040810129340806,0.0040810129340806,0.496694189134118,0.002027015410139,454.0,1672.0,289.0,0.9716857303581474,0.8955559722482656,0.9819988749296832,-0.6220436340430455,0.5339131768030119,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SLC4A4,0.0056007169480454,0.0056007169480454,0.3617110574818128,0.0020258412499338,237.0,4013.0,290.0,0.9852490780673792,0.7492343271454466,0.981936371023189,0.91518402734933,0.3600950284274178,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EPB41L2,-0.0061526896571961,0.0061526896571961,0.3291075043900454,0.0020248963383662,185.0,4756.0,291.0,0.9884992812050754,0.7027939246202888,0.9818738671166948,-0.9509764593757688,0.341616326055743,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RIMS1,0.0063381808616683,0.0063381808616683,0.3177759734796118,0.0020141215934065,175.0,5035.0,292.0,0.9891243202700168,0.6853553347084193,0.9818113632102008,1.0322756980633316,0.3019429822057258,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL37A,-0.0075828599288478,0.0075828599288478,0.2654799407528468,0.0020130972046476,128.0,6460.0,293.0,0.9920620038752422,0.5962872679542471,0.9817488593037064,-1.1780533690655075,0.238775330509956,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NCKAP5,0.006459024321804,0.006459024321804,0.3113147494951125,0.0020107895387252,166.0,5200.0,294.0,0.9896868554284642,0.6750421901368835,0.9816863553972124,1.0514627557359282,0.293046106349025,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAT1,-0.0032897014123143,0.0032897014123143,0.6110889638695435,0.0020103002274913,666.0,692.0,295.0,0.9584349021813864,0.9568098006125384,0.9816238514907182,-0.4964022481701217,0.6196106392284224,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
ZC3HAV1,0.0028468308344187,0.0028468308344187,0.7049268385721377,0.0020068074600564,849.0,285.0,296.0,0.9469966872929558,0.9822488905556598,0.981561347584224,0.4779326309840215,0.6326981554776379,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
EPS8,-0.0044421254007164,0.0044421254007164,0.4515522026326783,0.002005851509064,372.0,2290.0,297.0,0.9768110506906682,0.8569285580348772,0.98149884367773,-0.6793796761909519,0.4968973239717669,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
GABARAP,-0.0039492899859897,0.0039492899859897,0.5074798717576989,0.002004185175624,474.0,1540.0,298.0,0.9704356522282642,0.903806487905494,0.9814363397712356,-0.6011291733102322,0.547753953869919,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CTBP2,-0.0039361811500784,0.0039361811500784,0.5086878228478611,0.0020022874195682,478.0,1520.0,299.0,0.9701856366022876,0.9050565660353772,0.9813738358647416,-0.5990478029955483,0.5491410076527814,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NCKAP5-AS2,0.0035323089733022,0.0035323089733022,0.5664119354435444,0.0020007419621527,583.0,972.0,300.0,0.9636227264204013,0.9393087067941748,0.9813113319582474,0.586770201253038,0.5573580525092245,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STXBP5L,-0.0059916424268896,0.0059916424268896,0.33379262800625,0.0019999660717452,196.0,4634.0,301.0,0.9878117382336395,0.7104194012125757,0.9812488280517532,-0.9254060024190046,0.3547547577239185,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC01505,0.0082385478095245,0.0082385478095245,0.2411389641542253,0.0019866348849238,97.0,7160.0,302.0,0.993999624976561,0.552534533408338,0.9811863241452592,1.33400861920518,0.1822010317866316,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
IL10RB,0.0028363703239949,0.0028363703239949,0.7003756542952059,0.0019865247214914,854.0,298.0,303.0,0.946684167760485,0.9814363397712356,0.9811238202387648,0.4762717515573513,0.6338807875749104,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AL392023.2,0.005681055000198,0.005681055000198,0.3485398314530357,0.0019800739522444,226.0,4312.0,304.0,0.985936621038815,0.730545659103694,0.9810613163322708,0.9279397928514618,0.3534388013837752,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
XIST,0.0112328711932452,0.0112328711932452,0.1758635647719311,0.001975452770668,47.0,9412.0,305.0,0.9971248203012688,0.4117757359834989,0.9809988124257766,1.8094357162890609,0.0703833386051668,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MGAT5,-0.0056544119668005,0.0056544119668005,0.3492633452046407,0.0019748788386899,229.0,4287.0,306.0,0.9857491093193324,0.732108256766048,0.9809363085192824,-0.8718618529927803,0.3832837464917715,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FLI1,0.0035846686038462,0.0035846686038462,0.5496978564626523,0.0019704846476632,570.0,1119.0,307.0,0.9644352772048252,0.9301206325395336,0.9808738046127884,0.5950836610781313,0.5517875496977889,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AC109466.1,-0.0047378115306937,0.0047378115306937,0.4153727299926816,0.001967957709695,339.0,2922.0,308.0,0.9788736796049752,0.8174260891305707,0.9808113007062942,-0.7263275774054109,0.4676379772368539,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PIK3R3,0.0031736265262616,0.0031736265262616,0.6188660989574237,0.0019640498678553,708.0,647.0,309.0,0.9558097381086318,0.9596224764047752,0.9807487967998,0.5298199882270871,0.5962367452852835,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CBLB,-0.0046183936962848,0.0046183936962848,0.4245603176091672,0.0019607866945388,350.0,2754.0,310.0,0.9781861366335396,0.8279267454215888,0.9806862928933058,-0.7073668750772288,0.4793385164955985,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
LINC00461,-0.0057591413796731,0.0057591413796731,0.3396263768019785,0.0019559563202687,215.0,4501.0,311.0,0.9866241640102508,0.7187324207762985,0.9806237889868116,-0.8884903845041128,0.3742770258430146,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
CDH4,-0.0069477945271552,0.0069477945271552,0.2812851217847289,0.0019543112297061,146.0,6032.0,312.0,0.9909369335583474,0.6230389399337459,0.9805612850803176,-1.077220138417599,0.2813819304860383,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
STARD4,-0.0035627347860068,0.0035627347860068,0.5477618492405683,0.0019515301947368,576.0,1131.0,313.0,0.9640602537658604,0.929370585661604,0.9804987811738234,-0.5397534322698073,0.5893670857343181,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MYH11,0.0038025042589129,0.0038025042589129,0.5106118526139304,0.0019416037442159,510.0,1497.0,314.0,0.9681855115944746,0.9064941558847428,0.9804362772673292,0.6296707646931925,0.5289100140208349,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
SS18L1,-0.0029760628019369,0.0029760628019369,0.6522038808938374,0.001940999709207,793.0,485.0,315.0,0.9504969060566284,0.9697481092568284,0.9803737733608352,-0.4466039214844222,0.6551610636974623,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MEF2C-AS1,-0.0035338252186747,0.0035338252186747,0.5483568300425455,0.0019377971948369,582.0,1127.0,316.0,0.9636852303268956,0.9296206012875804,0.9803112694543408,-0.5351632828726571,0.5925369534340903,0.9999999507392006,True,True,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
FAR2,0.0038946946005386,0.0038946946005386,0.49750846092334,0.0019376435164804,494.0,1656.0,317.0,0.9691855740983812,0.896556034752172,0.9802487655478468,0.6443083909217232,0.5193754755551825,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
C3orf70,0.0038867326622699,0.0038867326622699,0.4981978478547564,0.0019363618475296,496.0,1645.0,318.0,0.9690605662853928,0.8972435777236077,0.9801862616413526,0.643044225127604,0.5201954037309862,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RNF149,-0.0037476541908646,0.0037476541908646,0.5161328024942744,0.0019342872603103,522.0,1435.0,319.0,0.9674354647165448,0.9103693980873804,0.9801237577348584,-0.5691142208619705,0.5692786281880124,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
KCNH1,-0.0055048599885521,0.0055048599885521,0.3512590391665517,0.0019336318303252,248.0,4251.0,320.0,0.9845615350959436,0.7343583973998375,0.9800612538283644,-0.8481165677412412,0.3963730556624503,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
UBC,-0.0056382347828899,0.0056382347828899,0.3427353520959675,0.0019324223835135,233.0,4440.0,321.0,0.985499093693356,0.7225451590724421,0.97999874992187,-0.8692933022385539,0.3846867253786752,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
NAV1,0.0043458472036485,0.0043458472036485,0.444376812988475,0.0019311937300922,400.0,2414.0,322.0,0.9750609413088318,0.8491780736296018,0.979936246015376,0.7159406580323807,0.4740279917767247,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AOX1,0.0040507244629585,0.0040507244629585,0.4758231418488898,0.0019274284407291,461.0,1945.0,323.0,0.9712482030126884,0.8784924057753609,0.9798737421088818,0.6690822095920815,0.503443037806816,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
PECAM1,0.0029686660263775,0.0029686660263775,0.647274156599574,0.0019215407984493,796.0,512.0,324.0,0.950309394337146,0.9680605037814864,0.9798112382023876,0.4972771520035484,0.6189936215009555,0.9999999507392006,True,False,True,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
RPL10,-0.0049980545215527,0.0049980545215527,0.3839799759933284,0.0019191528551991,312.0,3526.0,325.0,0.9805612850803176,0.7796737296081004,0.9797487342958936,-0.7676479539396271,0.4426963646246609,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
HIVEP3,0.0055061299275048,0.0055061299275048,0.3480952085885758,0.0019166574456306,247.0,4322.0,326.0,0.9846240390024376,0.7299206200387525,0.9796862303893994,0.9001658657032217,0.3680319884477605,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
AEBP1,-0.004951510213868,0.004951510213868,0.3868606272938988,0.0019155443473891,318.0,3457.0,327.0,0.9801862616413526,0.7839864991561972,0.9796237264829052,-0.7602578286082633,0.4471004842625279,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
MECOM,0.0041992595201877,0.0041992595201877,0.4555637648775257,0.0019130304767145,431.0,2241.0,328.0,0.973123320207513,0.8599912494530908,0.979561222576411,0.6926660320534713,0.4885191607114094,0.9999999507392006,True,True,False,True,True,False,True,True,caudate_oud_effect,"Cognitive control, executive function, goal-directed behavior",HIGH,"Cognitive control, executive function, goal-directed behavior",HIGH,OUD effects on goal-directed behavior circuits
