Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio,neg_log10_pvalue,neg_log10_padj,pathway_short,contrast_clean,database_clean
OUD_vs_Control_Female,GO_BP,negative regulation of execution phase of apoptosis,0.18290223411176632,0.41357743981988954,3/2058,0.7377809896767473,0.3834431595392499,negative regulation of execution phase of apopt...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of hydrogen peroxide-mediated programmed cell death,0.18290223411176632,0.41357743981988954,3/2058,0.7377809896767473,0.3834431595392499,regulation of hydrogen peroxide-mediated progra...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,protein localization to presynapse,0.18290223411176632,0.41357743981988954,3/2058,0.7377809896767473,0.3834431595392499,protein localization to presynapse,OUD vs Control Female,GO BP
OUD_vs_Control_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS,0.31549879019759863,0.4137149353199815,6/2407,0.5010023017495282,0.3832988005693847,DESCARTES_FETAL_CEREBELLUM_GRANULE_NEURONS,OUD vs Control Female,C8 CellType
OUD_vs_Control_Female,WikiPathways,WP_CHEMOKINE_SIGNALING,0.10797912331595513,0.4138702989658093,30/1231,0.9666602028935656,0.38313573923849403,WP_CHEMOKINE_SIGNALING,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,WikiPathways,WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY,0.10898746884045406,0.4138702989658093,8/1231,0.9626234334933033,0.38313573923849403,WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TO...,OUD vs Control Female,WikiPathways
OUD_Effect_Male_vs_Female,GO_BP,forebrain neuron development,0.09903158606406334,0.41398383299846686,7/1775,1.0042262653471314,0.38301661872608317,forebrain neuron development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of adaptive immune response,0.09996121713700712,0.41398383299846686,11/1775,1.000168464503693,0.38301661872608317,negative regulation of adaptive immune response,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,axonal transport,0.10040226878980137,0.41398383299846686,12/1775,0.9982564733288622,0.38301661872608317,axonal transport,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,cortisol metabolic process,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,cortisol metabolic process,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,G protein-coupled opioid receptor signaling pathway,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,G protein-coupled opioid receptor signaling pat...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of translational initiation in response to stress,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,regulation of translational initiation in respo...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,response to nitrosative stress,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,response to nitrosative stress,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of synapse assembly,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,negative regulation of synapse assembly,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,motor neuron migration,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,motor neuron migration,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.10483207340090324,0.41398383299846686,3/1775,0.9795058245090277,0.38301661872608317,positive regulation of endoplasmic reticulum st...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of receptor localization to synapse,0.10488220679508939,0.41398383299846686,6/1775,0.9792981833617627,0.38301661872608317,regulation of receptor localization to synapse,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_MF,cytokine receptor binding,0.049126878470110595,0.41791902956985544,32/1824,1.3086808301308954,0.3789078531946812,cytokine receptor binding,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,GO_BP,neuron maturation,0.10699307982405312,0.4191854480063144,9/1775,0.9706443110196311,0.3775938022653929,neuron maturation,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,0.14611784270626385,0.4214837949466652,27/2013,0.8352967483659631,0.37521911831215277,GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN,OUD Effect Male vs Female,C7 Immunologic
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of tumor necrosis factor superfamily cytokine production,0.10923302113413266,0.4218201783462554,11/1775,0.9616460545937761,0.37487264902795486,negative regulation of tumor necrosis factor su...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,motor neuron axon guidance,0.10958455015018645,0.4218201783462554,5/1775,0.9602506708287456,0.37487264902795486,motor neuron axon guidance,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of immune response to tumor cell,0.11126971523227344,0.4218201783462554,4/1775,0.9536230234212207,0.37487264902795486,positive regulation of immune response to tumor...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of glutamate secretion,0.11126971523227344,0.4218201783462554,4/1775,0.9536230234212207,0.37487264902795486,regulation of glutamate secretion,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_CC,neurotransmitter receptor complex,0.07533834589034927,0.42434162343367665,9/1867,1.1229839192877804,0.3722843664399322,neurotransmitter receptor complex,OUD Effect Male vs Female,GO CC
OUD_Effect_Male_vs_Female,DO,heroin dependence,0.1145602278027825,0.42943194351501335,8/920,0.9409661314416575,0.3671056534807692,heroin dependence,OUD Effect Male vs Female,DO
OUD_vs_Control_Female,GO_BP,central nervous system neuron axonogenesis,0.19542746750657114,0.43343769456232023,7/2058,0.7090143958466146,0.36307332229966083,central nervous system neuron axonogenesis,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of neurotransmitter secretion,0.19567562413886927,0.43343769456232023,4/2058,0.7084632722537821,0.36307332229966083,positive regulation of neurotransmitter secretion,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,GABAergic neuron differentiation,0.19567562413886927,0.43343769456232023,4/2058,0.7084632722537821,0.36307332229966083,GABAergic neuron differentiation,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,muscle hypertrophy in response to stress,0.19900654092834358,0.4366161037059733,5/2058,0.7011326490053593,0.359900250253848,muscle hypertrophy in response to stress,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,cardiac muscle hypertrophy in response to stress,0.19900654092834358,0.4366161037059733,5/2058,0.7011326490053593,0.359900250253848,cardiac muscle hypertrophy in response to stress,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,response to immobilization stress,0.19900654092834358,0.4366161037059733,5/2058,0.7011326490053593,0.359900250253848,response to immobilization stress,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of neurotransmitter transport,0.19900654092834358,0.4366161037059733,5/2058,0.7011326490053593,0.359900250253848,positive regulation of neurotransmitter transport,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,C8_CellType,FAN_EMBRYONIC_CTX_MICROGLIA_3,0.22968464928247953,0.43721697198441534,4/2057,0.6388680294226894,0.35930298785656345,FAN_EMBRYONIC_CTX_MICROGLIA_3,OUD Effect Male vs Female,C8 CellType
OUD_vs_Control_Female,KEGG,Inositol phosphate metabolism,0.19183942814254853,0.43754445867345243,14/1075,0.7170621288391891,0.358977811954642,Inositol phosphate metabolism,OUD vs Control Female,KEGG
OUD_vs_Control_Female,KEGG,Intestinal immune network for IgA production,0.19340480391573672,0.43754445867345243,9/1075,0.7135327428270339,0.358977811954642,Intestinal immune network for IgA production,OUD vs Control Female,KEGG
OUD_Effect_Male_vs_Female,DO,drug dependence,0.11911873452166762,0.4388025855851325,13/920,0.9240199290333824,0.35773082206804835,drug dependence,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,GO_BP,cellular response to osmotic stress,0.11897872680820037,0.4391883074385442,10/1775,0.9245306827730597,0.357349230676624,cellular response to osmotic stress,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,negative regulation of neuron differentiation,0.20047147181057404,0.43932785048095724,12/2058,0.6979474211323828,0.3572112644633192,negative regulation of neuron differentiation,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.11962468447805352,0.4398458761947799,42/1775,0.9221791947082745,0.3566994754318534,adaptive immune response based on somatic recom...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of axon regeneration,0.11972269994477527,0.4398458761947799,6/1775,0.9218234976629894,0.3566994754318534,regulation of axon regeneration,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,DO,glycogen metabolism disorder,0.12975431863197825,0.4413739037630207,5/920,0.8868781785521447,0.3551933480813805,glycogen metabolism disorder,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,morphine dependence,0.12975431863197825,0.4413739037630207,5/920,0.8868781785521447,0.3551933480813805,morphine dependence,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,autosomal dominant distal hereditary motor neuronopathy,0.13241217112890621,0.4413739037630207,3/920,0.878072093361718,0.3551933480813805,autosomal dominant distal hereditary motor neur...,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,DO,plasma protein metabolism disease,0.13241217112890621,0.4413739037630207,3/920,0.878072093361718,0.3551933480813805,plasma protein metabolism disease,OUD Effect Male vs Female,DO
OUD_vs_Control_Female,GO_MF,glutamate receptor binding,0.09806619825635904,0.4424414052485545,10/2121,1.0084806607179986,0.35414423697114844,glutamate receptor binding,OUD vs Control Female,GO MF
OUD_Effect_Male_vs_Female,GO_CC,neuron projection cytoplasm,0.08186075645164169,0.44341540074691627,15/1867,1.0869242464821502,0.3531892270013018,neuron projection cytoplasm,OUD Effect Male vs Female,GO CC
OUD_vs_Control_Female,DO,autoimmune thyroiditis,0.22948905369035075,0.44481211641216134,4/1094,0.6392380248772812,0.3518233913466972,autoimmune thyroiditis,OUD vs Control Female,DO
OUD_Effect_Male_vs_Female,DO,autoimmune disease of endocrine system,0.13392456257237578,0.44482086854396247,10/920,0.8731397634558585,0.35181484624414255,autoimmune disease of endocrine system,OUD Effect Male vs Female,DO
OUD_vs_Control_Female,Reactome,Activation of kainate receptors upon glutamate binding,0.058089968448222604,0.4465468612162474,8/1379,1.2358988594123328,0.3501329589484829,Activation of kainate receptors upon glutamate ...,OUD vs Control Female,Reactome
OUD_vs_Control_Female,WikiPathways,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,0.12410206147045981,0.44703430744735523,9/1231,0.9062210043368106,0.3496591458539005,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,OUD vs Control Female,WikiPathways
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of innate immune response,0.12229175981698824,0.447326237423352,15/1775,0.9126028053232962,0.3493756280200529,negative regulation of innate immune response,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,neuron projection organization,0.12229175981698824,0.447326237423352,15/1775,0.9126028053232962,0.3493756280200529,neuron projection organization,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP,0.16630608265132288,0.44905007094922234,27/2013,0.7790918661527307,0.34770523065692854,GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP,OUD Effect Male vs Female,C7 Immunologic
OUD_vs_Control_Female,DO,newborn respiratory distress syndrome,0.23797990165338292,0.4492526399949634,3/1094,0.623459719286359,0.3475093621168715,newborn respiratory distress syndrome,OUD vs Control Female,DO
OUD_vs_Control_Female,WikiPathways,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.12831881289728322,0.45249265600620925,12/1231,0.8917096667854735,0.34438846503747594,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTC...,OUD vs Control Female,WikiPathways
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP,0.16928430575808745,0.4534101911233656,25/2013,0.77138330319408,0.34350872263274457,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_...,OUD Effect Male vs Female,C7 Immunologic
OUD_vs_Control_Female,Reactome,Acetylcholine Neurotransmitter Release Cycle,0.0611674856775852,0.45416858115607006,5/1379,1.2134793710436869,0.3427829130544368,Acetylcholine Neurotransmitter Release Cycle,OUD vs Control Female,Reactome
OUD_Effect_Male_vs_Female,GO_BP,immune response-activating signaling pathway,0.12592971303475498,0.45419177253719356,66/1775,0.8998717862976555,0.3427607370781056,immune response-activating signaling pathway,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,muscle hypertrophy in response to stress,0.12711564401467587,0.45419177253719356,5/1775,0.8958009979026499,0.3427607370781056,muscle hypertrophy in response to stress,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of dopamine secretion,0.12711564401467587,0.45419177253719356,5/1775,0.8958009979026499,0.3427607370781056,regulation of dopamine secretion,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,cardiac muscle hypertrophy in response to stress,0.12711564401467587,0.45419177253719356,5/1775,0.8958009979026499,0.3427607370781056,cardiac muscle hypertrophy in response to stress,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,anterograde axonal transport,0.12976178362624674,0.45419177253719356,9/1775,0.8868531935451187,0.3427607370781056,anterograde axonal transport,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of cytokine-mediated signaling pathway,0.13063275555584675,0.45419177253719356,24/1775,0.8839479120845997,0.3427607370781056,regulation of cytokine-mediated signaling pathway,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of macrophage cytokine production,0.1319939268221677,0.45419177253719356,3/1775,0.8794460506751911,0.3427607370781056,negative regulation of macrophage cytokine prod...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,"CD4-positive, alpha-beta T cell cytokine production",0.13256927375270913,0.45419177253719356,4/1775,0.8775571228841818,0.3427607370781056,"CD4-positive, alpha-beta T cell cytokine produc...",OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,C7_Immunologic,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_DN,0.23451858882268176,0.45430400188632425,28/2332,0.6298227277755151,0.3426534375426424,GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_...,OUD vs Control Female,C7 Immunologic
OUD_vs_Control_Female,KEGG,Platinum drug resistance,0.2053891296936504,0.4552108413943345,13/1075,0.687422545349209,0.3417874032437683,Platinum drug resistance,OUD vs Control Female,KEGG
OUD_vs_Control_Female,C7_Immunologic,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,0.2360227894877876,0.4554071407463371,29/2332,0.6270460611360354,0.3416001639658967,GSE29949_MICROGLIA_VS_DC_BRAIN_UP,OUD vs Control Female,C7 Immunologic
OUD_vs_Control_Female,GO_BP,cellular response to oxidative stress,0.2102249275345384,0.4568761448910297,36/2058,0.6773157885512153,0.34020151739331234,cellular response to oxidative stress,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_CC,immunological synapse,0.11075822689404692,0.4572326802549117,10/2168,0.9556240054029439,0.3398627363975933,immunological synapse,OUD vs Control Female,GO CC
OUD_Effect_Male_vs_Female,GO_MF,chemokine receptor binding,0.06093492122301818,0.45834809234017043,8/1824,1.2151337459901863,0.3388045718580468,chemokine receptor binding,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP,0.1733622877096946,0.4592827981085547,27/2013,0.7610453706479691,0.3379198202612276,GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP,OUD Effect Male vs Female,C7 Immunologic
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of cytokine production involved in immune response,0.1355384577994624,0.4599233860893891,6/1775,0.8679374602113681,0.3373145069483497,negative regulation of cytokine production invo...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of type 2 immune response,0.1355384577994624,0.4599233860893891,6/1775,0.8679374602113681,0.3373145069483497,regulation of type 2 immune response,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,response to arsenic-containing substance,0.1355384577994624,0.4599233860893891,6/1775,0.8679374602113681,0.3373145069483497,response to arsenic-containing substance,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of axonogenesis,0.13800595998613455,0.4671793886948633,12/1775,0.8601021575610969,0.3305163259417698,positive regulation of axonogenesis,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,C2_Curated,SA_MMP_CYTOKINE_CONNECTION,0.02764177385508088,0.46991015553637494,6/62,1.5584340904311913,0.3279851690529174,SA_MMP_CYTOKINE_CONNECTION,OUD vs Control Female,C2 Curated
OUD_vs_Control_Female,GO_BP,stress response to copper ion,0.2204784628553016,0.4699267346940786,3/2058,0.6566338276016931,0.3279698467416081,stress response to copper ion,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,immune response to tumor cell,0.22112758802957425,0.4699267346940786,6/2058,0.6553570711635738,0.3279698467416081,immune response to tumor cell,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of T-helper 17 type immune response,0.13986149376460455,0.4702475092198822,7/1775,0.8543018376697775,0.32767349611766994,regulation of T-helper 17 type immune response,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,programmed cell death involved in cell development,0.22503319058369137,0.4710320730867967,5/2058,0.6477534222251459,0.3269495202800706,programmed cell death involved in cell development,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,neutrophil activation involved in immune response,0.22614775925167727,0.4710320730867967,4/2058,0.6456077110330438,0.3269495202800706,neutrophil activation involved in immune response,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,axonal transport of mitochondrion,0.22614775925167727,0.4710320730867967,4/2058,0.6456077110330438,0.3269495202800706,axonal transport of mitochondrion,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of stress fiber assembly,0.1420303671135503,0.4728430182636579,9/1775,0.8476187904065754,0.3252830191305017,positive regulation of stress fiber assembly,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,WikiPathways,WP_DISORDERS_OF_GALACTOSE_METABOLISM,0.14044660206119067,0.47766103239085156,4/1231,0.8524887635747282,0.32088018703549476,WP_DISORDERS_OF_GALACTOSE_METABOLISM,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,WikiPathways,WP_GANGLIO_SERIES_SPHINGOLIPID_METABOLISM,0.14044660206119067,0.47766103239085156,4/1231,0.8524887635747282,0.32088018703549476,WP_GANGLIO_SERIES_SPHINGOLIPID_METABOLISM,OUD vs Control Female,WikiPathways
OUD_vs_Control_Female,C7_Immunologic,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_UP,0.2561482868140914,0.4790612105022086,30/2332,0.5915085444516053,0.3196089924623296,GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_N...,OUD vs Control Female,C7 Immunologic
OUD_Effect_Male_vs_Female,GO_BP,programmed cell death involved in cell development,0.1458323140548749,0.4802146443674738,5/1775,0.8361462328028642,0.31856460006614523,programmed cell death involved in cell development,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,KEGG,Thiamine metabolism,0.22517440901207658,0.4845525257221901,3/1075,0.6474809684226899,0.3146591383348574,Thiamine metabolism,OUD vs Control Female,KEGG
OUD_vs_Control_Female,DO,autoimmune disease of the nervous system,0.26211732187836634,0.4860521992311439,6/1094,0.5815042779942033,0.3133170874852453,autoimmune disease of the nervous system,OUD vs Control Female,DO
OUD_vs_Control_Female,GO_BP,regulation of postsynapse organization,0.2346218113986157,0.486569801232648,23/2058,0.6296316165608842,0.3128548488885675,regulation of postsynapse organization,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,mitochondrial outer membrane permeabilization involved in programmed cell death,0.237206226428998,0.49069214716196247,7/2058,0.6248739153572461,0.30919089223615503,mitochondrial outer membrane permeabilization i...,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of cytokine production involved in immune response,0.15439255971195778,0.4944443505614853,18/1775,0.8113736324581713,0.3058825809203472,regulation of cytokine production involved in i...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,0.15537937667812043,0.4944443505614853,4/1775,0.8086066251056558,0.3058825809203472,regulation of neurotransmitter receptor localiz...,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,programmed necrotic cell death,0.24017540764791043,0.4962992899601652,9/2058,0.6194714635009212,0.304256346133732,programmed necrotic cell death,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_MF,glutamate receptor activity,0.07556379818845511,0.4966198287358895,6/1824,1.1216862205380547,0.3039759441880996,glutamate receptor activity,OUD Effect Male vs Female,GO MF
OUD_Effect_Male_vs_Female,DO,newborn respiratory distress syndrome,0.16520906590033146,0.4972311692145898,3/920,0.7819661243131186,0.3034416551840181,newborn respiratory distress syndrome,OUD Effect Male vs Female,DO
OUD_Effect_Male_vs_Female,GO_BP,peripheral nervous system neuron development,0.16127154651463996,0.5011158016221188,3/1775,0.7924422493607075,0.30006190248783243,peripheral nervous system neuron development,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,interneuron migration,0.16127154651463996,0.5011158016221188,3/1775,0.7924422493607075,0.30006190248783243,interneuron migration,OUD Effect Male vs Female,GO BP
OUD_vs_Control_Female,GO_BP,"complement activation, classical pathway",0.24483818842217955,0.5035846555007101,6/2058,0.611120842541424,0.2979275115524524,"complement activation, classical pathway",OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,cytokine production involved in immune response,0.16299730585642233,0.5039954822150924,18/1775,0.7878195738865879,0.29757335652639855,cytokine production involved in immune response,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,cellular response to chemical stress,0.1633141625278381,0.504425734858834,41/1775,0.7869761518157573,0.2972027646404368,cellular response to chemical stress,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,vesicle-mediated transport in synapse,0.1636002170633836,0.5050344928052358,35/1775,0.78621612444607,0.2966789594587346,vesicle-mediated transport in synapse,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_CC,axonal growth cone,0.10276808424005082,0.5051330686057732,6/1867,0.9881417393341952,0.29659419940902826,axonal growth cone,OUD Effect Male vs Female,GO CC
OUD_vs_Control_Female,KEGG,Porphyrin metabolism,0.24159028756556075,0.5070413442733991,6/1075,0.6169205292457279,0.29495662674610373,Porphyrin metabolism,OUD vs Control Female,KEGG
OUD_Effect_Male_vs_Female,Reactome,Response of endothelial cells to shear stress,0.023190003551941004,0.5074237398855613,18/1194,1.6346991848424672,0.29462921811524034,Response of endothelial cells to shear stress,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Bile acid and bile salt metabolism,0.025294745018457503,0.5074237398855613,10/1194,1.5969696941022227,0.29462921811524034,Bile acid and bile salt metabolism,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,Reactome,Glycosaminoglycan metabolism,0.02549175611101937,0.5074237398855613,23/1194,1.5936002452268951,0.29462921811524034,Glycosaminoglycan metabolism,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,GO_BP,regulation of immune response to tumor cell,0.16564080025042366,0.5074704927262035,5/1775,0.7808326799838131,0.29458920507729786,regulation of immune response to tumor cell,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,GO_BP,regulation of postsynaptic neurotransmitter receptor internalization,0.16564080025042366,0.5074704927262035,5/1775,0.7808326799838131,0.29458920507729786,regulation of postsynaptic neurotransmitter rec...,OUD Effect Male vs Female,GO BP
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_DN,0.20967205226042424,0.5078489607602589,26/2013,0.6784594539312533,0.294265431932175,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H...,OUD Effect Male vs Female,C7 Immunologic
OUD_Effect_Male_vs_Female,Reactome,Protein-protein interactions at synapses,0.027005772237317833,0.5082515789161303,17/1194,1.568543399437752,0.29392126352416353,Protein-protein interactions at synapses,OUD Effect Male vs Female,Reactome
OUD_Effect_Male_vs_Female,WikiPathways,WP_RETINOL_METABOLISM,0.120149217048326,0.5083813746357294,4/1002,0.9202790549283252,0.29381036889910556,WP_RETINOL_METABOLISM,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,GO_CC,axon cytoplasm,0.10611027073414876,0.5104136380569637,11/1867,0.9742425773872062,0.2920777299496032,axon cytoplasm,OUD Effect Male vs Female,GO CC
OUD_vs_Control_Female,GO_BP,intrinsic apoptotic signaling pathway in response to oxidative stress,0.24878220071226292,0.5109665107029959,10/2058,0.6041806947568144,0.29160756306196656,intrinsic apoptotic signaling pathway in respon...,OUD vs Control Female,GO BP
OUD_Effect_Male_vs_Female,WikiPathways,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,0.12727543926142368,0.511036763400864,5/1002,0.8952553954221644,0.29154785609263667,WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,OUD Effect Male vs Female,WikiPathways
OUD_Effect_Male_vs_Female,WikiPathways,WP_VITAMIN_D_METABOLISM,0.13058989670361815,0.511036763400864,3/1002,0.8840904216489855,0.29154785609263667,WP_VITAMIN_D_METABOLISM,OUD Effect Male vs Female,WikiPathways
OUD_vs_Control_Female,GO_BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,0.2519885574781246,0.5127002233876052,5/2058,0.598619179603122,0.2901364933339656,immune response-regulating cell surface recepto...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,positive regulation of macrophage cytokine production,0.2519885574781246,0.5127002233876052,5/2058,0.598619179603122,0.2901364933339656,positive regulation of macrophage cytokine prod...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_BP,regulation of postsynaptic neurotransmitter receptor internalization,0.2519885574781246,0.5127002233876052,5/2058,0.598619179603122,0.2901364933339656,regulation of postsynaptic neurotransmitter rec...,OUD vs Control Female,GO BP
OUD_vs_Control_Female,GO_MF,C-C chemokine binding,0.1258089420876075,0.5132338299732864,5/2121,0.9002884895641349,0.2896847246928788,C-C chemokine binding,OUD vs Control Female,GO MF
OUD_vs_Control_Female,GO_BP,behavioral response to pain,0.25770680631097226,0.5133495800234389,4/2058,0.5888741111182368,0.289586788942535,behavioral response to pain,OUD vs Control Female,GO BP
