Contrast,Database,Pathway,pvalue,p.adjust,GeneRatio
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBELLUM_PURKINJE_NEURONS,0.34147409277263013,0.5820581126806196,9/2057
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of innate immune response,0.21635965574572974,0.5832865449802334,48/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.21681139753539386,0.5832865449802334,17/1775
OUD_Effect_Male_vs_Female,GO_BP,axon regeneration,0.21705327587625237,0.5832865449802334,8/1775
OUD_Effect_Male_vs_Female,WikiPathways,WP_OXIDATIVE_STRESS_RESPONSE,0.166407743738029,0.5837204275162986,6/1002
OUD_Effect_Male_vs_Female,GO_BP,regulation of postsynapse assembly,0.22243944074530456,0.5869073934771001,7/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of response to endoplasmic reticulum stress,0.22428678996060963,0.5869073934771001,13/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of T cell mediated immune response to tumor cell,0.2245486804002574,0.5869073934771001,3/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of immunoglobulin mediated immune response,0.2245486804002574,0.5869073934771001,3/1775
OUD_Effect_Male_vs_Female,GO_BP,"complement activation, alternative pathway",0.2245486804002574,0.5869073934771001,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of response to osmotic stress,0.2245486804002574,0.5869073934771001,3/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of synapse organization,0.2245486804002574,0.5869073934771001,3/1775
OUD_vs_Control_Female,Reactome,Serotonin Neurotransmitter Release Cycle,0.09494523365156948,0.5873855679437076,5/1379
OUD_vs_Control_Female,Reactome,Norepinephrine Neurotransmitter Release Cycle,0.09494523365156948,0.5873855679437076,5/1379
OUD_vs_Control_Female,Reactome,Programmed Cell Death,0.0951827616701417,0.5873855679437076,33/1379
OUD_Effect_Male_vs_Female,GO_BP,intrinsic apoptotic signaling pathway in response to oxidative stress,0.22665535529901043,0.5878825826361538,9/1775
OUD_Effect_Male_vs_Female,GO_BP,detection of stimulus involved in sensory perception of pain,0.23055686884064955,0.5878825826361538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of protein localization to synapse,0.23055686884064955,0.5878825826361538,5/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,0.2310315381119005,0.5878825826361538,4/1775
OUD_vs_Control_Female,KEGG,Purine metabolism,0.29477350761601706,0.5887173269288634,21/1075
OUD_vs_Control_Female,KEGG,Metabolism of xenobiotics by cytochrome P450,0.29677139269310415,0.5887173269288634,9/1075
OUD_vs_Control_Female,GO_BP,immune system development,0.3150462891263524,0.5888061175911782,28/2058
OUD_vs_Control_Female,WikiPathways,WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.19865622008536699,0.5889365816690083,6/1231
OUD_vs_Control_Female,C8_CellType,ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON,0.4885064281864827,0.5912260784151011,2/2407
OUD_vs_Control_Female,GO_BP,innate immune response activating cell surface receptor signaling pathway,0.31662884091758814,0.5912527528908709,14/2058
OUD_Effect_Male_vs_Female,DO,adult respiratory distress syndrome,0.2421803195737796,0.5927044663253027,7/920
OUD_vs_Control_Female,GO_BP,forebrain neuron development,0.3195817226715916,0.5940690918373758,6/2058
OUD_vs_Control_Female,GO_BP,neurotransmitter receptor localization to postsynaptic specialization membrane,0.3195817226715916,0.5940690918373758,6/2058
OUD_vs_Control_Female,GO_BP,regulation of dendrite morphogenesis,0.3221291143006693,0.5952233133683641,10/2058
OUD_Effect_Male_vs_Female,GO_CC,astrocyte end-foot,0.130352610830398,0.5959735836529122,3/1867
OUD_Effect_Male_vs_Female,WikiPathways,WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS,0.1750251979400336,0.598444742451529,11/1002
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN,0.28758774891645605,0.5991390448487516,26/2013
OUD_Effect_Male_vs_Female,C8_CellType,LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES,0.3568636616353461,0.6014556094977743,2/2057
OUD_vs_Control_Female,GO_CC,inhibitory synapse,0.1648617025548301,0.6032439570756283,4/2168
OUD_vs_Control_Female,Reactome,Nicotinate metabolism,0.09967815039078332,0.6041716462461765,7/1379
OUD_Effect_Male_vs_Female,GO_MF,complement binding,0.1753754111184664,0.6054392704061664,4/1824
OUD_vs_Control_Female,DO,mineral metabolism disease,0.37984467408542144,0.606463869471978,5/1094
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN,0.296844798485547,0.6076199746045816,26/2013
OUD_Effect_Male_vs_Female,WikiPathways,WP_APOPTOSIS,0.18418740570104064,0.6092977427018667,14/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,0.18809930313839013,0.6092977427018667,8/1002
OUD_Effect_Male_vs_Female,GO_MF,structural constituent of synapse,0.18155769342219819,0.6096568448521354,5/1824
OUD_vs_Control_Female,GO_BP,B cell activation involved in immune response,0.332320065632877,0.6102604841621924,14/2058
OUD_vs_Control_Female,GO_BP,neuron maturation,0.3335339611174411,0.6105479298320502,8/2058
OUD_vs_Control_Female,GO_BP,regulation of postsynaptic membrane neurotransmitter receptor levels,0.3363430197767618,0.6105479298320502,18/2058
OUD_vs_Control_Female,GO_BP,immunoglobulin production involved in immunoglobulin-mediated immune response,0.3378874006255429,0.6105479298320502,9/2058
OUD_vs_Control_Female,GO_BP,dendritic cell cytokine production,0.33905189016381176,0.6105479298320502,3/2058
OUD_vs_Control_Female,GO_BP,regulation of dendritic cell cytokine production,0.33905189016381176,0.6105479298320502,3/2058
OUD_vs_Control_Female,GO_BP,neuron remodeling,0.33905189016381176,0.6105479298320502,3/2058
OUD_vs_Control_Female,GO_BP,response to morphine,0.33905189016381176,0.6105479298320502,3/2058
OUD_vs_Control_Female,GO_BP,regulation of short-term neuronal synaptic plasticity,0.33905189016381176,0.6105479298320502,3/2058
OUD_vs_Control_Female,GO_BP,programmed cell death in response to reactive oxygen species,0.33905189016381176,0.6105479298320502,3/2058
OUD_Effect_Male_vs_Female,WikiPathways,WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,0.19780340206742356,0.6132094900790661,7/1002
OUD_vs_Control_Female,KEGG,Arginine and proline metabolism,0.31899765309091094,0.6162454661983507,9/1075
OUD_Effect_Male_vs_Female,GO_BP,neuron projection arborization,0.24752201915622732,0.6191361031422475,6/1775
OUD_vs_Control_Female,KEGG,beta-Alanine metabolism,0.32492864627818097,0.6206502232279861,6/1075
OUD_Effect_Male_vs_Female,GO_MF,cytokine activity,0.19242186995688892,0.6206994177874449,24/1824
OUD_Effect_Male_vs_Female,GO_BP,regulation of dendrite development,0.25291999464686615,0.623575208271541,14/1775
OUD_Effect_Male_vs_Female,GO_BP,dendritic cell cytokine production,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,T cell mediated immune response to tumor cell,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of dendritic cell cytokine production,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,neuron remodeling,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of short-term neuronal synaptic plasticity,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of astrocyte differentiation,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of T-helper 17 type immune response,0.2577740466990393,0.623575208271541,3/1775
OUD_Effect_Male_vs_Female,GO_BP,retinal ganglion cell axon guidance,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of chemokine production,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of stress-activated MAPK cascade,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of stress-activated protein kinase signaling cascade,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of cytokine production involved in inflammatory response,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of cellular response to oxidative stress,0.25801975765894836,0.623575208271541,4/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of cytokine production,0.258253020165001,0.6238733597773237,36/1775
OUD_vs_Control_Female,GO_BP,regulation of stress fiber assembly,0.3481793047099462,0.6242504693912053,14/2058
OUD_Effect_Male_vs_Female,GO_BP,L-glutamate import,0.2594375135194149,0.6254041461782244,7/1775
OUD_vs_Control_Female,Reactome,Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF),0.10743311419502075,0.6256399003121796,6/1379
OUD_Effect_Male_vs_Female,C7_Immunologic,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_DN,0.31709066256235907,0.6277382435027307,24/2013
OUD_Effect_Male_vs_Female,GO_MF,C-C chemokine binding,0.20022931864501542,0.6277597770783774,4/1824
OUD_Effect_Male_vs_Female,WikiPathways,WP_IMMUNE_INFILTRATION_IN_PANCREATIC_CANCER,0.2078347972448786,0.6281435613159947,6/1002
OUD_vs_Control_Female,GO_BP,positive regulation of stress-activated MAPK cascade,0.3559564607817236,0.6315073481418745,4/2058
OUD_vs_Control_Female,GO_BP,positive regulation of stress-activated protein kinase signaling cascade,0.3559564607817236,0.6315073481418745,4/2058
OUD_vs_Control_Female,GO_BP,regulation of cellular response to oxidative stress,0.3559564607817236,0.6315073481418745,4/2058
OUD_vs_Control_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP,0.3814207580420756,0.6329298137537439,28/2332
OUD_vs_Control_Female,KEGG,Dopaminergic synapse,0.336566337870687,0.6345673275409214,21/1075
OUD_Effect_Male_vs_Female,Reactome,Cellular response to heat stress,0.05602290140529988,0.6345816680954288,16/1194
OUD_Effect_Male_vs_Female,Reactome,Regulation of MITF-M-dependent genes involved in apoptosis,0.05727069524011435,0.6345816680954288,5/1194
OUD_Effect_Male_vs_Female,Reactome,SARS-CoV-2 activates/modulates innate and adaptive immune responses,0.058643394674165086,0.6345816680954288,19/1194
OUD_Effect_Male_vs_Female,Reactome,Metabolism of steroids,0.05916955654012331,0.6345816680954288,24/1194
OUD_Effect_Male_vs_Female,GO_BP,mitochondrial outer membrane permeabilization involved in programmed cell death,0.2683595401997677,0.6398475891281317,6/1775
OUD_vs_Control_Female,DO,morphine dependence,0.41680544857111756,0.6409691438391957,4/1094
OUD_vs_Control_Female,GO_CC,paranode region of axon,0.1813448244700778,0.6416816865864291,3/2168
OUD_vs_Control_Female,GO_CC,juxtaparanode region of axon,0.1813448244700778,0.6416816865864291,3/2168
OUD_Effect_Male_vs_Female,DO,substance dependence,0.2770650789954222,0.6425698839544705,18/920
OUD_Effect_Male_vs_Female,KEGG,beta-Alanine metabolism,0.1840548922031685,0.6432433861533415,6/889
OUD_Effect_Male_vs_Female,KEGG,Starch and sucrose metabolism,0.1840548922031685,0.6432433861533415,6/889
OUD_vs_Control_Female,KEGG,"Glycine, serine and threonine metabolism",0.34982442682765874,0.6447493422589051,7/1075
OUD_Effect_Male_vs_Female,WikiPathways,WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION,0.21727043121530112,0.649859931773171,7/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN,0.2178998589549628,0.649859931773171,5/1002
OUD_Effect_Male_vs_Female,GO_CC,dendrite cytoplasm,0.1629257666444492,0.6507156376890425,5/1867
OUD_Effect_Male_vs_Female,GO_CC,parallel fiber to Purkinje cell synapse,0.1629257666444492,0.6507156376890425,5/1867
OUD_Effect_Male_vs_Female,WikiPathways,WP_DISORDERS_OF_FRUCTOSE_METABOLISM,0.2335560105238163,0.6560888760357827,3/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_DISORDERS_OF_GALACTOSE_METABOLISM,0.2335560105238163,0.6560888760357827,3/1002
OUD_Effect_Male_vs_Female,GO_BP,immune response to tumor cell,0.27726909327285537,0.6561303220133389,5/1775
OUD_vs_Control_Female,GO_BP,positive regulation of neuron projection development,0.3742551632946593,0.6564859765653119,23/2058
OUD_vs_Control_Female,GO_BP,anterograde axonal transport,0.3772469767191112,0.656541681616699,8/2058
OUD_vs_Control_Female,GO_BP,cellular response to dopamine,0.3772469767191112,0.656541681616699,8/2058
OUD_vs_Control_Female,GO_BP,cellular response to arsenic-containing substance,0.3788486132240184,0.656541681616699,3/2058
OUD_Effect_Male_vs_Female,GO_MF,L-glutamate transmembrane transporter activity,0.22045380979879167,0.6574322898677863,3/1824
OUD_vs_Control_Female,KEGG,Carbon metabolism,0.36702139442534953,0.6602501275376658,18/1075
OUD_Effect_Male_vs_Female,GO_MF,chemokine receptor activity,0.22604758045658904,0.6602870621579342,4/1824
OUD_vs_Control_Female,C7_Immunologic,GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP,0.40711364435852043,0.6604920663718653,26/2332
OUD_vs_Control_Female,Reactome,Regulation of Complement cascade,0.12260860758417066,0.6620864809545216,9/1379
OUD_Effect_Male_vs_Female,Reactome,Activation of kainate receptors upon glutamate binding,0.07263967084671344,0.6624767322865872,7/1194
OUD_Effect_Male_vs_Female,Reactome,Neurotransmitter release cycle,0.07331594843285726,0.662542282463796,10/1194
OUD_Effect_Male_vs_Female,KEGG,Butanoate metabolism,0.19572942351629602,0.6635227457202435,5/889
OUD_vs_Control_Female,GO_MF,C-C chemokine receptor activity,0.222766931744237,0.6645250845251816,4/2121
OUD_Effect_Male_vs_Female,KEGG,"Alanine, aspartate and glutamate metabolism",0.20425853973083935,0.6658042785457167,6/889
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of adaptive immune response,0.282846966976019,0.6660637659306382,17/1775
OUD_Effect_Male_vs_Female,GO_BP,production of molecular mediator of immune response,0.2849627073986145,0.6660637659306382,28/1775
OUD_Effect_Male_vs_Female,GO_BP,retrograde axonal transport,0.2855785184261635,0.6660637659306382,4/1775
OUD_Effect_Male_vs_Female,GO_BP,response to immobilization stress,0.2855785184261635,0.6660637659306382,4/1775
OUD_Effect_Male_vs_Female,C8_CellType,DESCARTES_FETAL_CEREBRUM_INHIBITORY_NEURONS,0.4151997628917993,0.6668090410467868,5/2057
OUD_Effect_Male_vs_Female,GO_BP,cellular response to arsenic-containing substance,0.2915827385759854,0.6677350572391566,3/1775
OUD_Effect_Male_vs_Female,GO_BP,synapse pruning,0.2915827385759854,0.6677350572391566,3/1775
OUD_Effect_Male_vs_Female,DO,autoimmune thrombocytopenic purpura,0.2915184621699697,0.6677639650691424,4/920
OUD_vs_Control_Female,DO,cocaine dependence,0.4456862020853265,0.6685293031279897,5/1094
OUD_vs_Control_Female,WikiPathways,WP_POSTCOVID_NEUROINFLAMMATION,0.23561588653933102,0.6717559318355395,5/1231
OUD_Effect_Male_vs_Female,WikiPathways,WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE,0.24313182830039407,0.6718377459565991,5/1002
OUD_vs_Control_Female,Reactome,Neurotransmitter receptors and postsynaptic signal transmission,0.12707196679480895,0.673935252465326,34/1379
OUD_vs_Control_Female,GO_BP,response to arsenic-containing substance,0.39421612582011156,0.67665540737817,5/2058
OUD_Effect_Male_vs_Female,KEGG,Cholinergic synapse,0.20980931644528553,0.6773843645233504,17/889
OUD_vs_Control_Female,GO_BP,execution phase of apoptosis,0.3981275849572858,0.6780755936161469,12/2058
OUD_vs_Control_Female,GO_BP,positive regulation of dendritic cell cytokine production,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,ventral spinal cord interneuron differentiation,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,olfactory bulb interneuron differentiation,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,cortisol metabolic process,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,regulation of translation in response to endoplasmic reticulum stress,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,regulation of translational initiation in response to stress,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,negative regulation of axon extension involved in axon guidance,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,response to nitrosative stress,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,AMPA glutamate receptor clustering,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,glutamate receptor clustering,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,regulation of axon guidance,0.4072929308189397,0.6780755936161469,2/2058
OUD_vs_Control_Female,GO_BP,negative regulation of response to oxidative stress,0.4072929308189397,0.6780755936161469,2/2058
OUD_Effect_Male_vs_Female,DO,autoimmune disease of the nervous system,0.3001335069141605,0.678639758714611,5/920
OUD_Effect_Male_vs_Female,DO,cocaine dependence,0.3001335069141605,0.678639758714611,5/920
OUD_vs_Control_Female,DO,plasma protein metabolism disease,0.47590758529917054,0.6793564610353576,2/1094
OUD_vs_Control_Female,WikiPathways,WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,0.23972060202727696,0.6803129283700952,9/1231
OUD_vs_Control_Female,WikiPathways,WP_NAD_METABOLISM,0.24470957572715366,0.6803129283700952,4/1231
OUD_vs_Control_Female,WikiPathways,WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS,0.24470957572715366,0.6803129283700952,4/1231
OUD_vs_Control_Female,DO,autoimmune disease of gastrointestinal tract,0.4779860639218473,0.6811843755134344,5/1094
OUD_Effect_Male_vs_Female,GO_BP,response to fluid shear stress,0.3013059997334782,0.6822952375296992,5/1775
OUD_vs_Control_Female,WikiPathways,WP_NAD_METABOLISM_SIRTUINS_AND_AGING,0.25101312824323624,0.6831992303201732,3/1231
OUD_Effect_Male_vs_Female,DO,substance abuse,0.31060242696408863,0.6836336344480443,38/920
OUD_Effect_Male_vs_Female,DO,glucose intolerance,0.31167813011394707,0.6836336344480443,3/920
OUD_Effect_Male_vs_Female,GO_BP,innate immune response-activating signaling pathway,0.30419648719542486,0.6863765730558136,36/1775
OUD_vs_Control_Female,Reactome,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.13179039481574145,0.6866973203557054,7/1379
OUD_vs_Control_Female,GO_BP,antifungal innate immune response,0.4180999680279789,0.6878194488592514,3/2058
OUD_vs_Control_Female,GO_BP,negative regulation of programmed necrotic cell death,0.4180999680279789,0.6878194488592514,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of dendrite development,0.4180999680279789,0.6878194488592514,3/2058
OUD_vs_Control_Female,GO_BP,somatic recombination of immunoglobulin genes involved in immune response,0.42127160678931985,0.6878194488592514,8/2058
OUD_vs_Control_Female,GO_BP,somatic diversification of immunoglobulins involved in immune response,0.42127160678931985,0.6878194488592514,8/2058
OUD_vs_Control_Female,GO_BP,antiviral innate immune response,0.42127160678931985,0.6878194488592514,8/2058
OUD_vs_Control_Female,GO_BP,response to dopamine,0.42127160678931985,0.6878194488592514,8/2058
OUD_Effect_Male_vs_Female,WikiPathways,WP_GLYCOSPHINGOLIPID_METABOLISM,0.25705635238403146,0.6878543500552937,4/1002
OUD_Effect_Male_vs_Female,WikiPathways,WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.25808110916344745,0.6878776019828895,7/1002
OUD_vs_Control_Female,KEGG,Histidine metabolism,0.39556455706466376,0.6897023046255676,4/1075
OUD_Effect_Male_vs_Female,GO_BP,immunoglobulin mediated immune response,0.30625068070741235,0.6901886122969352,17/1775
OUD_vs_Control_Female,GO_BP,stress fiber assembly,0.4247929140627324,0.6904383981533456,16/2058
OUD_Effect_Male_vs_Female,Reactome,Chondroitin sulfate/dermatan sulfate metabolism,0.08179100961907484,0.6916972557806012,10/1194
OUD_vs_Control_Female,Reactome,"Sensory perception of sweet, bitter, and umami (glutamate) taste",0.1363044308309702,0.6940175483626425,5/1379
OUD_Effect_Male_vs_Female,DO,autoimmune disease of blood,0.32277144025490045,0.6980870684582731,4/920
OUD_vs_Control_Female,WikiPathways,WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_APOPTOSIS,0.2679202747315772,0.7011975940240497,5/1231
OUD_Effect_Male_vs_Female,GO_BP,cytokine production involved in inflammatory response,0.3222642163172789,0.7019914076364314,8/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of cytokine production involved in inflammatory response,0.3222642163172789,0.7019914076364314,8/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of neurotransmitter secretion,0.3256570524666875,0.7019914076364314,3/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of T-helper 1 type immune response,0.3256570524666875,0.7019914076364314,3/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of humoral immune response mediated by circulating immunoglobulin,0.3256570524666875,0.7019914076364314,3/1775
OUD_Effect_Male_vs_Female,GO_BP,activation of innate immune response,0.33328948781766105,0.7019914076364314,38/1775
OUD_Effect_Male_vs_Female,GO_BP,immune response-inhibiting signal transduction,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of humoral immune response mediated by circulating immunoglobulin,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,amino acid neurotransmitter reuptake,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of chemokine-mediated signaling pathway,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,complement-dependent cytotoxicity,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of axon guidance,0.3347350256247701,0.7019914076364314,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of long-term neuronal synaptic plasticity,0.3416967038813732,0.7087366415544594,4/1775
OUD_vs_Control_Female,C8_CellType,DESCARTES_MAIN_FETAL_ENS_NEURONS,0.623172216742756,0.7113251399453765,4/2407
OUD_Effect_Male_vs_Female,GO_MF,cytokine binding,0.2816892468904742,0.7124216871624514,18/1824
OUD_vs_Control_Female,GO_BP,positive regulation of response to endoplasmic reticulum stress,0.4486241671184228,0.7161512654998672,6/2058
OUD_vs_Control_Female,GO_BP,regulation of long-term neuronal synaptic plasticity,0.4541350615393476,0.7161512654998672,4/2058
OUD_vs_Control_Female,GO_BP,regulation of execution phase of apoptosis,0.4541350615393476,0.7161512654998672,4/2058
OUD_vs_Control_Female,GO_BP,somatic diversification of immune receptors,0.45422032326840267,0.7161512654998672,11/2058
OUD_vs_Control_Female,GO_BP,natural killer cell activation involved in immune response,0.4564904097832396,0.7161512654998672,3/2058
OUD_vs_Control_Female,GO_BP,neurotransmitter-gated ion channel clustering,0.4564904097832396,0.7161512654998672,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of neuron migration,0.4564904097832396,0.7161512654998672,3/2058
OUD_vs_Control_Female,GO_BP,positive regulation of tolerance induction,0.4571575300872003,0.7161512654998672,2/2058
OUD_vs_Control_Female,GO_BP,dopamine uptake involved in synaptic transmission,0.4571575300872003,0.7161512654998672,2/2058
OUD_vs_Control_Female,GO_BP,regulation of dopamine receptor signaling pathway,0.4571575300872003,0.7161512654998672,2/2058
OUD_vs_Control_Female,GO_BP,chemokine (C-C motif) ligand 5 production,0.4571575300872003,0.7161512654998672,2/2058
OUD_vs_Control_Female,GO_BP,regulation of chemokine (C-C motif) ligand 5 production,0.4571575300872003,0.7161512654998672,2/2058
OUD_vs_Control_Female,KEGG,Glutathione metabolism,0.419238018049655,0.7162860609893603,8/1075
OUD_vs_Control_Female,WikiPathways,WP_LIPID_METABOLISM_IN_SENESCENT_CELLS,0.2826674170232237,0.7188784522118372,4/1231
OUD_Effect_Male_vs_Female,WikiPathways,WP_ENTEROCYTE_CHOLESTEROL_METABOLISM,0.2756741731034572,0.7195625632318643,6/1002
OUD_Effect_Male_vs_Female,DO,autoimmune thyroiditis,0.3496912673236381,0.7210928572305619,3/920
OUD_Effect_Male_vs_Female,DO,motor neuron disease,0.3540199865190303,0.7249161439123599,21/920
OUD_Effect_Male_vs_Female,Reactome,Triglyceride metabolism,0.09572347881641145,0.7270840604477784,7/1194
OUD_Effect_Male_vs_Female,GO_BP,mast cell activation involved in immune response,0.35781809552698274,0.7271042249020163,7/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of microglial cell activation,0.3597125876244003,0.7271042249020163,3/1775
OUD_vs_Control_Female,KEGG,Linoleic acid metabolism,0.43200316462232435,0.7271340394633182,4/1075
OUD_vs_Control_Female,WikiPathways,WP_COMPLEMENTMEDIATED_INFLAMMATION_OF_PULMONARY_ALVEOLUS_IN_COVID19_HYPOTHETICAL_PATHWAY,0.297827064764673,0.7280225447176463,3/1231
OUD_vs_Control_Female,WikiPathways,WP_DOPAMINERGIC_NEUROGENESIS,0.3011062477771397,0.7280225447176463,5/1231
OUD_vs_Control_Female,WikiPathways,WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,0.3020750260171726,0.7280225447176463,8/1231
OUD_vs_Control_Female,WikiPathways,WP_OXIDATIVE_DAMAGE_RESPONSE,0.3020750260171726,0.7280225447176463,8/1231
OUD_Effect_Male_vs_Female,GO_BP,response to endoplasmic reticulum stress,0.36482592282395804,0.729631099832718,34/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of dendrite morphogenesis,0.37478998041317346,0.729631099832718,5/1775
OUD_Effect_Male_vs_Female,GO_BP,positive regulation of cytokine production involved in immune response,0.3757206401948436,0.729631099832718,11/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of production of molecular mediator of immune response,0.3780149670520498,0.729631099832718,23/1775
OUD_Effect_Male_vs_Female,GO_BP,cellular response to dopamine,0.3780265857879544,0.729631099832718,7/1775
OUD_Effect_Male_vs_Female,GO_BP,T-helper 2 cell cytokine production,0.3797886031364597,0.729631099832718,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of dopamine receptor signaling pathway,0.3797886031364597,0.729631099832718,2/1775
OUD_Effect_Male_vs_Female,GO_BP,negative regulation of execution phase of apoptosis,0.3797886031364597,0.729631099832718,2/1775
OUD_Effect_Male_vs_Female,GO_BP,regulation of T-helper 2 cell cytokine production,0.3797886031364597,0.729631099832718,2/1775
OUD_Effect_Male_vs_Female,KEGG,Cysteine and methionine metabolism,0.24685867158947686,0.7298959905364305,8/889
OUD_Effect_Male_vs_Female,KEGG,Ether lipid metabolism,0.24760483454775667,0.7298959905364305,7/889
OUD_vs_Control_Female,GO_BP,presynapse assembly,0.4693211566915255,0.7310286523466213,7/2058
OUD_vs_Control_Female,DO,alcohol dependence,0.5365580077784405,0.7346477373943183,9/1094
OUD_Effect_Male_vs_Female,KEGG,Complement and coagulation cascades,0.25148245185252993,0.7349357860173074,12/889
