"ensembl_gene_id","hgnc_symbol","chromosome_name","gene_biotype"
"ENSG00000196664","TLR7","X","protein_coding"
"ENSG00000196668","LINC00173","12","lncRNA"
"ENSG00000196670","ZFP62","5","protein_coding"
"ENSG00000196678","ERI2","16","protein_coding"
"ENSG00000196683","TOMM7","7","protein_coding"
"ENSG00000196684","HSH2D","19","protein_coding"
"ENSG00000196689","TRPV1","17","protein_coding"
"ENSG00000196693","ZNF33B","10","protein_coding"
"ENSG00000196696","PDXDC2P-NPIPB14P","16","lncRNA"
"ENSG00000196700","ZNF512B","20","protein_coding"
"ENSG00000196704","AMZ2","17","protein_coding"
"ENSG00000196705","ZNF431","19","protein_coding"
"ENSG00000196711","ALKAL1","8","protein_coding"
"ENSG00000196712","NF1","17","protein_coding"
"ENSG00000196715","VKORC1L1","7","protein_coding"
"ENSG00000196724","ZNF418","19","protein_coding"
"ENSG00000196730","DAPK1","9","protein_coding"
"ENSG00000196735","HLA-DQA1","6","protein_coding"
"ENSG00000196739","COL27A1","9","protein_coding"
"ENSG00000196741","LINC01560","X","lncRNA"
"ENSG00000196743","GM2A","5","protein_coding"
"ENSG00000196747","H2AC13","6","protein_coding"
"ENSG00000196748","CLPSL2","6","protein_coding"
"ENSG00000196754","S100A2","1","protein_coding"
"ENSG00000196756","SNHG17","20","lncRNA"
"ENSG00000196757","ZNF700","19","protein_coding"
"ENSG00000196758","LINC02991","2","lncRNA"
"ENSG00000196767","POU3F4","X","protein_coding"
"ENSG00000196772","OR14A16","1","protein_coding"
"ENSG00000196776","CD47","3","protein_coding"
"ENSG00000196778","OR52K1","11","protein_coding"
"ENSG00000196781","TLE1","9","protein_coding"
"ENSG00000196782","MAML3","4","protein_coding"
"ENSG00000196787","H2AC11","6","protein_coding"
"ENSG00000196792","STRN3","14","protein_coding"
"ENSG00000196793","ZNF239","10","protein_coding"
"ENSG00000196796","NPIPB10P","16","transcribed_unprocessed_pseudogene"
"ENSG00000196810","CTBP1-DT","4","lncRNA"
"ENSG00000196811","CHRNG","2","protein_coding"
"ENSG00000196812","ZSCAN16","6","protein_coding"
"ENSG00000196814","MVB12B","9","protein_coding"
"ENSG00000196821","ILRUN","6","protein_coding"
"ENSG00000196832","OR11G2","14","protein_coding"
"ENSG00000196834","POTEI","2","protein_coding"
"ENSG00000196839","ADA","20","protein_coding"
"ENSG00000196843","ARID5A","2","protein_coding"
"ENSG00000196844","PATE2","11","protein_coding"
"ENSG00000196850","PPTC7","12","protein_coding"
"ENSG00000196860","TOMM20L","14","protein_coding"
"ENSG00000196862","RGPD4","2","protein_coding"
"ENSG00000196865","NHLRC2","10","protein_coding"
"ENSG00000196866","H2AC7","6","protein_coding"
"ENSG00000196867","ZFP28","19","protein_coding"
"ENSG00000196872","CRACDL","2","protein_coding"
"ENSG00000196873","ZNG1C","9","protein_coding"
"ENSG00000196876","SCN8A","12","protein_coding"
"ENSG00000196878","LAMB3","1","protein_coding"
"ENSG00000196890","H2BC26","1","protein_coding"
"ENSG00000196900","SPMIP10","5","protein_coding"
"ENSG00000196911","KPNA5","6","protein_coding"
"ENSG00000196912","ANKRD36B","2","protein_coding"
"ENSG00000196914","ARHGEF12","11","protein_coding"
"ENSG00000196917","HCAR1","12","protein_coding"
"ENSG00000196922","ZNF252P","8","transcribed_unprocessed_pseudogene"
"ENSG00000196923","PDLIM7","5","protein_coding"
"ENSG00000196924","FLNA","X","protein_coding"
"ENSG00000196932","TMEM26","10","protein_coding"
"ENSG00000196933","RPS26P11","X","processed_pseudogene"
"ENSG00000196935","SRGAP1","12","protein_coding"
"ENSG00000196937","FAM3C","7","protein_coding"
"ENSG00000196943","NOP9","14","protein_coding"
"ENSG00000196944","OR2T4","1","protein_coding"
"ENSG00000196946","ZNF705A","12","protein_coding"
"ENSG00000196950","SLC39A10","2","protein_coding"
"ENSG00000196951","SCOC-AS1","4","lncRNA"
"ENSG00000196954","CASP4","11","protein_coding"
"ENSG00000196961","AP2A1","19","protein_coding"
"ENSG00000196967","ZNF585A","19","protein_coding"
"ENSG00000196968","FUT11","10","protein_coding"
"ENSG00000196970","NXF4","X","transcribed_unprocessed_pseudogene"
"ENSG00000196972","SMIM10L2B","X","protein_coding"
"ENSG00000196975","ANXA4","2","protein_coding"
"ENSG00000196976","LAGE3","X","protein_coding"
"ENSG00000196979","GPRACR","9","lncRNA"
"ENSG00000196981","WDR5B","3","protein_coding"
"ENSG00000196990","FAM163B","9","protein_coding"
"ENSG00000196993","NPIPB9","16","protein_coding"
"ENSG00000196998","WDR45","X","protein_coding"
"ENSG00000197006","METTL9","16","protein_coding"
"ENSG00000197008","ZNF138","7","protein_coding"
"ENSG00000197013","ZNF429","19","protein_coding"
"ENSG00000197016","ZNF470","19","protein_coding"
"ENSG00000197019","SERTAD1","19","protein_coding"
"ENSG00000197020","ZNF100","19","protein_coding"
"ENSG00000197021","EOLA2","X","protein_coding"
"ENSG00000197024","ZNF398","7","protein_coding"
"ENSG00000197037","ZSCAN25","7","protein_coding"
"ENSG00000197043","ANXA6","5","protein_coding"
"ENSG00000197044","ZNF441","19","protein_coding"
"ENSG00000197045","GMFB","14","protein_coding"
"ENSG00000197046","SIGLEC15","18","protein_coding"
"ENSG00000197050","ZNF420","19","protein_coding"
"ENSG00000197054","ZNF763","19","protein_coding"
"ENSG00000197056","ZMYM1","1","protein_coding"
"ENSG00000197057","DTHD1","4","protein_coding"
"ENSG00000197061","H4C3","6","protein_coding"
"ENSG00000197062","ZSCAN26","6","protein_coding"
"ENSG00000197063","MAFG","17","protein_coding"
"ENSG00000197067","OR2T32P","1","transcribed_unprocessed_pseudogene"
"ENSG00000197070","ARRDC1","9","protein_coding"
"ENSG00000197077","KIAA1671","22","protein_coding"
"ENSG00000197081","IGF2R","6","protein_coding"
"ENSG00000197083","ZNF300P1","5","transcribed_unprocessed_pseudogene"
"ENSG00000197085","NPSR1-AS1","7","lncRNA"
"ENSG00000197092","GOLGA6L16P","Y","transcribed_unprocessed_pseudogene"
"ENSG00000197093","GAL3ST4","7","protein_coding"
"ENSG00000197099","HRG-AS1","3","lncRNA"
"ENSG00000197102","DYNC1H1","14","protein_coding"
"ENSG00000197106","SLC6A17","1","protein_coding"
"ENSG00000197110","IFNL3","19","protein_coding"
"ENSG00000197111","PCBP2","12","protein_coding"
"ENSG00000197114","ZGPAT","20","protein_coding"
"ENSG00000197119","SLC25A29","14","protein_coding"
"ENSG00000197121","PGAP1","2","protein_coding"
"ENSG00000197122","SRC","20","protein_coding"
"ENSG00000197123","ZNF679","7","protein_coding"
"ENSG00000197124","ZNF682","19","protein_coding"
"ENSG00000197125","OR8B8","11","protein_coding"
"ENSG00000197128","ZNF772","19","protein_coding"
"ENSG00000197134","ZNF257","19","protein_coding"
"ENSG00000197136","PCNX3","11","protein_coding"
"ENSG00000197140","ADAM32","8","protein_coding"
"ENSG00000197142","ACSL5","10","protein_coding"
"ENSG00000197147","LRRC8B","1","protein_coding"
"ENSG00000197149","","11","processed_pseudogene"
"ENSG00000197150","ABCB8","7","protein_coding"
"ENSG00000197153","H3C12","6","protein_coding"
"ENSG00000197157","SND1","7","protein_coding"
"ENSG00000197162","ZNF785","16","protein_coding"
"ENSG00000197165","SULT1A2","16","protein_coding"
"ENSG00000197168","NEK5","13","protein_coding"
"ENSG00000197170","PSMD12","17","protein_coding"
"ENSG00000197176","LINC02291","14","lncRNA"
"ENSG00000197177","ADGRA1","10","protein_coding"
"ENSG00000197180","ATP6AP1-DT","X","lncRNA"
"ENSG00000197181","PIWIL2","8","protein_coding"
"ENSG00000197182","MIRLET7BHG","22","lncRNA"
"ENSG00000197183","NOL4L","20","protein_coding"
"ENSG00000197191","CYSRT1","9","protein_coding"
"ENSG00000197208","SLC22A4","5","protein_coding"
"ENSG00000197210","","22","lncRNA"
"ENSG00000197213","ZSCAN5B","19","protein_coding"
"ENSG00000197217","ENTPD4","8","protein_coding"
"ENSG00000197223","C1D","2","protein_coding"
"ENSG00000197226","TBC1D9B","5","protein_coding"
"ENSG00000197233","OR1J2","9","protein_coding"
"ENSG00000197238","H4C11","6","protein_coding"
"ENSG00000197241","SLC2A7","1","protein_coding"
"ENSG00000197245","FAM110D","1","protein_coding"
"ENSG00000197249","SERPINA1","14","protein_coding"
"ENSG00000197251","LINC00336","6","lncRNA"
"ENSG00000197253","TPSB2","16","protein_coding"
"ENSG00000197254","","11","processed_pseudogene"
"ENSG00000197256","KANK2","19","protein_coding"
"ENSG00000197258","EIF4BP6","7","processed_pseudogene"
"ENSG00000197261","C6orf141","6","protein_coding"
"ENSG00000197265","GTF2E2","8","protein_coding"
"ENSG00000197272","IL27","16","protein_coding"
"ENSG00000197273","GUCA2A","1","protein_coding"
"ENSG00000197275","RAD54B","8","protein_coding"
"ENSG00000197279","ZNF165","6","protein_coding"
"ENSG00000197283","SYNGAP1","6","protein_coding"
"ENSG00000197291","RAMP2-AS1","17","lncRNA"
"ENSG00000197296","FITM2","20","protein_coding"
"ENSG00000197299","BLM","15","protein_coding"
"ENSG00000197301","HMGA2-AS1","12","lncRNA"
"ENSG00000197302","KRBOX5","16","protein_coding"
"ENSG00000197309","OR10D3","11","protein_coding"
"ENSG00000197312","DDI2","1","protein_coding"
"ENSG00000197320","","7","processed_pseudogene"
"ENSG00000197321","SVIL","10","protein_coding"
"ENSG00000197322","TMEM132E-DT","17","lncRNA"
"ENSG00000197323","TRIM33","1","protein_coding"
"ENSG00000197324","LRP10","14","protein_coding"
"ENSG00000197329","PELI1","2","protein_coding"
"ENSG00000197332","ZNF833P","19","lncRNA"
"ENSG00000197334","","8","misc_RNA"
"ENSG00000197343","ZNF655","7","protein_coding"
"ENSG00000197345","MRPL21","11","protein_coding"
"ENSG00000197355","UAP1L1","9","protein_coding"
"ENSG00000197358","BNIP3P1","14","transcribed_processed_pseudogene"
"ENSG00000197360","ZNF98","19","protein_coding"
"ENSG00000197361","FBXL22","15","protein_coding"
"ENSG00000197362","ZNF786","7","protein_coding"
"ENSG00000197363","ZNF517","8","protein_coding"
"ENSG00000197372","ZNF675","19","protein_coding"
"ENSG00000197375","SLC22A5","5","protein_coding"
"ENSG00000197376","","12","transcribed_processed_pseudogene"
"ENSG00000197380","DACT3","19","protein_coding"
"ENSG00000197381","ADARB1","21","protein_coding"
"ENSG00000197385","ZNF860","3","protein_coding"
"ENSG00000197386","HTT","4","protein_coding"
"ENSG00000197403","OR6N1","1","protein_coding"
"ENSG00000197405","C5AR1","19","protein_coding"
"ENSG00000197406","DIO3","14","protein_coding"
"ENSG00000197408","CYP2B6","19","protein_coding"
"ENSG00000197410","DCHS2","4","protein_coding"
"ENSG00000197415","VEPH1","3","protein_coding"
"ENSG00000197416","FABP12","8","protein_coding"
"ENSG00000197417","SHPK","17","protein_coding"
"ENSG00000197421","GGT3P","22","transcribed_unprocessed_pseudogene"
"ENSG00000197429","IPP","1","protein_coding"
"ENSG00000197430","OPALIN","10","protein_coding"
"ENSG00000197442","MAP3K5","6","protein_coding"
"ENSG00000197444","OGDHL","10","protein_coding"
"ENSG00000197446","CYP2F1","19","protein_coding"
"ENSG00000197448","GSTK1","7","protein_coding"
"ENSG00000197451","HNRNPAB","5","protein_coding"
"ENSG00000197454","OR2L5","1","protein_coding"
"ENSG00000197457","STMN3","20","protein_coding"
"ENSG00000197461","PDGFA","7","protein_coding"
"ENSG00000197465","GYPE","4","protein_coding"
"ENSG00000197467","COL13A1","10","protein_coding"
"ENSG00000197468","OR7E85BP","4","unprocessed_pseudogene"
"ENSG00000197471","SPN","16","protein_coding"
"ENSG00000197472","ZNF695","1","protein_coding"
"ENSG00000197479","PCDHB11","5","protein_coding"
"ENSG00000197483","ZNF628","19","protein_coding"
"ENSG00000197487","GALP","19","protein_coding"
"ENSG00000197496","SLC2A10","20","protein_coding"
"ENSG00000197497","ZNF665","19","protein_coding"
"ENSG00000197498","RPF2","6","protein_coding"
"ENSG00000197503","LINC00477","12","lncRNA"
"ENSG00000197506","SLC28A3","9","protein_coding"
"ENSG00000197520","FAM177B","1","protein_coding"
"ENSG00000197530","MIB2","1","protein_coding"
"ENSG00000197535","MYO5A","15","protein_coding"
"ENSG00000197536","CARINH","5","lncRNA"
"ENSG00000197540","GZMM","19","protein_coding"
"ENSG00000197548","ATG7","3","protein_coding"
"ENSG00000197550","","9","unprocessed_pseudogene"
"ENSG00000197555","SIPA1L1","14","protein_coding"
"ENSG00000197557","IFT70A","2","protein_coding"
"ENSG00000197558","SSPOP","7","transcribed_unitary_pseudogene"
"ENSG00000197562","RAB40C","16","protein_coding"
"ENSG00000197563","PIGN","18","protein_coding"
"ENSG00000197565","COL4A6","X","protein_coding"
"ENSG00000197566","ZNF624","17","protein_coding"
"ENSG00000197568","ANKRD13C-DT","1","lncRNA"
"ENSG00000197575","RPS17P2","5","processed_pseudogene"
"ENSG00000197579","TOPORS","9","protein_coding"
"ENSG00000197580","BCO2","11","protein_coding"
"ENSG00000197582","GPX1P1","X","transcribed_processed_pseudogene"
"ENSG00000197584","KCNMB2","3","protein_coding"
"ENSG00000197585","","2","lncRNA"
"ENSG00000197586","ENTPD6","20","protein_coding"
"ENSG00000197587","DMBX1","1","protein_coding"
"ENSG00000197588","KLKP1","19","transcribed_unprocessed_pseudogene"
"ENSG00000197594","ENPP1","6","protein_coding"
"ENSG00000197599","CCDC154","16","protein_coding"
"ENSG00000197601","FAR1","11","protein_coding"
"ENSG00000197603","CPLANE1","5","protein_coding"
"ENSG00000197608","ZNF841","19","protein_coding"
"ENSG00000197614","MFAP5","12","protein_coding"
"ENSG00000197616","MYH6","14","protein_coding"
"ENSG00000197619","ZNF615","19","protein_coding"
"ENSG00000197620","EOLA1","X","protein_coding"
"ENSG00000197622","CDC42SE1","1","protein_coding"
"ENSG00000197627","UBE2Q2P12","15","transcribed_unprocessed_pseudogene"
"ENSG00000197629","MPEG1","11","protein_coding"
"ENSG00000197632","SERPINB2","18","protein_coding"
"ENSG00000197635","DPP4","2","protein_coding"
"ENSG00000197641","SERPINB13","18","protein_coding"
"ENSG00000197646","PDCD1LG2","9","protein_coding"
"ENSG00000197647","ZNF433","19","protein_coding"
"ENSG00000197653","DNAH10","12","protein_coding"
"ENSG00000197658","SLC22A24","11","protein_coding"
"ENSG00000197665","GRAPL-AS1","17","lncRNA"
"ENSG00000197670","ZNF217-AS1","20","lncRNA"
"ENSG00000197674","OR51C1P","11","protein_coding"
"ENSG00000197692","CBX3P7","11","processed_pseudogene"
"ENSG00000197694","SPTAN1","9","protein_coding"
"ENSG00000197696","NMB","15","protein_coding"
"ENSG00000197702","PARVA","11","protein_coding"
"ENSG00000197705","KLHL14","18","protein_coding"
"ENSG00000197712","FAM114A1","4","protein_coding"
"ENSG00000197713","RPE","2","protein_coding"
"ENSG00000197714","ZNF460","19","protein_coding"
"ENSG00000197721","CR1L","1","protein_coding"
"ENSG00000197724","PHF2","9","protein_coding"
"ENSG00000197728","RPS26","12","protein_coding"
"ENSG00000197734","C14orf178","14","lncRNA"
"ENSG00000197744","PTMAP2","5","processed_pseudogene"
"ENSG00000197745","SCGB1D4","11","protein_coding"
"ENSG00000197746","PSAP","10","protein_coding"
"ENSG00000197747","S100A10","1","protein_coding"
"ENSG00000197748","CFAP43","10","protein_coding"
"ENSG00000197753","LHFPL5","6","protein_coding"
"ENSG00000197756","RPL37A","2","protein_coding"
"ENSG00000197757","HOXC6","12","protein_coding"
"ENSG00000197763","TXNRD3","3","protein_coding"
"ENSG00000197766","CFD","19","protein_coding"
"ENSG00000197769","MAP1LC3C","1","protein_coding"
"ENSG00000197771","MCMBP","10","protein_coding"
"ENSG00000197774","EME2","16","protein_coding"
"ENSG00000197776","KLHDC1","14","protein_coding"
"ENSG00000197779","ZNF81","X","protein_coding"
"ENSG00000197780","TAF13","1","protein_coding"
"ENSG00000197782","ZNF780A","19","protein_coding"
"ENSG00000197785","ATAD3A","1","protein_coding"
"ENSG00000197798","FAM118B","11","protein_coding"
"ENSG00000197808","ZNF461","19","protein_coding"
"ENSG00000197813","","19","lncRNA"
"ENSG00000197815","","17","lncRNA"
"ENSG00000197816","CCDC180","9","protein_coding"
"ENSG00000197818","SLC9A8","20","protein_coding"
"ENSG00000197822","OCLN","5","protein_coding"
"ENSG00000197826","CFAP299","4","protein_coding"
"ENSG00000197837","H4C16","12","protein_coding"
"ENSG00000197838","CYP2A13","19","protein_coding"
"ENSG00000197841","ZNF181","19","protein_coding"
"ENSG00000197847","SLC22A20P","11","transcribed_unitary_pseudogene"
"ENSG00000197849","OR8G1","11","protein_coding"
"ENSG00000197852","INKA2","1","protein_coding"
"ENSG00000197857","ZNF44","19","protein_coding"
"ENSG00000197858","GPAA1","8","protein_coding"
"ENSG00000197859","ADAMTSL2","9","protein_coding"
"ENSG00000197860","SGTB","5","protein_coding"
"ENSG00000197863","ZNF790","19","protein_coding"
"ENSG00000197872","CYRIA","2","protein_coding"
"ENSG00000197879","MYO1C","17","protein_coding"
"ENSG00000197880","MDS2","1","lncRNA"
"ENSG00000197882","OR7E13P","11","transcribed_unprocessed_pseudogene"
"ENSG00000197885","NKIRAS1","3","protein_coding"
"ENSG00000197888","UGT2B17","4","protein_coding"
"ENSG00000197889","MEIG1","10","protein_coding"
"ENSG00000197892","KIF13B","8","protein_coding"
"ENSG00000197893","NRAP","10","protein_coding"
"ENSG00000197894","ADH5","4","protein_coding"
"ENSG00000197901","SLC22A6","11","protein_coding"
"ENSG00000197903","H2BC12","6","protein_coding"
"ENSG00000197905","TEAD4","12","protein_coding"
"ENSG00000197912","SPG7","16","protein_coding"
"ENSG00000197915","HRNR","1","protein_coding"
"ENSG00000197919","IFNA1","9","protein_coding"
"ENSG00000197921","HES5","1","protein_coding"
"ENSG00000197927","NBEAP2","2","transcribed_unprocessed_pseudogene"
"ENSG00000197928","ZNF677","19","protein_coding"
"ENSG00000197930","ERO1A","14","protein_coding"
"ENSG00000197933","ZNF823","19","protein_coding"
"ENSG00000197934","CYYR1-AS1","21","lncRNA"
"ENSG00000197937","ZNF347","19","protein_coding"
"ENSG00000197943","PLCG2","16","protein_coding"
"ENSG00000197948","FCHSD1","5","protein_coding"
"ENSG00000197951","ZNF71","19","protein_coding"
"ENSG00000197956","S100A6","1","protein_coding"
"ENSG00000197958","RPL12","9","protein_coding"
"ENSG00000197959","DNM3","1","protein_coding"
"ENSG00000197961","ZNF121","19","protein_coding"
"ENSG00000197965","MPZL1","1","protein_coding"
"ENSG00000197969","VPS13A","9","protein_coding"
"ENSG00000197971","MBP","18","protein_coding"
"ENSG00000197976","AKAP17A","X","protein_coding"
"ENSG00000197977","ELOVL2","6","protein_coding"
"ENSG00000197978","GOLGA6L9","15","protein_coding"
"ENSG00000197980","LEKR1","3","protein_coding"
"ENSG00000197982","C1orf122","1","protein_coding"
"ENSG00000197984","OR51A8P","11","transcribed_unprocessed_pseudogene"
"ENSG00000197989","SNHG12","1","lncRNA"
"ENSG00000197991","","13","protein_coding"
"ENSG00000197992","CLEC9A","12","protein_coding"
"ENSG00000197993","KEL","7","protein_coding"
"ENSG00000198000","NOL8","9","protein_coding"
"ENSG00000198001","IRAK4","12","protein_coding"
"ENSG00000198003","ODAD3","19","protein_coding"
"ENSG00000198010","DLGAP2","8","protein_coding"
"ENSG00000198015","MRPL42","12","protein_coding"
"ENSG00000198018","ENTPD7","10","protein_coding"
"ENSG00000198019","FCGR1BP","1","transcribed_unprocessed_pseudogene"
"ENSG00000198026","ZNF335","20","protein_coding"
"ENSG00000198028","ZNF560","19","protein_coding"
"ENSG00000198033","TUBA3C","13","protein_coding"
"ENSG00000198034","RPS4X","X","protein_coding"
"ENSG00000198039","ZNF273","7","protein_coding"
"ENSG00000198040","ZNF84","12","protein_coding"
"ENSG00000198042","MAK16","8","protein_coding"
"ENSG00000198046","ZNF667","19","protein_coding"
"ENSG00000198049","AVPR1B","1","protein_coding"
"ENSG00000198053","SIRPA","20","protein_coding"
"ENSG00000198054","DSCR8","21","lncRNA"
"ENSG00000198055","GRK6","5","protein_coding"
"ENSG00000198056","PRIM1","12","protein_coding"
"ENSG00000198060","MARCHF5","10","protein_coding"
"ENSG00000198062","POTEH","22","protein_coding"
"ENSG00000198064","NPIPB13","16","protein_coding"
"ENSG00000198074","AKR1B10","7","protein_coding"
"ENSG00000198075","SULT1C4","2","protein_coding"
"ENSG00000198077","CYP2A7","19","protein_coding"
"ENSG00000198081","ZBTB14","18","protein_coding"
"ENSG00000198087","CD2AP","6","protein_coding"
"ENSG00000198088","NUP62CL","X","protein_coding"
"ENSG00000198089","SFI1","22","protein_coding"
"ENSG00000198092","TMPRSS11F","4","protein_coding"
"ENSG00000198093","ZNF649","19","protein_coding"
"ENSG00000198099","ADH4","4","protein_coding"
"ENSG00000198104","OR2T6","1","protein_coding"
"ENSG00000198105","ZNF248","10","protein_coding"
"ENSG00000198108","CHSY3","5","protein_coding"
"ENSG00000198113","TOR4A","9","protein_coding"
"ENSG00000198121","LPAR1","9","protein_coding"
"ENSG00000198125","MB","22","protein_coding"
"ENSG00000198128","OR2L3","1","protein_coding"
"ENSG00000198130","HIBCH","2","protein_coding"
"ENSG00000198131","ZNF544","19","protein_coding"
"ENSG00000198133","TMEM229B","14","protein_coding"
"ENSG00000198142","SOWAHC","2","protein_coding"
"ENSG00000198146","ZNF770","15","protein_coding"
"ENSG00000198153","ZNF849P","19","unprocessed_pseudogene"
"ENSG00000198155","ZNF876P","4","transcribed_unprocessed_pseudogene"
"ENSG00000198156","NPIPB6","16","protein_coding"
"ENSG00000198157","HMGN5","X","protein_coding"
"ENSG00000198160","MIER1","1","protein_coding"
"ENSG00000198162","MAN1A2","1","protein_coding"
"ENSG00000198168","SVIP","11","protein_coding"
"ENSG00000198169","ZNF251","8","protein_coding"
"ENSG00000198171","DDRGK1","20","protein_coding"
"ENSG00000198173","FAM47C","X","protein_coding"
"ENSG00000198176","TFDP1","13","protein_coding"
"ENSG00000198178","CLEC4C","12","protein_coding"
"ENSG00000198182","ZNF607","19","protein_coding"
"ENSG00000198185","ZNF334","20","protein_coding"
"ENSG00000198189","HSD17B11","4","protein_coding"
"ENSG00000198198","SZT2","1","protein_coding"
"ENSG00000198203","SULT1C2","2","protein_coding"
"ENSG00000198205","ZXDA","X","protein_coding"
"ENSG00000198208","RPS6KL1","14","protein_coding"
"ENSG00000198216","CACNA1E","1","protein_coding"
"ENSG00000198217","OR51H2P","11","transcribed_unprocessed_pseudogene"
"ENSG00000198218","QRICH1","3","protein_coding"
"ENSG00000198221","AFDN-DT","6","lncRNA"
"ENSG00000198223","CSF2RA","X","protein_coding"
"ENSG00000198225","FKBP1C","6","protein_coding"
"ENSG00000198231","DDX42","17","protein_coding"
"ENSG00000198237","GUSBP13","5","transcribed_unprocessed_pseudogene"
"ENSG00000198242","RPL23A","17","protein_coding"
"ENSG00000198246","SLC29A3","10","protein_coding"
"ENSG00000198252","STYX","14","protein_coding"
"ENSG00000198258","UBL5","19","protein_coding"
"ENSG00000198265","HELZ","17","protein_coding"
"ENSG00000198270","TMEM116","12","protein_coding"
"ENSG00000198276","UCKL1","20","protein_coding"
"ENSG00000198283","OR5B21","11","protein_coding"
"ENSG00000198286","CARD11","7","protein_coding"
"ENSG00000198298","ZNF485","10","protein_coding"
"ENSG00000198300","PEG3","19","protein_coding"
"ENSG00000198301","SDAD1","4","protein_coding"
"ENSG00000198312","BMS1P9","9","transcribed_unprocessed_pseudogene"
"ENSG00000198315","ZKSCAN8","6","protein_coding"
"ENSG00000198324","PHETA1","12","protein_coding"
"ENSG00000198326","TMEM239","20","protein_coding"
"ENSG00000198331","HYLS1","11","protein_coding"
"ENSG00000198336","MYL4","17","protein_coding"
"ENSG00000198342","ZNF442","19","protein_coding"
"ENSG00000198346","ZNF813","19","protein_coding"
"ENSG00000198353","HOXC4","12","protein_coding"
"ENSG00000198354","DCAF12L2","X","protein_coding"
"ENSG00000198355","PIM3","22","protein_coding"
"ENSG00000198356","GET3","19","protein_coding"
"ENSG00000198358","","1","lncRNA"
"ENSG00000198363","ASPH","8","protein_coding"
"ENSG00000198369","SPRED2","2","protein_coding"
"ENSG00000198373","WWP2","16","protein_coding"
"ENSG00000198380","GFPT1","2","protein_coding"
"ENSG00000198382","UVRAG","11","protein_coding"
"ENSG00000198393","ZNF26","12","protein_coding"
"ENSG00000198398","TMEM207","3","protein_coding"
"ENSG00000198399","ITSN2","2","protein_coding"
"ENSG00000198400","NTRK1","1","protein_coding"
"ENSG00000198406","BZW1P2","3","processed_pseudogene"
"ENSG00000198408","OGA","10","protein_coding"
"ENSG00000198414","TATDN2P1","X","processed_pseudogene"
"ENSG00000198416","ZNF658B","9","transcribed_unprocessed_pseudogene"
"ENSG00000198417","MT1F","16","protein_coding"
"ENSG00000198420","TCAF1","7","protein_coding"
"ENSG00000198429","ZNF69","19","protein_coding"
"ENSG00000198431","TXNRD1","12","protein_coding"
"ENSG00000198435","NRARP","9","protein_coding"
"ENSG00000198440","ZNF583","19","protein_coding"
"ENSG00000198443","KRTAP4-1","17","protein_coding"
"ENSG00000198445","CCT8L2","22","protein_coding"
"ENSG00000198453","ZNF568","19","protein_coding"
"ENSG00000198454","LINC02692","9","lncRNA"
"ENSG00000198455","ZXDB","X","protein_coding"
"ENSG00000198464","ZNF480","19","protein_coding"
"ENSG00000198466","ZNF587","19","protein_coding"
"ENSG00000198467","TPM2","9","protein_coding"
"ENSG00000198468","FLVCR1-DT","1","lncRNA"
"ENSG00000198478","SH3BGRL2","6","protein_coding"
"ENSG00000198482","ZNF808","19","protein_coding"
"ENSG00000198483","ANKRD35","1","protein_coding"
"ENSG00000198488","B3GNT6","11","protein_coding"
"ENSG00000198491","","3","lncRNA"
"ENSG00000198492","YTHDF2","1","protein_coding"
"ENSG00000198496","NBR2","17","lncRNA"
"ENSG00000198498","TMA16","4","protein_coding"
"ENSG00000198502","HLA-DRB5","6","protein_coding"
"ENSG00000198513","ATL1","14","protein_coding"
"ENSG00000198515","CNGA1","4","protein_coding"
"ENSG00000198517","MAFK","7","protein_coding"
"ENSG00000198520","ARMH1","1","protein_coding"
"ENSG00000198521","ZNF43","19","protein_coding"
"ENSG00000198522","GPN1","2","protein_coding"
"ENSG00000198523","PLN","6","protein_coding"
"ENSG00000198535","C2CD4A","15","protein_coding"
"ENSG00000198538","ZNF28","19","protein_coding"
"ENSG00000198542","ITGBL1","13","protein_coding"
"ENSG00000198546","ZNF511","10","protein_coding"
"ENSG00000198547","C20orf203","20","protein_coding"
"ENSG00000198551","ZNF627","19","protein_coding"
"ENSG00000198553","KCNRG","13","protein_coding"
"ENSG00000198554","WDHD1","14","protein_coding"
"ENSG00000198555","","16","unprocessed_pseudogene"
"ENSG00000198556","ZNF789","7","protein_coding"
"ENSG00000198561","CTNND1","11","protein_coding"
"ENSG00000198563","DDX39B","6","protein_coding"
"ENSG00000198569","SLC34A3","9","protein_coding"
"ENSG00000198570","RD3","1","protein_coding"
"ENSG00000198574","SH2D1B","1","protein_coding"
"ENSG00000198576","ARC","8","protein_coding"
"ENSG00000198580","","7","transcribed_unprocessed_pseudogene"
"ENSG00000198585","NUDT16","3","protein_coding"
"ENSG00000198586","TLK1","2","protein_coding"
"ENSG00000198589","LRBA","4","protein_coding"
"ENSG00000198590","APRG1","3","lncRNA"
"ENSG00000198597","ZNF536","19","protein_coding"
"ENSG00000198598","MMP17","12","protein_coding"
"ENSG00000198601","OR2M2","1","protein_coding"
"ENSG00000198604","BAZ1A","14","protein_coding"
"ENSG00000198610","AKR1C4","10","protein_coding"
"ENSG00000198612","COPS8","2","protein_coding"
"ENSG00000198618","PPIAP22","21","processed_pseudogene"
"ENSG00000198624","CCDC69","5","protein_coding"
"ENSG00000198625","MDM4","1","protein_coding"
"ENSG00000198626","RYR2","1","protein_coding"
