category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,fold_enrichment,ci_lower,ci_upper
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,32/1075,157/7103,0.20382165605095542,1.346739742260406,1.855213957603577,0.04460378498011802,0.15963459887621187,0.11960239296607826,ATP1A2/EDNRB/SLC8A3/KCNMB4/MEF2C/SLC8A1/GUCY1A1/NPPC/PIK3R5/ATP1B3/CACNA1D/ATP2B4/ADRB2/KCNMB2/ADCY3/ADORA1/PLCB1/CNGA1/PIK3CG/KCNMA1/PDE3A/RGS2/CREB3L1/GNA12/PPIF/ADRB1/ADCY7/PLCB2/PLCB4/PRKG1/MYLK/ITPR1,32,3.6981780476966377,2.5162174144703076,5.435349423231131
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,18/1075,79/7103,0.22784810126582278,1.5054930821312922,1.907851004170986,0.045389972330315276,0.16075615200319993,0.12044268973614361,STAT3/FGFR3/VEGFA/IGF1/PDGFRA/BCL2L1/PDGFA/AXL/IGF1R/SHC3/RPS6/EIF4EBP1/GAS6/PDGFRB/MET/PDGFB/PIK3R3/PIK3CD,18,4.13411833971151,2.4687110010502966,6.923019518877598
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,35/1075,175/7103,0.2,1.3214883720930233,1.8183952936446086,0.04718267837140803,0.164632321777496,0.12334681693546144,STAT3/ZFP36/FOS/VEGFA/CDKN1A/C3/CD86/IFNAR2/IFNGR1/NFKBIA/PIK3R5/SYK/GNB3/HIF1A/IKBKE/PIK3CG/GNB4/CXCL8/CCND1/UBC/TCF7L2/PTGS2/RPS27A/GNG2/ICAM1/PDGFB/STAT1/PIK3R3/CASP8/PIK3CD/ITPR1/BID/IRF9/CCR1/TRADD,35,3.6288372093023256,2.511380858999786,5.243513521426505
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,17/1075,74/7103,0.22972972972972974,1.517925832809554,1.891231120075884,0.04745284568880768,0.164632321777496,0.12334681693546144,SESN3/CDKN1A/GADD45B/IGF1/BCL2L1/GADD45A/PMAIP1/CCND3/SHISA5/CCND1/TNFRSF10A/SFN/CCNG2/CASP8/CDKN2A/BID/TNFRSF10B,17,4.168258956631049,2.451699470191929,7.086669039486646
Metabolism,Carbohydrate metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,10/1075,38/7103,0.2631578947368421,1.7388004895960831,1.9282832735227353,0.05160756889458255,0.17723811539553605,0.13279140534278555,HK2/PGM3/PGM2/GPI/GFPT2/UAP1L1/HKDC1/HK1/UAP1/GALK1,10,4.774785801713587,2.3727406866780125,9.608542383181836
Organismal Systems,Endocrine system,hsa04915,Estrogen signaling pathway,23/1075,109/7103,0.21100917431192662,1.3942308512908044,1.7514953436818144,0.057441622730021215,0.19530151728207212,0.1463249757964751,FOS/FKBP5/PRKCD/ADCY3/PLCB1/HSPA6/MMP2/RARA/OPRM1/CREB3L1/SHC3/KCNJ6/ADCY7/GRM1/PLCB2/PIK3R3/PLCB4/HSPA1A/HSPA1B/PIK3CD/PGR/ITPR1/KCNJ3,23,3.8285897162363987,2.431672996986402,6.027989467924777
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,21/1075,98/7103,0.21428571428571427,1.4158803986710962,1.7505937110515497,0.05852532515303802,0.19701594605973194,0.14760947042246175,TLR2/FOS/C3/IL1B/IFNGR1/NFKBIA/CCL3/CCL2/TGFB3/TGFBR1/PLCB1/CXCL8/TNF/TGFBR2/IL12B/PLCB2/PIK3R3/PLCB4/CASP8/PIK3CD/CCL3L1,21,3.888039867109635,2.4172044449575374,6.253858269940203
Organismal Systems,Endocrine system,hsa04929,GnRH secretion,14/1075,60/7103,0.23333333333333334,1.5417364341085273,1.7794786019614033,0.060693802438455936,0.20110201606911485,0.1506708603366124,TRPC5/HCN2/SPP1/CACNA1D/PLCB1/KCNN4/KCNJ6/ARRB2/PLCB2/PIK3R3/PLCB4/PIK3CD/ITPR1/KCNJ3,14,4.2336434108527135,2.358643599044536,7.599171209044612
Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,25/1075,121/7103,0.2066115702479339,1.3651739381126273,1.7108442805571127,0.060922081338584795,0.20110201606911485,0.1506708603366124,FOS/EDNRB/VEGFA/NFKBIA/COL4A1/GNB3/TGFBR1/ADCY3/PLCB1/MMP2/GNB4/TGFBR2/CREB3L1/COL4A2/SHC3/ACTA2/ARRB2/ADCY7/VEGFD/GNG2/PLCB2/PIK3R3/PLCB4/PIK3CD/COL3A1,25,3.748798769940419,2.426581310114235,5.7914779772391825
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,10/1075,40/7103,0.25,1.6518604651162792,1.745814028739062,0.07005779320500848,0.22685380656859888,0.16996477148483263,IL1B/HLA-DMB/CD86/CPE/TNF/PTPRN/HLA-DRB5/HSPD1/IL12B/HLA-DQA2,10,4.536046511627907,2.2622862366494196,9.095099294829096
Human Diseases,Cancer: specific types,hsa05219,Bladder cancer,10/1075,40/7103,0.25,1.6518604651162792,1.745814028739062,0.07005779320500848,0.22685380656859888,0.16996477148483263,FGFR3/VEGFA/CDKN1A/TYMP/MMP2/CXCL8/CCND1/UPK3A/DAPK1/CDKN2A,10,4.536046511627907,2.2622862366494196,9.095099294829096
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,12/1075,51/7103,0.23529411764705882,1.5546922024623802,1.6787612706140282,0.07463423941722108,0.23939284341372802,0.17935934398180245,MGLL/PTGS1/ADRB2/ADCY3/ADORA1/ADRB1/ADCY7/PTGS2/NPY1R/PIK3R3/PRKG1/PIK3CD,12,4.269220246238031,2.269558240631079,8.030744126584157
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,17/1075,79/7103,0.21518987341772153,1.4218545775684428,1.5921794142754255,0.08011162699363293,0.2545603100732261,0.1907232044511478,ATP1A2/KCNMB4/ATP1B3/CACNA1D/CAMK2G/KCNMB2/ADCY3/RIMS2/PLCB1/KCNMA1/CREB3L1/CAMK2D/KCNN4/ADCY7/PLCB2/PLCB4/SLC2A1,17,3.904445098616426,2.303669447139567,6.617569003677566
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,27/1075,137/7103,0.19708029197080293,1.3021965710405705,1.5082246169810571,0.08578985512167113,0.2696517501184102,0.2020301038038863,FGF20/CTNNA1/CDKN1A/GADD45B/FZD5/APC2/TGFB3/GADD45A/TGFBR1/RARB/FGF22/WNT11/TGFBR2/CCND1/WNT7A/WNT2B/WNT5A/SHC3/TCF7L2/WNT8B/MET/PIK3R3/PIK3CD/CTNNA2/FZD2/RXRG/WNT6,27,3.57586148361908,2.355991638266367,5.427347509365304
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,38/1075,202/7103,0.18811881188118812,1.242984112364725,1.479467717953985,0.08644717871443151,0.2696517501184102,0.2020301038038863,ATP1A2/ABCC4/FOS/HCN2/PDE4D/NFKBIA/ATP1B3/CACNA1D/GLI3/ATP2B4/CAMK2G/ADRB2/ADCY3/ADORA1/CRH/GRIN1/CNGA1/KCNK2/PDE3A/F2R/AFDN/CREB3L1/CAMK4/CAMK2D/VAV3/ADRB1/RAPGEF3/ADCY7/DRD1/ADORA2A/PDE4A/NPY1R/EDN3/PIK3R3/GRIA1/PIK3CD/GRIA4/GRIN2B,38,3.4132627216209994,2.400551109762826,4.85320323296872
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,26/1075,132/7103,0.19696969696969696,1.3014658210007046,1.476336813075045,0.09095489545809744,0.2787852031266913,0.2088731243240226,STAT3/FGFR3/JAK3/IGF1/ID4/LIFR/FZD5/APC2/ESRRB/PAX6/ID2/WNT11/WNT7A/ZFHX3/LEFTY1/WNT2B/WNT5A/IGF1R/HOXD1/INHBB/WNT8B/PIK3R3/PIK3CD/FZD2/WNT6/ZIC3,26,3.573854827343199,2.3364716711708557,5.466549620318635
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,18/1075,86/7103,0.20930232558139536,1.3829529475392104,1.508783229835902,0.09101516925606687,0.2787852031266913,0.2088731243240226,ITGB3/CD47/SPP1/COL9A1/COL4A1/ITGB4/LAMA1/ITGA4/COL4A2/FN1/FREM2/CHAD/SV2C/LAMA4/LAMA2/MEPE/ITGB7/GP1BA,18,3.7976203353163873,2.2765237174166115,6.335062578471389
Human Diseases,Cancer: specific types,hsa05224,Breast cancer,27/1075,138/7103,0.1956521739130435,1.2927603640040446,1.466557872602887,0.09199461839463105,0.2792693772694157,0.20923588018327743,FGF20/FOS/CDKN1A/GADD45B/IGF1/HES5/FZD5/APC2/GADD45A/FGF22/WNT11/CCND1/KIT/WNT7A/WNT2B/WNT5A/IGF1R/SHC3/TCF7L2/WNT8B/PIK3R3/PIK3CD/PGR/FZD2/HES1/WNT6/DLL3,27,3.54994944388271,2.339488988413701,5.386706719516594
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,14/1075,64/7103,0.21875,1.4453779069767443,1.5113711180034843,0.09470907831817688,0.28259258546611893,0.21172571418823768,SHMT1/PGK1/GLUL/BCAT1/MAT2A/ENO1/PFKL/ENO2/GPT/ARG2/TPI1/PAH/PFKP/PFKM,14,3.969040697674419,2.218826853208342,7.099825764690546
NA,NA,hsa04081,Hormone signaling,33/1075,174/7103,0.1896551724137931,1.2531355252606253,1.4275797747767993,0.0958313574616978,0.28259258546611893,0.21172571418823768,HAMP/STAT3/SLCO1C1/ITGB3/IGF1/PENK/CALCR/SLC40A1/NPPC/ADIPOR2/GNB3/ADRB2/ADCY3/PLCB1/CRH/GNB4/OPRM1/GNA12/HEPH/PDYN/OPRL1/IGF1R/ADRB1/RAPGEF3/ADCY7/DRD1/GNG2/PLCB2/PIK3R3/PLCB4/PRKG1/PIK3CD/LEP,33,3.441138732959102,2.3599198556953747,5.017727932960746
Metabolism,Metabolism of cofactors and vitamins,hsa00760,Nicotinate and nicotinamide metabolism,9/1075,37/7103,0.24324324324324326,1.6072155876807042,1.5637412819671117,0.09596067016547795,0.28259258546611893,0.21172571418823768,NAMPT/NT5E/NNMT/ENPP1/CD38/NT5C1A/ENPP3/BST1/NMNAT2,9,4.413450659962288,2.1246380096984763,9.167936673921174
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,35/1075,186/7103,0.1881720430107527,1.2433358339584895,1.4200760303738826,0.09641394092373469,0.28259258546611893,0.21172571418823768,TLR2/STAT3/JAK3/CDKN1A/ENTPD1/GADD45B/HLA-DMB/IFNAR2/BLNK/NFKBIA/OAS1/SYK/GADD45A/CCND3/IKBKE/CR2/MAP2K3/TAP1/TNF/CCND1/SAP30/HLA-DRB5/BTK/ICAM1/STAT1/PIK3R3/CASP8/PIK3CD/HLA-DQA2/HES1/BID/CCNA2/IRF9/TRADD/CD58,35,3.4142285571392845,2.367039024773315,4.924699812037005
Organismal Systems,Endocrine system,hsa04927,Cortisol synthesis and secretion,13/1075,59/7103,0.22033898305084745,1.455877020102483,1.4848137384058844,0.10013274610941215,0.287730054500375,0.21557483959470822,PDE8B/CACNA1D/ADCY3/PLCB1/KCNK2/CREB3L1/PBX1/ADCY7/PLCB2/PLCB4/NCEH1/ITPR1/NR4A1,13,3.9978715017737483,2.1860904593857606,7.311214627955294
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,19/1075,93/7103,0.20430107526881722,1.3499074768692174,1.4343120010613042,0.1017650802435601,0.287730054500375,0.21557483959470822,IL1B/IGF1/IL1RAP/PRKCD/PLA2G4A/CAMK2G/ADCY3/PLCB1/MAP2K3/TRPV4/CAMK2D/ADCY7/HTR2C/PLCB2/PIK3R3/PLCB4/PIK3CD/PRKCH/ITPR1,19,3.7068767191797947,2.254503199960996,6.094883791442339
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,7/1075,27/7103,0.25925925925925924,1.7130404823428078,1.567509211121617,0.10189551065460194,0.287730054500375,0.21557483959470822,B3GALT5/GCNT2/ST3GAL6/ST3GAL4/B3GNT5/FUT3/B3GALT2,7,4.704048234280792,2.043871131477395,10.82654843040185
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,7/1075,27/7103,0.25925925925925924,1.7130404823428078,1.567509211121617,0.10189551065460194,0.287730054500375,0.21557483959470822,STK3/RASSF4/FRMD6/TEAD3/TEAD4/LIMD1/WWTR1,7,4.704048234280792,2.043871131477395,10.82654843040185
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,16/1075,76/7103,0.21052631578947367,1.3910403916768665,1.4472760752201674,0.10239804880748639,0.287730054500375,0.21557483959470822,STAT3/VEGFA/CDKN1A/GADD45B/ARHGEF6/RALGDS/BCL2L1/TGFB3/GADD45A/TGFBR1/TGFBR2/CCND1/STAT1/PIK3R3/PIK3CD/CDKN2A,16,3.8198286413708695,2.220211953263386,6.5719359937642245
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,26/1075,134/7103,0.19402985074626866,1.2820409580006942,1.391833522649237,0.10445308235073596,0.2893654733943672,0.21680013796110487,FOS/PIP5K1B/WIPF3/IL1B/DOCK1/FCGR2A/NFKBIA/PXN/FYB1/NLRP3/CD4/CCL2/MAP2K3/IL18/CXCL8/ITGA4/TNF/BCAR1/FN1/CASP1/ACTG1/VAV3/PIK3R3/ACTB/MEFV/PIK3CD,26,3.5205137105171813,2.302776141649347,5.382206529663941
Human Diseases,Endocrine and metabolic disease,hsa04930,Type II diabetes mellitus,10/1075,43/7103,0.23255813953488372,1.5366143861546782,1.4903975675751775,0.10468221537502106,0.2893654733943672,0.21680013796110487,SOCS3/HK2/PRKCD/CACNA1A/CACNA1D/TNF/HKDC1/PIK3R3/HK1/PIK3CD,10,4.219578150351541,2.1146468012577295,8.419770032676066
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,21/1075,105/7103,0.2,1.3214883720930233,1.4014606051168814,0.10571576405581795,0.28953999786895385,0.21693089623618217,GABRB1/PTGS1/CACNA1A/PLA2G4A/ALOX15B/CACNA1D/DUSP1/GNB3/PLCB1/GNB4/KCND2/KCNJ6/RAPGEF3/PTGS2/GNG2/HTR2C/PLCB2/PLCB4/ITPR1/KCNJ3/GABRB3,21,3.6288372093023256,2.2622864125267905,5.820863096158098
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,30/1075,158/7103,0.189873417721519,1.2545775684427438,1.3665341736637506,0.10702077165857493,0.28953999786895385,0.21693089623618217,STAT3/FGFR3/MARCKS/EFNA1/VEGFA/CDKN1A/ITGB3/SOX4/FOXP1/PIM1/PDGFRA/EFNA5/DDIT4/APC2/HMOX1/PDGFA/SLC45A3/SLC7A1/HDAC4/MCL1/ZEB1/CCND1/PDGFRB/MET/PTGS2/PDGFB/PIK3R3/PIK3CD/CDKN2A/EZR,30,3.4450986164262583,2.320562885580627,5.114579979991559
Organismal Systems,Endocrine system,hsa04928,"Parathyroid hormone synthesis, secretion and action",22/1075,111/7103,0.1981981981981982,1.3095830714435366,1.3881804649190748,0.10730011685731819,0.28953999786895385,0.21693089623618217,FOS/CDKN1A/SGK1/MEF2C/PDE4D/ADCY3/PLCB1/EGR1/CREB3L1/GNA12/MAFB/ARRB2/ADCY7/WNK2/PDE4A/PLCB2/PLCB4/TRPV5/ITPR1/RXRG/GCM1/NACA,22,3.5961449821914933,2.266746777139869,5.70520662623758
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,20/1075,100/7103,0.2,1.3214883720930233,1.3671971697271885,0.11231924876157404,0.30069720140893835,0.22529016328471546,IFNAR2/IFNGR1/SYK/TNFSF10/FCGR3A/TNF/FCER1G/TNFRSF10A/SHC3/FCGR3B/VAV3/RAET1G/KLRD1/ICAM1/PIK3R3/PIK3CD/CD244/BID/SH3BP2/TNFRSF10B,20,3.6288372093023256,2.236475937303627,5.888039872002129
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,23/1075,119/7103,0.19327731092436976,1.2770685948798124,1.2871128077074565,0.12492764020001998,0.33183904428130306,0.24862244184543453,ATP1A2/MED12L/SLCO1C1/TBC1D4/ITGB3/ATP1B3/PFKL/HIF1A/PLCB1/CCND1/ACTG1/PLCD4/PLCB2/STAT1/PIK3R3/PLCB4/ACTB/PIK3CD/PFKP/PLCZ1/RXRG/SLC2A1/PFKM,23,3.506859487981239,2.2346353419475693,5.503387169078697
Organismal Systems,Endocrine system,hsa04924,Renin secretion,13/1075,62/7103,0.20967741935483872,1.38543135783946,1.2871633395389286,0.13486261228584465,0.3554518463347843,0.2663137672229654,CLCA4/GUCY1A1/CACNA1D/ADRB2/ADORA1/PLCB1/KCNMA1/PDE3A/ADRB1/PLCB2/EDN3/PLCB4/ITPR1,13,3.804426106526632,2.0857596077825415,6.9392742797473845
Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,14/1075,68/7103,0.20588235294117646,1.3603556771545826,1.2608450512977618,0.13856636504825348,0.3574623514193868,0.26782008991793077,SOCS3/STAT3/ACSL1/NFKBIA/ADIPOR2/PCK1/TNF/TNFRSF1B/ACSL6/ACSBG1/LEP/RXRG/SLC2A1/TRADD,14,3.7355677154582763,2.0946735719455956,6.6618810413561675
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,11/1075,51/7103,0.21568627450980393,1.4251345189238487,1.2866583701776255,0.13864676129768078,0.3574623514193868,0.26782008991793077,C3/HLA-DMB/CD86/FCGR2A/FCGR1A/FCGR3A/TNF/HLA-DRB5/FCGR3B/HLA-DQA2/GRIN2B,11,3.913451892384861,2.0338870091878163,7.529968796116344
Organismal Systems,Endocrine system,hsa04916,Melanogenesis,19/1075,97/7103,0.1958762886597938,1.2942411891632701,1.23214611494476,0.13877950113929136,0.3574623514193868,0.26782008991793077,EDNRB/FZD5/CAMK2G/ADCY3/PLCB1/WNT11/CREB3L1/CAMK2D/KIT/WNT7A/WNT2B/WNT5A/TCF7L2/WNT8B/ADCY7/PLCB2/PLCB4/FZD2/WNT6,19,3.554015823543515,2.165245829377501,5.833530910265767
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,9/1075,40/7103,0.225,1.4866744186046512,1.303412421670437,0.1403445828324262,0.35877562528590157,0.26880402885197585,IGF1/PLA2G4A/ADCY3/AKR1C3/IGF1R/ADCY7/HSD17B1/PTGS2/BMP6,9,4.082441860465116,1.9758235936741675,8.435131353546495
Genetic Information Processing,Translation,hsa03010,Ribosome,24/1075,127/7103,0.1889763779527559,1.2486504303241164,1.193976513585613,0.1430492796606299,0.35903021538740426,0.2689947743769407,RPL9/RPL18A/RPL37A/RPS3/RPL30/RPL18/RPL21/RPS16/RPS3A/RPL10/RPS6/RPL15/RPS12/RPS27A/RPL17/RPS9/RPL13A/RPL13/RPL7A/RPL19/RPL32/RPL8/RPSA/RPS14,24,3.4288225599707016,2.207068080223044,5.3268969150131085
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,25/1075,133/7103,0.18796992481203006,1.242000349711488,1.1896887896938262,0.14336319456923113,0.35903021538740426,0.2689947743769407,RYR1/SLC8A3/MEF2C/SLC8A1/SPP1/PIK3R5/GNB3/TGFBR1/ADCY3/PLCB1/EGR1/PIK3CG/GNB4/HDAC4/CCND1/CAMK4/RPS6/ACTA2/ADCY7/GNG2/PLCB2/PLCB4/MYLK/ITPR1/RYR3,25,3.4105612869382758,2.214951097156424,5.251550838704859
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,27/1075,145/7103,0.18620689655172415,1.2303512429831598,1.183423783858989,0.1436120861549617,0.35903021538740426,0.2689947743769407,CACNB4/ATP1A2/SLC8A3/SLC8A1/SCN1B/CACNA2D4/TPM4/PIK3R5/ATP1B3/CACNA1D/ATP2B4/CAMK2G/ADRB2/ADCY3/PLCB1/PIK3CG/KCNK2/CACNG3/CREB3L1/CAMK2D/ADRB1/RAPGEF3/ADCY7/PLCB2/PLCB4/CACNG4/CACNG2,27,3.3785725741780275,2.2301458033157,5.11838850267857
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,4/1075,14/7103,0.2857142857142857,1.8878405315614617,1.4041530299399216,0.14990854510246443,0.37203580536378034,0.278738900613111,AOC2/ALDH3A1/PAH/AOC3,4,5.18405315614618,1.703485376466958,15.776130219260759
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,24/1075,128/7103,0.1875,1.2388953488372092,1.1517242667628063,0.15217911450204916,0.3749340502224399,0.2809103410335309,STAT3/CDKN1A/SGK1/GADD45B/IGF1/BCL6/SGK2/BNIP3/TGFB3/GADD45A/TGFBR1/PCK1/TNFSF10/SETD7/PLK3/TGFBR2/CCND1/IGF1R/GRM1/PIK3R3/CCNG2/PIK3CD/S1PR1/PLK2,24,3.40203488372093,2.1904129466949627,5.283862738082081
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,7/1075,30/7103,0.23333333333333334,1.5417364341085273,1.2556100620886856,0.1573738109307581,0.38494313465077523,0.2884094073854106,SHMT1/ABCC4/IL1B/FOLR2/ABCG2/TNF/GGH,7,4.2336434108527135,1.855331959600173,9.660662846620287
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,30/1075,165/7103,0.18181818181818182,1.201353065539112,1.1050731186133833,0.15953937416665104,0.3861477404396674,0.28931192936965794,FGF20/STAT3/AHR/FOS/VEGFA/PAQR5/GSTO2/CACNA1A/BCL6/CACNA1D/ADRB2/ADCY3/CCND3/IKBKE/FGF22/AR/MGST2/CREB3L1/CCND1/EIF4EBP1/ARRB2/ADRB1/ADCY7/MGST1/PIK3R3/PIK3CD/PGR/RXRG/DLL3/NR1I3,30,3.2989429175475684,2.2250218272516076,4.891198926655113
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,20/1075,105/7103,0.19047619047619047,1.2585603543743078,1.1271392129722273,0.16059476137719383,0.3861477404396674,0.28931192936965794,BMP8A/HAMP/TFRC/SMAD7/ID4/NBL1/BMP8B/BMP2/TGIF2/TGFB3/TGFBR1/SMAD6/ID2/TNF/TGFBR2/TFR2/BMP7/LEFTY1/INHBB/BMP6,20,3.4560354374307862,2.134013947916292,5.597049146018948
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,13/1075,64/7103,0.203125,1.3421366279069769,1.161026197594283,0.16127346806597873,0.3861477404396674,0.28931192936965794,FOS/CACNA1D/CAMK2G/GRIN1/CREB3L1/ARC/CAMK4/CAMK2D/PDYN/DRD1/GRIA1/GRIA4/GRIN2B,13,3.6855377906976745,2.0238413819787437,6.711587641013737
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,15/1075,76/7103,0.19736842105263158,1.3041003671970623,1.1255031328673175,0.16630015197946207,0.39539896274837133,0.29624318571240216,FOS/IL1B/NFKBIA/S100A9/CCL2/IKBKE/CXCL8/FOSL1/S100A8/TNF/PTGS2/CSF3/CASP8/TRADD/IL17D,15,3.58108935128519,2.051373277338129,6.251519937185165
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,30/1075,166/7103,0.18072289156626506,1.194115998879238,1.0686548770766815,0.16807119176868218,0.3968347583427218,0.29731892111126534,TLR2/SOCS3/ITGB3/C3/IL1B/HLA-DMB/IFNAR2/IFNGR1/NFKBIA/OAS1/SYK/BCL2L1/CCL2/IKBKE/TAP1/CARD9/TNF/HLA-DRB5/EIF2AK3/EIF4EBP1/IL12B/NECTIN2/STAT1/PIK3R3/CASP8/PIK3CD/HLA-DQA2/BID/IRF9/TRADD,30,3.2790697674418605,2.2120120143587814,4.860868055849188
Human Diseases,Endocrine and metabolic disease,hsa04931,Insulin resistance,20/1075,106/7103,0.18867924528301888,1.2466871434839844,1.080566392394315,0.17143326942537165,0.4019814593422507,0.3011749633462065,SOCS3/STAT3/TBC1D4/PYGL/PRKCD/NFKBIA/PTPRF/PCK1/PYGM/SLC27A1/GYS1/SLC27A6/TNF/CREB3L1/PPARGC1B/GFPT2/PIK3R3/PIK3CD/PPP1R3B/SLC2A1,20,3.4234313295304957,2.1146388420478606,5.542261796657984
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,9/1075,42/7103,0.21428571428571427,1.4158803986710962,1.1414790243342339,0.17483495980256372,0.40714990638953197,0.3050472982856556,GSTO2/HPGDS/MGST2/SULT1A1/GSTK1/CYP2E1/PTGS2/MGST1/CBR1,9,3.888039867109635,1.8876883105978295,8.008130327112326
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,15/1075,77/7103,0.19480519480519481,1.287163998791906,1.0698656069584633,0.17942821962730812,0.41500404539649494,0.3109318234859189,CTNNA1/DOCK1/PXN/CTTN/BCAR1/MAD2L2/FN1/ACTG1/SHC3/SEPTIN12/MET/PIK3R3/ACTB/PIK3CD/CTNNA2,15,3.534581697372395,2.0259258482257385,6.166695482137835
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,17/1075,89/7103,0.19101123595505617,1.2620956362686175,1.0507027213822737,0.18161064628328166,0.4172136468669984,0.31258731437094,ATP1A2/CLCA4/RAB27B/ATP1B3/ATP2B4/ADCY3/PLCB1/SLC4A4/KCNMA1/PLA2G5/CD38/ADCY7/PLCB2/PLCB4/ITPR1/PLA2G2C/BST1,17,3.46574340214267,2.0554982225714666,5.843535741164006
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,14/1075,72/7103,0.19444444444444445,1.2847803617571059,1.0255944946524889,0.19183942814254853,0.43754445867345243,0.32781968730332967,PIP4K2A/INPP5D/PIP5K1B/PLCB1/PIK3CG/PLCH2/ITPKC/PLCD4/TPI1/PLCB2/PLCH1/PLCB4/PIK3CD/PLCZ1,14,3.5280361757105942,1.9836892473574717,6.27469210396925
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,9/1075,43/7103,0.20930232558139536,1.3829529475392104,1.0636169216374034,0.19340480391573672,0.43754445867345243,0.32781968730332967,TNFRSF13C/CXCL12/HLA-DMB/CD86/ITGA4/MADCAM1/HLA-DRB5/ITGB7/HLA-DQA2,9,3.7976203353163873,1.8465073329056056,7.810377979119463
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,17/1075,90/7103,0.18888888888888888,1.2480723514211884,1.0001281305005836,0.19432121546968034,0.43754445867345243,0.32781968730332967,ATP1A2/CAMK1D/ATP1B3/CACNA1D/ATP2B4/CAMK2G/ADCY3/PLCB1/DAGLB/CREB3L1/CAMK4/CAMK2D/ADCY7/PLCB2/PLCB4/ITPR1/NR4A1,17,3.4272351421188625,2.0335930254093126,5.775954467099103
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,13/1075,67/7103,0.19402985074626866,1.2820409580006942,0.979477832275633,0.2053891296936504,0.4552108413943345,0.34105580067315466,CDKN1A/MAP3K5/GSTO2/BCL2L1/PMAIP1/MGST2/SLC31A1/MGST1/PIK3R3/CASP8/PIK3CD/CDKN2A/BID,13,3.5205137105171813,1.9375687421833863,6.3966849361809075
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",20/1075,109/7103,0.1834862385321101,1.2123746532963517,0.9435416207196162,0.2061593281345094,0.4552108413943345,0.34105580067315466,SOCS3/STAT3/FOS/IGF1/CACNA1D/JUNB/ADCY3/PLCB1/MAP2K3/BCAR1/CREB3L1/MAP3K1/SHC3/ADCY7/PLCB2/STAT1/PIK3R3/PLCB4/PIK3CD/ITPR1,20,3.329208448901216,2.058570076009102,5.384139712029037
