ensembl_id	original_id	gene_symbol	final_name
ENSG00000231922	ENSG00000231922	ENSG00000231922_processed_pseudogene	ENSG00000231922_processed_pseudogene
ENSG00000231923	ENSG00000231923	ENSG00000231923_processed_pseudogene	ENSG00000231923_processed_pseudogene
ENSG00000231924	ENSG00000231924	PSG1	PSG1
ENSG00000231925	ENSG00000231925	TAPBP	TAPBP
ENSG00000231929	ENSG00000231929	HMGB3P31	HMGB3P31
ENSG00000231931	ENSG00000231931	ENSG00000231931_processed_pseudogene	ENSG00000231931_processed_pseudogene
ENSG00000231934	ENSG00000231934	FAM242A	FAM242A
ENSG00000231937	ENSG00000231937	ENSG00000231937_lncRNA	ENSG00000231937_lncRNA
ENSG00000231940	ENSG00000231940	RPS7P3	RPS7P3
ENSG00000231942	ENSG00000231942	HNRNPA1P36	HNRNPA1P36
ENSG00000231943	ENSG00000231943	PGM5P4-AS1	PGM5P4-AS1
ENSG00000231944	ENSG00000231944	PHKA1-AS1	PHKA1-AS1
ENSG00000231947	ENSG00000231947	MTND2P24	MTND2P24
ENSG00000231948	ENSG00000231948	HS1BP3-IT1	HS1BP3-IT1
ENSG00000231951	ENSG00000231951	ENSG00000231951_lncRNA	ENSG00000231951_lncRNA
ENSG00000231952	ENSG00000231952	DPY19L1P2	DPY19L1P2
ENSG00000231953	ENSG00000231953	ENSG00000231953_lncRNA	ENSG00000231953_lncRNA
ENSG00000231955	ENSG00000231955	ENSG00000231955_lncRNA	ENSG00000231955_lncRNA
ENSG00000231956	ENSG00000231956	HNRNPA1P9	HNRNPA1P9
ENSG00000231961	ENSG00000231961	MTCO1P59	MTCO1P59
ENSG00000231963	ENSG00000231963	LOC101928380	LOC101928380
ENSG00000231964	ENSG00000231964	LOC102724323	LOC102724323
ENSG00000231965	ENSG00000231965	RPL17P29	RPL17P29
ENSG00000231966	ENSG00000231966	LINC02818	LINC02818
ENSG00000231967	ENSG00000231967	ENSG00000231967_processed_pseudogene	ENSG00000231967_processed_pseudogene
ENSG00000231969	ENSG00000231969	MMADHC-DT	MMADHC-DT
ENSG00000231970	ENSG00000231970	ENSG00000231970_lncRNA	ENSG00000231970_lncRNA
ENSG00000231971	ENSG00000231971	CT69	CT69
ENSG00000231976	ENSG00000231976	FAM238B	FAM238B
ENSG00000231977	ENSG00000231977	ENSG00000231977_lncRNA	ENSG00000231977_lncRNA
ENSG00000231980	ENSG00000231980	ENSG00000231980_lncRNA	ENSG00000231980_lncRNA
ENSG00000231981	ENSG00000231981	RPL7L1P12	RPL7L1P12
ENSG00000231982	ENSG00000231982	MCF2L2P1	MCF2L2P1
ENSG00000231983	ENSG00000231983	LINC00415	LINC00415
ENSG00000231985	ENSG00000231985	ENSG00000231985_lncRNA	ENSG00000231985_lncRNA
ENSG00000231987	ENSG00000231987	LINC01787	LINC01787
ENSG00000231989	ENSG00000231989	PPP1R2B	PPP1R2B
ENSG00000231990	ENSG00000231990	LOC101928014	LOC101928014
ENSG00000231991	ENSG00000231991	ANXA2P2	ANXA2P2
ENSG00000231992	ENSG00000231992	ENSG00000231992_lncRNA	ENSG00000231992_lncRNA
ENSG00000231993	ENSG00000231993	EP300-AS1	EP300-AS1
ENSG00000231995	ENSG00000231995	RPL7AP76	RPL7AP76
ENSG00000231999	ENSG00000231999	LRRC8C-DT	LRRC8C-DT
ENSG00000232000	ENSG00000232000	CLCN3P1	CLCN3P1
ENSG00000232001	ENSG00000232001	ENSG00000232001_lncRNA	ENSG00000232001_lncRNA
ENSG00000232004	ENSG00000232004	CAP1P2	CAP1P2
ENSG00000232006	ENSG00000232006	ENSG00000232006_lncRNA	ENSG00000232006_lncRNA
ENSG00000232009	ENSG00000232009	ENSG00000232009_processed_pseudogene	ENSG00000232009_processed_pseudogene
ENSG00000232010	ENSG00000232010	DNMT3L-AS1	DNMT3L-AS1
ENSG00000232015	ENSG00000232015	HSPE1P25	HSPE1P25
ENSG00000232021	ENSG00000232021	LEF1-AS1	LEF1-AS1
ENSG00000232022	ENSG00000232022	FAAHP1	FAAHP1
ENSG00000232023	ENSG00000232023	LINC01807	LINC01807
ENSG00000232024	ENSG00000232024	LSM12P1	LSM12P1
ENSG00000232027	ENSG00000232027	ENSG00000232027_processed_pseudogene	ENSG00000232027_processed_pseudogene
ENSG00000232028	ENSG00000232028	PRKD3-DT	PRKD3-DT
ENSG00000232031	ENSG00000232031	ENSG00000232031_lncRNA	ENSG00000232031_lncRNA
ENSG00000232032	ENSG00000232032	ENSG00000232032_transcribed_processed_pseudogene	ENSG00000232032_transcribed_processed_pseudogene
ENSG00000232034	ENSG00000232034	NA	ENSG00000232034
ENSG00000232035	ENSG00000232035	ENSG00000232035_lncRNA	ENSG00000232035_lncRNA
ENSG00000232036	ENSG00000232036	LOC100129573	LOC100129573
ENSG00000232037	ENSG00000232037	RPL21P29	RPL21P29
ENSG00000232040	ENSG00000232040	SCAND3	SCAND3
ENSG00000232041	ENSG00000232041	PSMD10P3	PSMD10P3
ENSG00000232042	ENSG00000232042	LOC107985629	LOC107985629
ENSG00000232043	ENSG00000232043	ENSG00000232043_lncRNA	ENSG00000232043_lncRNA
ENSG00000232044	ENSG00000232044	SILC1	SILC1
ENSG00000232046	ENSG00000232046	LINC01798	LINC01798
ENSG00000232048	ENSG00000232048	HNRNPCP9	HNRNPCP9
ENSG00000232053	ENSG00000232053	LOC105375523	LOC105375523
ENSG00000232054	ENSG00000232054	NPM1P34	NPM1P34
ENSG00000232056	ENSG00000232056	NA	ENSG00000232056
ENSG00000232057	ENSG00000232057	ENSG00000232057_lncRNA	ENSG00000232057_lncRNA
ENSG00000232059	ENSG00000232059	ENSG00000232059_transcribed_processed_pseudogene	ENSG00000232059_transcribed_processed_pseudogene
ENSG00000232060	ENSG00000232060	SLC4A1APP1	SLC4A1APP1
ENSG00000232063	ENSG00000232063	ENSG00000232063_lncRNA	ENSG00000232063_lncRNA
ENSG00000232065	ENSG00000232065	LINC01063	LINC01063
ENSG00000232068	ENSG00000232068	ENSG00000232068_unprocessed_pseudogene	ENSG00000232068_unprocessed_pseudogene
ENSG00000232070	ENSG00000232070	TMEM253	TMEM253
ENSG00000232072	ENSG00000232072	ENSG00000232072_lncRNA	ENSG00000232072_lncRNA
ENSG00000232073	ENSG00000232073	ENSG00000232073_lncRNA	ENSG00000232073_lncRNA
ENSG00000232075	ENSG00000232075	MRPL35P2	MRPL35P2
ENSG00000232077	ENSG00000232077	LINC01031	LINC01031
ENSG00000232079	ENSG00000232079	LINC01697	LINC01697
ENSG00000232081	ENSG00000232081	LARGE-IT1	LARGE-IT1
ENSG00000232082	ENSG00000232082	RPS6KA2-IT1	RPS6KA2-IT1
ENSG00000232083	ENSG00000232083	RPL31P7	RPL31P7
ENSG00000232084	ENSG00000232084	LINC01104	LINC01104
ENSG00000232085	ENSG00000232085	ENSG00000232085_lncRNA	ENSG00000232085_lncRNA
ENSG00000232086	ENSG00000232086	ENSG00000232086_lncRNA	ENSG00000232086_lncRNA
ENSG00000232087	ENSG00000232087	HCFC2P1	HCFC2P1
ENSG00000232089	ENSG00000232089	ENSG00000232089_processed_pseudogene	ENSG00000232089_processed_pseudogene
ENSG00000232091	ENSG00000232091	PNLIPP1	PNLIPP1
ENSG00000232093	ENSG00000232093	DCST1-AS1	DCST1-AS1
ENSG00000232096	ENSG00000232096	YPEL5P1	YPEL5P1
ENSG00000232097	ENSG00000232097	VPS51P2	VPS51P2
ENSG00000232098	ENSG00000232098	ZNF584-DT	ZNF584-DT
ENSG00000232101	ENSG00000232101	ENSG00000232101_processed_pseudogene	ENSG00000232101_processed_pseudogene
ENSG00000232102	ENSG00000232102	MTCO3P2	MTCO3P2
ENSG00000232104	ENSG00000232104	RFX3-DT	RFX3-DT
ENSG00000232110	ENSG00000232110	LOC124902477	LOC124902477
ENSG00000232111	ENSG00000232111	ENSG00000232111_processed_pseudogene	ENSG00000232111_processed_pseudogene
ENSG00000232112	ENSG00000232112	TMA7	TMA7
ENSG00000232113	ENSG00000232113	TEX50	TEX50
ENSG00000232115	ENSG00000232115	ENSG00000232115_processed_pseudogene	ENSG00000232115_processed_pseudogene
ENSG00000232117	ENSG00000232117	LINC00384	LINC00384
ENSG00000232118	ENSG00000232118	BACH1-AS1	BACH1-AS1
ENSG00000232119	ENSG00000232119	MCTS1	MCTS1
ENSG00000232121	ENSG00000232121	ENSG00000232121_lncRNA	ENSG00000232121_lncRNA
ENSG00000232124	ENSG00000232124	LOC105372832	LOC105372832
ENSG00000232125	ENSG00000232125	DYTN	DYTN
ENSG00000232128	ENSG00000232128	MTCO3P45	MTCO3P45
ENSG00000232130	ENSG00000232130	ENSG00000232130_lncRNA	ENSG00000232130_lncRNA
ENSG00000232131	ENSG00000232131	NCOA7-AS1	NCOA7-AS1
ENSG00000232132	ENSG00000232132	NDFIP2-AS1	NDFIP2-AS1
ENSG00000232133	ENSG00000232133	IMPDH1P10	IMPDH1P10
ENSG00000232134	ENSG00000232134	RPS15AP12	RPS15AP12
ENSG00000232135	ENSG00000232135	ENSG00000232135_processed_pseudogene	ENSG00000232135_processed_pseudogene
ENSG00000232136	ENSG00000232136	DUXAP7	DUXAP7
ENSG00000232138	ENSG00000232138	IFNWP5	IFNWP5
ENSG00000232139	ENSG00000232139	LINC00867	LINC00867
ENSG00000232140	ENSG00000232140	ENSG00000232140_lncRNA	ENSG00000232140_lncRNA
ENSG00000232142	ENSG00000232142	RPS25P9	RPS25P9
ENSG00000232144	ENSG00000232144	PSAT1P2	PSAT1P2
ENSG00000232145	ENSG00000232145	RPL26P24	RPL26P24
ENSG00000232149	ENSG00000232149	FERP1	FERP1
ENSG00000232150	ENSG00000232150	ST13P4	ST13P4
ENSG00000232153	ENSG00000232153	ENSG00000232153_lncRNA	ENSG00000232153_lncRNA
ENSG00000232155	ENSG00000232155	ENSG00000232155_processed_pseudogene	ENSG00000232155_processed_pseudogene
ENSG00000232158	ENSG00000232158	C11orf98P1	C11orf98P1
ENSG00000232160	ENSG00000232160	RAP2C-AS1	RAP2C-AS1
ENSG00000232161	ENSG00000232161	ENSG00000232161_unprocessed_pseudogene	ENSG00000232161_unprocessed_pseudogene
ENSG00000232162	ENSG00000232162	USP12-AS1	USP12-AS1
ENSG00000232164	ENSG00000232164	LINC01873	LINC01873
ENSG00000232166	ENSG00000232166	RPL9P10	RPL9P10
ENSG00000232170	ENSG00000232170	LINC00708	LINC00708
ENSG00000232172	ENSG00000232172	RPL19P15	RPL19P15
ENSG00000232174	ENSG00000232174	ENSG00000232174_processed_pseudogene	ENSG00000232174_processed_pseudogene
ENSG00000232175	ENSG00000232175	ENSG00000232175_processed_pseudogene	ENSG00000232175_processed_pseudogene
ENSG00000232176	ENSG00000232176	RPS6P10	RPS6P10
ENSG00000232177	ENSG00000232177	MTND4P24	MTND4P24
ENSG00000232179	ENSG00000232179	MTATP6P29	MTATP6P29
ENSG00000232183	ENSG00000232183	ENSG00000232183_lncRNA	ENSG00000232183_lncRNA
ENSG00000232184	ENSG00000232184	ENSG00000232184_lncRNA	ENSG00000232184_lncRNA
ENSG00000232186	ENSG00000232186	TERF1P7	TERF1P7
ENSG00000232187	ENSG00000232187	FTH1P7	FTH1P7
ENSG00000232190	ENSG00000232190	LINC02181	LINC02181
ENSG00000232192	ENSG00000232192	KIF26B-AS1	KIF26B-AS1
ENSG00000232193	ENSG00000232193	ENSG00000232193_lncRNA	ENSG00000232193_lncRNA
ENSG00000232194	ENSG00000232194	ENSG00000232194_lncRNA	ENSG00000232194_lncRNA
ENSG00000232196	ENSG00000232196	NA	ENSG00000232196
ENSG00000232198	ENSG00000232198	MTCO2P34	MTCO2P34
ENSG00000232199	ENSG00000232199	RPL3P8	RPL3P8
ENSG00000232200	ENSG00000232200	ENSG00000232200_lncRNA	ENSG00000232200_lncRNA
ENSG00000232202	ENSG00000232202	CHORDC1P1	CHORDC1P1
ENSG00000232203	ENSG00000232203	SLC25A6P2	SLC25A6P2
ENSG00000232208	ENSG00000232208	ENSG00000232208_transcribed_processed_pseudogene	ENSG00000232208_transcribed_processed_pseudogene
ENSG00000232211	ENSG00000232211	ENSG00000232211_lncRNA	ENSG00000232211_lncRNA
ENSG00000232212	ENSG00000232212	LINC01701	LINC01701
ENSG00000232215	ENSG00000232215	OR2L6P	OR2L6P
ENSG00000232217	ENSG00000232217	FTLP8	FTLP8
ENSG00000232218	ENSG00000232218	RGL4P1	RGL4P1
ENSG00000232220	ENSG00000232220	MYADM-AS2	MYADM-AS2
ENSG00000232225	ENSG00000232225	LINC01047	LINC01047
ENSG00000232226	ENSG00000232226	ARSFP1	ARSFP1
ENSG00000232227	ENSG00000232227	ENSG00000232227_lncRNA	ENSG00000232227_lncRNA
ENSG00000232228	ENSG00000232228	RPL36AP16	RPL36AP16
ENSG00000232229	ENSG00000232229	LINC00865	LINC00865
ENSG00000232230	ENSG00000232230	TPM4P1	TPM4P1
ENSG00000232233	ENSG00000232233	LINC02043	LINC02043
ENSG00000232234	ENSG00000232234	LOC105374910	LOC105374910
ENSG00000232235	ENSG00000232235	CDY3P	CDY3P
ENSG00000232237	ENSG00000232237	ASCL5	ASCL5
ENSG00000232238	ENSG00000232238	RPS29P8	RPS29P8
ENSG00000232239	ENSG00000232239	RBPJP5	RBPJP5
ENSG00000232241	ENSG00000232241	DYNLT3P1	DYNLT3P1
ENSG00000232245	ENSG00000232245	ENSG00000232245_lncRNA	ENSG00000232245_lncRNA
ENSG00000232249	ENSG00000232249	ENSG00000232249_unprocessed_pseudogene	ENSG00000232249_unprocessed_pseudogene
ENSG00000232252	ENSG00000232252	ENSG00000232252_lncRNA	ENSG00000232252_lncRNA
ENSG00000232254	ENSG00000232254	CSF2RBP1	CSF2RBP1
ENSG00000232258	ENSG00000232258	TMEM114	TMEM114
ENSG00000232259	ENSG00000232259	ENSG00000232259_lncRNA	ENSG00000232259_lncRNA
ENSG00000232260	ENSG00000232260	BTF3L4P1	BTF3L4P1
ENSG00000232261	ENSG00000232261	LOC100422548	LOC100422548
ENSG00000232265	ENSG00000232265	LINC02805	LINC02805
ENSG00000232267	ENSG00000232267	ACTR3P2	ACTR3P2
ENSG00000232268	ENSG00000232268	OR52I1	OR52I1
ENSG00000232271	ENSG00000232271	ENSG00000232271_lncRNA	ENSG00000232271_lncRNA
ENSG00000232273	ENSG00000232273	FTH1P1	FTH1P1
ENSG00000232277	ENSG00000232277	SLC30A6P1	SLC30A6P1
ENSG00000232281	ENSG00000232281	IFNWP15	IFNWP15
ENSG00000232282	ENSG00000232282	MTND1P32	MTND1P32
ENSG00000232283	ENSG00000232283	HSD17B3-AS1	HSD17B3-AS1
ENSG00000232284	ENSG00000232284	GNG12-AS1	GNG12-AS1
ENSG00000232285	ENSG00000232285	ELOBP3	ELOBP3
ENSG00000232286	ENSG00000232286	ENSG00000232286_lncRNA	ENSG00000232286_lncRNA
ENSG00000232287	ENSG00000232287	SLC6A1-AS1	SLC6A1-AS1
ENSG00000232290	ENSG00000232290	ENSG00000232290_lncRNA	ENSG00000232290_lncRNA
ENSG00000232292	ENSG00000232292	ALDH7A1P2	ALDH7A1P2
ENSG00000232294	ENSG00000232294	NA	ENSG00000232294
ENSG00000232295	ENSG00000232295	NA	ENSG00000232295
ENSG00000232298	ENSG00000232298	GRHL3-AS1	GRHL3-AS1
ENSG00000232299	ENSG00000232299	ENSG00000232299_lncRNA	ENSG00000232299_lncRNA
ENSG00000232300	ENSG00000232300	FAM215B	FAM215B
ENSG00000232301	ENSG00000232301	LNCPRESS1	LNCPRESS1
ENSG00000232303	ENSG00000232303	DFFBP1	DFFBP1
ENSG00000232305	ENSG00000232305	CLCP1	CLCP1
ENSG00000232306	ENSG00000232306	ENSG00000232306_lncRNA	ENSG00000232306_lncRNA
ENSG00000232307	ENSG00000232307	DAOA-AS1	DAOA-AS1
ENSG00000232309	ENSG00000232309	ENSG00000232309_lncRNA	ENSG00000232309_lncRNA
ENSG00000232310	ENSG00000232310	LINC03002	LINC03002
ENSG00000232311	ENSG00000232311	NA	ENSG00000232311
ENSG00000232314	ENSG00000232314	PSMC1P13	PSMC1P13
ENSG00000232316	ENSG00000232316	LINC02518	LINC02518
ENSG00000232320	ENSG00000232320	MXRA7P1	MXRA7P1
ENSG00000232327	ENSG00000232327	LOC100419739	LOC100419739
ENSG00000232328	ENSG00000232328	ENSG00000232328_lncRNA	ENSG00000232328_lncRNA
ENSG00000232332	ENSG00000232332	ARL5AP5	ARL5AP5
ENSG00000232333	ENSG00000232333	RPS27AP2	RPS27AP2
ENSG00000232334	ENSG00000232334	ENSG00000232334_processed_pseudogene	ENSG00000232334_processed_pseudogene
ENSG00000232335	ENSG00000232335	ENSG00000232335_lncRNA	ENSG00000232335_lncRNA
ENSG00000232337	ENSG00000232337	LOC100131736	LOC100131736
ENSG00000232341	ENSG00000232341	RPL4P2	RPL4P2
ENSG00000232342	ENSG00000232342	ENSG00000232342_lncRNA	ENSG00000232342_lncRNA
ENSG00000232344	ENSG00000232344	LOC100419436	LOC100419436
ENSG00000232346	ENSG00000232346	RPS17P16	RPS17P16
ENSG00000232347	ENSG00000232347	ENSG00000232347_lncRNA	ENSG00000232347_lncRNA
ENSG00000232349	ENSG00000232349	YBX1P7	YBX1P7
ENSG00000232352	ENSG00000232352	SEMA3B-AS1	SEMA3B-AS1
ENSG00000232353	ENSG00000232353	ENSG00000232353_lncRNA	ENSG00000232353_lncRNA
ENSG00000232354	ENSG00000232354	VIPR1-AS1	VIPR1-AS1
ENSG00000232355	ENSG00000232355	ENSG00000232355_transcribed_unprocessed_pseudogene	ENSG00000232355_transcribed_unprocessed_pseudogene
ENSG00000232358	ENSG00000232358	ENSG00000232358_lncRNA	ENSG00000232358_lncRNA
ENSG00000232359	ENSG00000232359	ENSG00000232359_lncRNA	ENSG00000232359_lncRNA
ENSG00000232360	ENSG00000232360	LOC124905012	LOC124905012
ENSG00000232361	ENSG00000232361	TRPC6P3	TRPC6P3
ENSG00000232362	ENSG00000232362	ATP5MGP2	ATP5MGP2
ENSG00000232366	ENSG00000232366	VDAC1P9	VDAC1P9
ENSG00000232368	ENSG00000232368	FTLP2	FTLP2
ENSG00000232369	ENSG00000232369	PPIAP35	PPIAP35
ENSG00000232370	ENSG00000232370	BAG1P1	BAG1P1
ENSG00000232373	ENSG00000232373	MTCYBP3	MTCYBP3
ENSG00000232374	ENSG00000232374	GPR79	GPR79
ENSG00000232375	ENSG00000232375	ENSG00000232375_unprocessed_pseudogene	ENSG00000232375_unprocessed_pseudogene
ENSG00000232377	ENSG00000232377	GTDC1-AS1	GTDC1-AS1
ENSG00000232378	ENSG00000232378	RPL29P28	RPL29P28
ENSG00000232380	ENSG00000232380	ZDHHC20P4	ZDHHC20P4
ENSG00000232381	ENSG00000232381	OR52U1P	OR52U1P
ENSG00000232383	ENSG00000232383	RPL23P7	RPL23P7
ENSG00000232385	ENSG00000232385	RPS3AP25	RPS3AP25
ENSG00000232386	ENSG00000232386	NA	ENSG00000232386
ENSG00000232387	ENSG00000232387	SKA2P1	SKA2P1
ENSG00000232388	ENSG00000232388	SMIM26	SMIM26
ENSG00000232389	ENSG00000232389	ENSG00000232389_processed_pseudogene	ENSG00000232389_processed_pseudogene
ENSG00000232390	ENSG00000232390	NDUFA5P1	NDUFA5P1
ENSG00000232391	ENSG00000232391	RANP2	RANP2
ENSG00000232392	ENSG00000232392	GOT2P7	GOT2P7
ENSG00000232393	ENSG00000232393	RPL5P6	RPL5P6
ENSG00000232394	ENSG00000232394	ENSG00000232394_lncRNA	ENSG00000232394_lncRNA
ENSG00000232395	ENSG00000232395	LNCPOIR	LNCPOIR
ENSG00000232396	ENSG00000232396	CABP7-DT	CABP7-DT
ENSG00000232398	ENSG00000232398	TMPRSS11CP	TMPRSS11CP
ENSG00000232400	ENSG00000232400	RAD17P1	RAD17P1
ENSG00000232403	ENSG00000232403	RPL27P5	RPL27P5
ENSG00000232406	ENSG00000232406	EPB41L1-AS1	EPB41L1-AS1
ENSG00000232407	ENSG00000232407	PPIAP70	PPIAP70
ENSG00000232408	ENSG00000232408	ENSG00000232408_lncRNA	ENSG00000232408_lncRNA
ENSG00000232409	ENSG00000232409	ENSG00000232409_processed_pseudogene	ENSG00000232409_processed_pseudogene
ENSG00000232411	ENSG00000232411	NA	ENSG00000232411
ENSG00000232412	ENSG00000232412	STAG2-AS1	STAG2-AS1
ENSG00000232413	ENSG00000232413	ENSG00000232413_lncRNA	ENSG00000232413_lncRNA
ENSG00000232415	ENSG00000232415	ELN-AS1	ELN-AS1
ENSG00000232416	ENSG00000232416	BPESC1	BPESC1
ENSG00000232418	ENSG00000232418	ENSG00000232418_processed_pseudogene	ENSG00000232418_processed_pseudogene
ENSG00000232420	ENSG00000232420	IL9RP2	IL9RP2
ENSG00000232422	ENSG00000232422	KNOP1P4	KNOP1P4
ENSG00000232424	ENSG00000232424	USP9YP29	USP9YP29
ENSG00000232429	ENSG00000232429	RPL21P131	RPL21P131
ENSG00000232433	ENSG00000232433	GXYLT1P3	GXYLT1P3
ENSG00000232434	ENSG00000232434	AJM1	AJM1
ENSG00000232436	ENSG00000232436	ENSG00000232436_lncRNA	ENSG00000232436_lncRNA
ENSG00000232437	ENSG00000232437	RPS26P42	RPS26P42
ENSG00000232439	ENSG00000232439	RPL18AP7	RPL18AP7
ENSG00000232442	ENSG00000232442	MHENCR	MHENCR
ENSG00000232445	ENSG00000232445	EMSLR	EMSLR
ENSG00000232447	ENSG00000232447	MTND5P3	MTND5P3
ENSG00000232448	ENSG00000232448	LOC105372524	LOC105372524
ENSG00000232450	ENSG00000232450	RPS2P14	RPS2P14
ENSG00000232451	ENSG00000232451	LOC107985792	LOC107985792
ENSG00000232453	ENSG00000232453	LINC02777	LINC02777
ENSG00000232454	ENSG00000232454	ENSG00000232454_processed_pseudogene	ENSG00000232454_processed_pseudogene
ENSG00000232455	ENSG00000232455	LARS2-AS1	LARS2-AS1
ENSG00000232456	ENSG00000232456	FAM131C2P	FAM131C2P
ENSG00000232457	ENSG00000232457	SLC16A6P1	SLC16A6P1
ENSG00000232458	ENSG00000232458	LINC01450	LINC01450
ENSG00000232459	ENSG00000232459	OR4F14P	OR4F14P
ENSG00000232460	ENSG00000232460	BMPR1AP2	BMPR1AP2
ENSG00000232464	ENSG00000232464	ENSG00000232464_lncRNA	ENSG00000232464_lncRNA
ENSG00000232465	ENSG00000232465	ENSG00000232465_lncRNA	ENSG00000232465_lncRNA
ENSG00000232466	ENSG00000232466	H3P31	H3P31
ENSG00000232467	ENSG00000232467	TMA16P2	TMA16P2
ENSG00000232470	ENSG00000232470	ENSG00000232470_lncRNA	ENSG00000232470_lncRNA
ENSG00000232471	ENSG00000232471	ENSG00000232471_transcribed_unprocessed_pseudogene	ENSG00000232471_transcribed_unprocessed_pseudogene
ENSG00000232472	ENSG00000232472	EEF1B2P3	EEF1B2P3
ENSG00000232474	ENSG00000232474	NCKAP5-IT1	NCKAP5-IT1
ENSG00000232479	ENSG00000232479	KRT8P52	KRT8P52
ENSG00000232480	ENSG00000232480	TGFB2-AS1	TGFB2-AS1
ENSG00000232485	ENSG00000232485	RPL37A-DT	RPL37A-DT
ENSG00000232486	ENSG00000232486	DEPDC1P2	DEPDC1P2
ENSG00000232487	ENSG00000232487	RASA3-IT1	RASA3-IT1
ENSG00000232489	ENSG00000232489	MFAP1P1	MFAP1P1
ENSG00000232490	ENSG00000232490	OSBPL10-AS1	OSBPL10-AS1
ENSG00000232491	ENSG00000232491	SAPCD2P3	SAPCD2P3
ENSG00000232492	ENSG00000232492	NPM1P13	NPM1P13
ENSG00000232493	ENSG00000232493	RPL12P11	RPL12P11
ENSG00000232494	ENSG00000232494	ENSG00000232494_lncRNA	ENSG00000232494_lncRNA
ENSG00000232496	ENSG00000232496	RPL3P12	RPL3P12
ENSG00000232497	ENSG00000232497	ADIPOR1P1	ADIPOR1P1
ENSG00000232499	ENSG00000232499	LOC100421402	LOC100421402
ENSG00000232500	ENSG00000232500	ENSG00000232500_lncRNA	ENSG00000232500_lncRNA
ENSG00000232502	ENSG00000232502	ENSG00000232502_transcribed_processed_pseudogene	ENSG00000232502_transcribed_processed_pseudogene
ENSG00000232503	ENSG00000232503	CYCSP8	CYCSP8
ENSG00000232504	ENSG00000232504	ST3GAL5-AS1	ST3GAL5-AS1
ENSG00000232514	ENSG00000232514	RPL21P25	RPL21P25
ENSG00000232515	ENSG00000232515	ENSG00000232515_unprocessed_pseudogene	ENSG00000232515_unprocessed_pseudogene
ENSG00000232517	ENSG00000232517	CSPG4BP	CSPG4BP
ENSG00000232518	ENSG00000232518	ENSG00000232518_lncRNA	ENSG00000232518_lncRNA
ENSG00000232519	ENSG00000232519	ENSG00000232519_lncRNA	ENSG00000232519_lncRNA
ENSG00000232520	ENSG00000232520	GCSIR	GCSIR
ENSG00000232524	ENSG00000232524	ENSG00000232524_lncRNA	ENSG00000232524_lncRNA
ENSG00000232525	ENSG00000232525	SS18L2P1	SS18L2P1
ENSG00000232526	ENSG00000232526	VDAC1P13	VDAC1P13
ENSG00000232527	ENSG00000232527	LINC02802	LINC02802
ENSG00000232528	ENSG00000232528	ENSG00000232528_transcribed_unitary_pseudogene	ENSG00000232528_transcribed_unitary_pseudogene
ENSG00000232529	ENSG00000232529	ENSG00000232529_lncRNA	ENSG00000232529_lncRNA
ENSG00000232531	ENSG00000232531	KMT5AP2	KMT5AP2
ENSG00000232533	ENSG00000232533	FAM131B-AS2	FAM131B-AS2
ENSG00000232536	ENSG00000232536	ENSG00000232536_lncRNA	ENSG00000232536_lncRNA
ENSG00000232537	ENSG00000232537	ENSG00000232537_lncRNA	ENSG00000232537_lncRNA
ENSG00000232539	ENSG00000232539	LINC00945	LINC00945
ENSG00000232542	ENSG00000232542	DPYD-IT1	DPYD-IT1
ENSG00000232545	ENSG00000232545	ENSG00000232545_lncRNA	ENSG00000232545_lncRNA
ENSG00000232546	ENSG00000232546	ENSG00000232546_transcribed_unprocessed_pseudogene	ENSG00000232546_transcribed_unprocessed_pseudogene
ENSG00000232549	ENSG00000232549	SRD5A1P1	SRD5A1P1
ENSG00000232551	ENSG00000232551	MTCO1P14	MTCO1P14
ENSG00000232553	ENSG00000232553	CLK2P1	CLK2P1
ENSG00000232554	ENSG00000232554	RSU1P2	RSU1P2
ENSG00000232555	ENSG00000232555	ENSG00000232555_lncRNA	ENSG00000232555_lncRNA
ENSG00000232556	ENSG00000232556	PRCPP1	PRCPP1
ENSG00000232557	ENSG00000232557	ENSG00000232557_lncRNA	ENSG00000232557_lncRNA
ENSG00000232558	ENSG00000232558	KCND3-IT1	KCND3-IT1
ENSG00000232560	ENSG00000232560	LINC01549	LINC01549
ENSG00000232562	ENSG00000232562	TPMTP3	TPMTP3
ENSG00000232563	ENSG00000232563	CRB3P1	CRB3P1
ENSG00000232564	ENSG00000232564	MRTFA-AS1	MRTFA-AS1
ENSG00000232568	ENSG00000232568	RPL23AP35	RPL23AP35
ENSG00000232573	ENSG00000232573	RPL3P4	RPL3P4
ENSG00000232576	ENSG00000232576	ENSG00000232576_processed_pseudogene	ENSG00000232576_processed_pseudogene
ENSG00000232578	ENSG00000232578	LOC100533629	LOC100533629
ENSG00000232579	ENSG00000232579	MTCO1P27	MTCO1P27
ENSG00000232581	ENSG00000232581	LOC124901582	LOC124901582
ENSG00000232583	ENSG00000232583	GPR143YP	GPR143YP
ENSG00000232586	ENSG00000232586	KIAA1614-AS1	KIAA1614-AS1
ENSG00000232587	ENSG00000232587	EEF1A1P3	EEF1A1P3
ENSG00000232590	ENSG00000232590	ENSG00000232590_lncRNA	ENSG00000232590_lncRNA
ENSG00000232591	ENSG00000232591	LINC02642	LINC02642
ENSG00000232593	ENSG00000232593	KANTR	KANTR
